Energy,t0,t0 err,m,m err
1.084982018237662942e+03,4.564759269073948578e-01,1.086224731510435429e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.085578472925660435e+03,4.239540876883455822e-01,1.218049547320930633e-02,1.088710228705691389e-02,3.067995176577295764e-03
1.086175487142197198e+03,3.900505611848681387e-01,1.883361731906692954e-02,2.036261114231798647e-02,5.752672691766837730e-03
1.086773061674976134e+03,3.597380800167255255e-01,2.531147790791133875e-02,2.848615593355697043e-02,8.070191070040038869e-03
1.087371197313177845e+03,3.270267866026316805e-01,2.941841485142967366e-02,3.531771336121218574e-02,1.003682605086977410e-02
1.087969894847466776e+03,3.006390815075949963e-01,3.373108360366341985e-02,4.091760910825225500e-02,1.166897709947641373e-02
1.088569155069993485e+03,2.749953257509163973e-01,3.687370628358448837e-02,4.534651949778178981e-02,1.298317585170938142e-02
1.089168978774398056e+03,2.549654886133512210e-01,3.891233392736587887e-02,4.866547315850412031e-02,1.399609724306570199e-02
1.089769366755813508e+03,2.464635288734581264e-01,4.147521689145296231e-02,5.093585269805993992e-02,1.472457442064392490e-02
1.090370319810870114e+03,2.304401833267699096e-01,3.978853643584587957e-02,5.221939638428248209e-02,1.518561907751725219e-02
1.090971838737697908e+03,2.256566983283135874e-01,3.882111212518737225e-02,5.257819983439923628e-02,1.539644970500921028e-02
1.091573924335931224e+03,2.242078062704814800e-01,3.757737550261800591e-02,5.207471771223304291e-02,1.537453164531623652e-02
1.092176577406711431e+03,2.328447118382577508e-01,3.774795974251048819e-02,5.077176543343272369e-02,1.513763513175206757e-02
1.092779798752690795e+03,2.381994898150329443e-01,3.643975875728251018e-02,4.873252087877878724e-02,1.470392144158186309e-02
1.093383589178035891e+03,2.427092234547588989e-01,3.227866852612695792e-02,4.602052611560178419e-02,1.409207422012736556e-02
1.093987949488431695e+03,2.635914074209670943e-01,3.195111016958403910e-02,4.269968912735096211e-02,1.332150565122130863e-02
1.094592880491084316e+03,2.825261196846347578e-01,2.964327613113968557e-02,3.883428555136284738e-02,1.241269092623213839e-02
1.095198382994725534e+03,2.962490636478310457e-01,2.450634828143842536e-02,3.448896042485564278e-02,1.138773094145161500e-02
1.095804457809615315e+03,3.225610827293169391e-01,2.310629629518971481e-02,2.972872993921086074e-02,1.027133727518958657e-02
1.096411105747547026e+03,3.442047194433838775e-01,1.971487318990730250e-02,2.461898320255265574e-02,9.092629454035383585e-03
1.097018327621848812e+03,3.699029970331314532e-01,1.765686693316229072e-02,1.922548401071508956e-02,7.888543451654381894e-03
1.097626124247389725e+03,3.929799205963088737e-01,1.496592753240327811e-02,1.361437262657008013e-02,6.710438187867221772e-03
1.098234496440581097e+03,4.187217055950511191e-01,1.331815525771914283e-02,7.852167567837587889e-03,5.636437244923797607e-03
