Energy,t0,t0 err,m,m err
1.049625982350616823e+03,8.161381067537607503e-01,2.360640731716460300e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.050189738728891825e+03,8.290240965265908146e-01,2.010158204576649801e-02,4.619990713409210213e-03,2.047817394502260673e-03
1.050754009251162870e+03,7.605555449450768224e-01,2.658178513036587101e-02,8.617293489290757044e-03,3.911400978349834079e-03
1.051318794621097140e+03,7.323117737733789712e-01,3.384871247263222804e-02,1.201982991381020556e-02,5.597561691952828399e-03
1.051884095543646481e+03,6.915367755162608043e-01,1.833647576950095393e-02,1.485567925119513077e-02,7.113167460813961743e-03
1.052449912725050808e+03,6.582209494070223599e-01,2.079064007188129171e-02,1.715307917119812328e-02,8.465145561897327586e-03
1.053016246872840611e+03,6.490349781479876068e-01,3.772742679849982322e-02,1.894042647989593181e-02,9.660485230538090259e-03
1.053583098695838999e+03,6.175073157069430607e-01,3.042819508985691868e-02,2.024627785384747192e-02,1.070624052083383668e-02
1.054150468904166019e+03,5.881048007730443894e-01,2.420328233487930095e-02,2.109935057763193816e-02,1.160953342586244948e-02
1.054718358209241387e+03,5.672683072260170656e-01,1.988992834830312362e-02,2.152852328476941718e-02,1.237755725308444313e-02
1.055286767323786762e+03,5.544706547721146572e-01,1.998490271203015936e-02,2.156283670204886885e-02,1.301758023297988967e-02
1.055855696961829153e+03,5.438525086055568947e-01,1.983772520123608732e-02,2.123149439728025736e-02,1.353694931255682889e-02
1.056425147838704561e+03,5.339273763735993272e-01,1.849735732898217383e-02,2.056386353048359969e-02,1.394309404608696547e-02
1.056995120671059794e+03,5.255017472021604741e-01,1.739312995866781550e-02,1.958947560853495362e-02,1.424353043815971415e-02
1.057565616176855656e+03,5.234502203419312272e-01,1.725228411937520731e-02,1.833802724328506897e-02,1.444586451206537545e-02
1.058136635075371260e+03,5.199448859188849914e-01,1.723542268012943218e-02,1.683938091316297334e-02,1.455779526071599057e-02
1.058708178087205397e+03,5.188390413472698803e-01,1.741252147965937497e-02,1.512356572829162693e-02,1.458711647659786080e-02
1.059280245934280401e+03,5.186942353036769759e-01,1.699029783824047152e-02,1.322077819912140413e-02,1.454171673817154960e-02
1.059852839339845104e+03,5.187528243546092321e-01,1.656250959461464528e-02,1.116138300860483774e-02,1.442957653776269673e-02
1.060425959028478019e+03,5.217725779707760303e-01,1.634459418549497056e-02,8.975913787927648768e-03,1.425876115605012942e-02
1.060999605726090067e+03,5.245801138510594042e-01,1.597770137060675055e-02,6.695073895815508748e-03,1.403740741154671338e-02
1.061573780159927765e+03,5.282992067748500942e-01,1.525223545607030592e-02,4.349737201430611128e-03,1.377370184402170947e-02
1.062148483058576630e+03,5.321726461747984249e-01,1.457196860667683488e-02,1.970948870875911026e-03,1.347584725937455742e-02
1.062723715151963233e+03,5.358414300544678266e-01,1.357305027329293139e-02,-4.100738426688335853e-04,1.315201394748921615e-02
1.063299477171360195e+03,5.397622808330071464e-01,1.265688085073861727e-02,-2.761940805179430563e-03,1.281027143410936632e-02
1.063875769849386643e+03,5.429725901584270265e-01,1.159096350503685015e-02,-5.053088204339538196e-03,1.245849659196963076e-02
1.064452593920014124e+03,5.457097978610362388e-01,1.045110194403420928e-02,-7.251777748436135165e-03,1.210425467716320924e-02
1.065029950118567513e+03,5.487478873913091970e-01,9.085402755142135689e-03,-9.326095861537750387e-03,1.175465182394119963e-02
1.065607839181729332e+03,5.511284033533322413e-01,7.943251561264458652e-03,-1.124395287497149433e-02,1.141616116470665389e-02
1.066186261847542937e+03,5.533912396694476987e-01,6.825108729620753441e-03,-1.297308221506216289e-02,1.109443027177359035e-02
1.066765218855414332e+03,5.556210939592111098e-01,6.174888330070071006e-03,-1.448103958711670705e-02,1.079408477354560150e-02
1.067344710946117175e+03,5.578153915555023046e-01,5.718166118719446821e-03,-1.573520215564900432e-02,1.051855073265851176e-02
1.067924738861794594e+03,5.602154631777622740e-01,4.820893751224780005e-03,-1.670276772080769509e-02,1.026992480523182018e-02
1.068505303345962830e+03,5.624701245732627308e-01,5.350068279590978332e-03,-1.735075389100350363e-02,1.004892401398388077e-02
1.069086405143514185e+03,5.628546541502118528e-01,5.388439047664657019e-03,-1.764599725171073219e-02,9.854944342048203160e-03
1.069668045000720895e+03,5.620934714233378759e-01,4.733339407533293172e-03,-1.755515253042616228e-02,9.686249081694452492e-03
1.070250223665237627e+03,5.603574945279654607e-01,4.355347894611857548e-03,-1.705790418085677967e-02,9.539419726744109707e-03
1.070832941886104663e+03,5.589136464720179109e-01,4.040302379742890734e-03,-1.619549804770183121e-02,9.406997075053753418e-03
1.071416200413751540e+03,5.574157292515659057e-01,3.938791486168413333e-03,-1.502739245849857644e-02,9.281385849016035930e-03
1.072000000000000000e+03,5.561962427785227536e-01,4.077057635637761426e-03,-1.361338170949420896e-02,9.156071751566420211e-03
1.072584341398067409e+03,5.549849777067904499e-01,4.181641538798776259e-03,-1.201359558305969966e-02,9.025456521738696794e-03
1.073169225362569250e+03,5.536847954868302502e-01,4.344802505370328957e-03,-1.028850090959088949e-02,8.884681773794415871e-03
1.073754652649524132e+03,5.536463957048207707e-01,4.698048096318538890e-03,-8.498903136668813779e-03,8.729459499930113109e-03
1.074340624016354923e+03,5.550017524237753630e-01,4.361674606833739788e-03,-6.705947905533204273e-03,8.555921160940095638e-03
1.074927140221893296e+03,5.560540218295392245e-01,3.898032517845947606e-03,-4.971122634883678310e-03,8.360493189659447960e-03
1.075514202026383145e+03,5.578583729262505120e-01,3.841620526585911178e-03,-3.356258112057852131e-03,8.139804513872509265e-03
1.076101810191482627e+03,5.593388224545653431e-01,3.888280845467381036e-03,-1.923530091622847882e-03,7.890631427633925180e-03
1.076689965480269166e+03,5.597624362571795853e-01,3.844341214391207729e-03,-7.354609014045180400e-04,7.609887093276745777e-03
1.077278668657240814e+03,5.605741890855937548e-01,4.140425582776288693e-03,1.450789439921057662e-04,7.294668034439858763e-03
1.077867920488321261e+03,5.612526968094038171e-01,4.326453799543790620e-03,6.548691221518916639e-04,6.942380295772979625e-03
1.078457721740863008e+03,5.630034329231441426e-01,4.065435545458666138e-03,7.303378742572520527e-04,6.550988114603590283e-03
1.079048073183648967e+03,5.647714041242992700e-01,4.052614687737396068e-03,3.075603689046341248e-04,6.119467978456367974e-03
1.079638975586897914e+03,5.672310316049103962e-01,3.877822713918541858e-03,-6.777429417075227832e-04,5.648632773021989954e-03
