filename,energy,fermi
atomGS/scf.out,-32.71102413,-8.8122
atomXCH/scf.out,-47.94451167,-11.1961
bulkXCH/scf.out,-25343.778126874,6.905060000000001
bulkGS/scf.out,-25328.5268209,6.926
