-2.00000000e+01 4.45001660e-08 4.04311443e-08 4.46076783e-08 4.55186143e-08 4.13966767e-08 4.06768403e-08 4.02386530e-08 3.91527003e-08 4.71550603e-08 4.10146413e-08 4.23716837e-08 3.46503247e-08 4.12763913e-08 3.75852573e-08 4.18573567e-08 4.35015750e-08 4.17934507e-08 4.12111040e-08 4.43211550e-08 4.29415503e-08
-1.99500000e+01 4.46928083e-08 4.05999617e-08 4.48003673e-08 4.57182833e-08 4.15742083e-08 4.08497143e-08 4.04106927e-08 3.93178970e-08 4.73639333e-08 4.11864610e-08 4.25501237e-08 3.47876780e-08 4.14494357e-08 3.77396313e-08 4.20356980e-08 4.36892663e-08 4.19695070e-08 4.13880167e-08 4.45140950e-08 4.31281703e-08
-1.99000000e+01 4.48867233e-08 4.07698543e-08 4.49943287e-08 4.59192813e-08 4.17528987e-08 4.10237077e-08 4.05838570e-08 3.94841527e-08 4.75742123e-08 4.13593737e-08 4.27297070e-08 3.49258580e-08 4.16235823e-08 3.78949690e-08 4.22151920e-08 4.38781900e-08 4.21466877e-08 4.15660897e-08 4.47083130e-08 4.33160270e-08
-1.98500000e+01 4.50819120e-08 4.09408247e-08 4.51895637e-08 4.61216330e-08 4.19327587e-08 4.11988243e-08 4.07581440e-08 3.96514757e-08 4.77859083e-08 4.15333890e-08 4.29104367e-08 3.50648717e-08 4.17988413e-08 3.80512773e-08 4.23958520e-08 4.40683553e-08 4.23250097e-08 4.17453320e-08 4.49038197e-08 4.35051293e-08
-1.98000000e+01 4.52783900e-08 4.11128817e-08 4.53860923e-08 4.63253390e-08 4.21137907e-08 4.13750810e-08 4.09335743e-08 3.98198770e-08 4.79990377e-08 4.17085163e-08 4.30923300e-08 3.52047293e-08 4.19752263e-08 3.82085643e-08 4.25776883e-08 4.42597740e-08 4.25044763e-08 4.19257517e-08 4.51006290e-08 4.36954933e-08
-1.97500000e+01 4.54761710e-08 4.12860383e-08 4.55839223e-08 4.65304237e-08 4.22960167e-08 4.15524777e-08 4.11101500e-08 3.99893650e-08 4.82136127e-08 4.18847663e-08 4.32753943e-08 3.53454300e-08 4.21527400e-08 3.83668397e-08 4.27607043e-08 4.44524553e-08 4.26851053e-08 4.21073610e-08 4.52987520e-08 4.38871243e-08
-1.97000000e+01 4.56752560e-08 4.14603003e-08 4.57830640e-08 4.67368863e-08 4.24794373e-08 4.17310363e-08 4.12878847e-08 4.01599470e-08 4.84296423e-08 4.20621447e-08 4.34596350e-08 3.54869910e-08 4.23313987e-08 3.85261103e-08 4.29449207e-08 4.46464100e-08 4.28668957e-08 4.22901693e-08 4.54981967e-08 4.40800400e-08
-1.96500000e+01 4.58756717e-08 4.16356820e-08 4.59835333e-08 4.69447533e-08 4.26640693e-08 4.19107593e-08 4.14667910e-08 4.03316383e-08 4.86471463e-08 4.22406663e-08 4.36450683e-08 3.56294097e-08 4.25112063e-08 3.86863870e-08 4.31303370e-08 4.48416530e-08 4.30498690e-08 4.24741900e-08 4.56989813e-08 4.42742483e-08
-1.96000000e+01 4.60774160e-08 4.18121877e-08 4.61853367e-08 4.71540283e-08 4.28499193e-08 4.20916557e-08 4.16468703e-08 4.05044420e-08 4.88661340e-08 4.24203383e-08 4.38316997e-08 3.57727003e-08 4.26921800e-08 3.88476770e-08 4.33169760e-08 4.50381920e-08 4.32340260e-08 4.26594303e-08 4.59011120e-08 4.44697617e-08
-1.95500000e+01 4.62805133e-08 4.19898333e-08 4.63884947e-08 4.73647250e-08 4.30370017e-08 4.22737420e-08 4.18281453e-08 4.06783710e-08 4.90866187e-08 4.26011707e-08 4.40195457e-08 3.59168670e-08 4.28743230e-08 3.90099890e-08 4.35048380e-08 4.52360413e-08 4.34193867e-08 4.28459050e-08 4.61046067e-08 4.46665923e-08
