-2.00000000e+01 3.71263577e-08 3.75790580e-08 3.78925357e-08 4.27087887e-08 3.87887637e-08
-1.99500000e+01 3.72793603e-08 3.77349903e-08 3.80521270e-08 4.28949060e-08 3.89537383e-08
-1.99000000e+01 3.74333147e-08 3.78919093e-08 3.82127400e-08 4.30822540e-08 3.91197830e-08
-1.98500000e+01 3.75882393e-08 3.80498153e-08 3.83743840e-08 4.32708517e-08 3.92869030e-08
-1.98000000e+01 3.77441333e-08 3.82087273e-08 3.85370693e-08 4.34607027e-08 3.94551083e-08
-1.97500000e+01 3.79010103e-08 3.83686447e-08 3.87008033e-08 4.36518260e-08 3.96244100e-08
-1.97000000e+01 3.80588767e-08 3.85295813e-08 3.88655990e-08 4.38442260e-08 3.97948153e-08
-1.96500000e+01 3.82177400e-08 3.86915443e-08 3.90314587e-08 4.40379210e-08 3.99663390e-08
-1.96000000e+01 3.83776130e-08 3.88545403e-08 3.91983973e-08 4.42329210e-08 4.01389827e-08
-1.95500000e+01 3.85384957e-08 3.90185847e-08 3.93664210e-08 4.44292300e-08 4.03127640e-08
-1.95000000e+01 3.87004077e-08 3.91836767e-08 3.95355423e-08 4.46268723e-08 4.04876893e-08
-1.94500000e+01 3.88633483e-08 3.93498360e-08 3.97057693e-08 4.48258487e-08 4.06637683e-08
-1.94000000e+01 3.90273327e-08 3.95170643e-08 3.98771110e-08 4.50261807e-08 4.08410130e-08
-1.93500000e+01 3.91923667e-08 3.96853740e-08 4.00495813e-08 4.52278733e-08 4.10194327e-08
-1.93000000e+01 3.93584593e-08 3.98547747e-08 4.02231817e-08 4.54309457e-08 4.11990393e-08
-1.92500000e+01 3.95256217e-08 4.00252733e-08 4.03979330e-08 4.56354090e-08 4.13798427e-08
-1.92000000e+01 3.96938613e-08 4.01968847e-08 4.05738370e-08 4.58412680e-08 4.15618543e-08
-1.91500000e+01 3.98631910e-08 4.03696100e-08 4.07509080e-08 4.60485483e-08 4.17450837e-08
-1.91000000e+01 4.00336120e-08 4.05434700e-08 4.09291553e-08 4.62572520e-08 4.19295407e-08
-1.90500000e+01 4.02051450e-08 4.07184653e-08 4.11085893e-08 4.64674010e-08 4.21152397e-08
-1.90000000e+01 4.03777907e-08 4.08946113e-08 4.12892240e-08 4.66790010e-08 4.23021890e-08
-1.89500000e+01 4.05515633e-08 4.10719167e-08 4.14710617e-08 4.68920740e-08 4.24904027e-08
-1.89000000e+01 4.07264720e-08 4.12503900e-08 4.16541247e-08 4.71066277e-08 4.26798910e-08
-1.88500000e+01 4.09025247e-08 4.14300470e-08 4.18384143e-08 4.73226767e-08 4.28706673e-08
-1.88000000e+01 4.10797370e-08 4.16108887e-08 4.20239480e-08 4.75402397e-08 4.30627373e-08
-1.87500000e+01 4.12581097e-08 4.17929377e-08 4.22107337e-08 4.77593227e-08 4.32561217e-08
-1.87000000e+01 4.14376643e-08 4.19761923e-08 4.23987833e-08 4.79799487e-08 4.34508263e-08
-1.86500000e+01 4.16184023e-08 4.21606763e-08 4.25881100e-08 4.82021243e-08 4.36468650e-08
-1.86000000e+01 4.18003393e-08 4.23463917e-08 4.27787233e-08 4.84258727e-08 4.38442510e-08
-1.85500000e+01 4.19834847e-08 4.25333507e-08 4.29706400e-08 4.86512037e-08 4.40429950e-08
-1.85000000e+01 4.21678473e-08 4.27215677e-08 4.31638640e-08 4.88781320e-08 4.42431140e-08
-1.84500000e+01 4.23534437e-08 4.29110503e-08 4.33584140e-08 4.91066783e-08 4.44446130e-08
-1.84000000e+01 4.25402753e-08 4.31018160e-08 4.35542990e-08 4.93368490e-08 4.46475133e-08
-1.83500000e+01 4.27283650e-08 4.32938670e-08 4.37515320e-08 4.95686690e-08 4.48518230e-08
-1.83000000e+01 4.29177137e-08 4.34872263e-08 4.39501263e-08 4.98021457e-08 4.50575550e-08
-1.82500000e+01 4.31083400e-08 4.36818970e-08 4.41500937e-08 5.00373043e-08 4.52647260e-08
-1.82000000e+01 4.33002520e-08 4.38778957e-08 4.43514510e-08 5.02741553e-08 4.54733467e-08
-1.81500000e+01 4.34934613e-08 4.40752337e-08 4.45542040e-08 5.05127150e-08 4.56834357e-08
-1.81000000e+01 4.36879840e-08 4.42739213e-08 4.47583710e-08 5.07530057e-08 4.58949977e-08
-1.80500000e+01 4.38838227e-08 4.44739763e-08 4.49639637e-08 5.09950350e-08 4.61080563e-08
-1.80000000e+01 4.40810023e-08 4.46754020e-08 4.51709947e-08 5.12388290e-08 4.63226207e-08
