-2.00000000e+01 4.33532510e-08 4.09902267e-08 3.86484123e-08 4.58739733e-08 4.17600647e-08 4.23895693e-08 4.61920343e-08 4.74746810e-08 4.65033587e-08 4.45301950e-08 4.24605640e-08 5.28791723e-08 4.38288077e-08 4.35434510e-08 3.86612280e-08 4.58887267e-08 4.76479323e-08 4.69040423e-08 4.66650470e-08 4.59658983e-08 4.22875920e-08 4.15747553e-08 3.86035400e-08 4.75054230e-08 4.80555903e-08 4.64916133e-08 4.48373430e-08 5.06092683e-08 4.49741007e-08 4.41531647e-08 4.66495097e-08 4.84649833e-08 4.49798683e-08 4.43050737e-08 4.17023473e-08 4.88047743e-08 4.82769910e-08 4.68266993e-08 4.36906260e-08 5.10936067e-08 4.32152763e-08 4.53526403e-08 4.54099010e-08 4.68844453e-08 4.45555453e-08 4.04130617e-08 4.00190220e-08 4.50428697e-08 4.83419487e-08 4.70668697e-08 4.63075197e-08 5.06707613e-08 4.00619513e-08 4.21526093e-08 4.34342540e-08 4.54942807e-08 5.14478077e-08 4.77871350e-08 4.46016060e-08 5.11818747e-08 4.34704163e-08 4.34185250e-08 4.15158800e-08 4.71322007e-08 4.51994200e-08 4.51188200e-08 4.56205590e-08 4.55860397e-08 5.00736437e-08 4.16420830e-08 4.11593507e-08 4.97097627e-08 4.64913773e-08 5.02912670e-08 4.61364877e-08 4.92802010e-08 4.34168153e-08 4.33355177e-08 4.21422163e-08 4.52651543e-08
-1.99500000e+01 4.35407823e-08 4.11646867e-08 3.88136117e-08 4.60756740e-08 4.19380523e-08 4.25721097e-08 4.63991407e-08 4.76849230e-08 4.67089293e-08 4.47270287e-08 4.26465030e-08 5.31236470e-08 4.40196513e-08 4.37344633e-08 3.88274890e-08 4.60924687e-08 4.78610933e-08 4.71135447e-08 4.68768630e-08 4.61678903e-08 4.24687227e-08 4.17531400e-08 3.87661173e-08 4.77184277e-08 4.82693157e-08 4.67009097e-08 4.50360447e-08 5.08439023e-08 4.51714713e-08 4.43476423e-08 4.68603970e-08 4.86846077e-08 4.51797070e-08 4.45006167e-08 4.18855007e-08 4.90275710e-08 4.84936317e-08 4.70364247e-08 4.38859363e-08 5.13295747e-08 4.34025487e-08 4.55560707e-08 4.56157410e-08 4.70938983e-08 4.47484397e-08 4.05842583e-08 4.01904820e-08 4.52397717e-08 4.85572177e-08 4.72797220e-08 4.65158397e-08 5.09040883e-08 4.02299190e-08 4.23344427e-08 4.36247380e-08 4.56911220e-08 5.16859040e-08 4.80040987e-08 4.48032003e-08 5.14193103e-08 4.36559417e-08 4.36102490e-08 4.16933950e-08 4.73410957e-08 4.53970383e-08 4.53228640e-08 4.58252957e-08 4.57886607e-08 5.02994773e-08 4.18231060e-08 4.13384890e-08 4.99344100e-08 4.66987077e-08 5.05260977e-08 4.63480190e-08 4.95098200e-08 4.36039623e-08 4.35261250e-08 4.23259643e-08 4.54635667e-08
-1.99000000e+01 4.37295490e-08 4.13402767e-08 3.89798900e-08 4.62787333e-08 4.21172047e-08 4.27558503e-08 4.66076643e-08 4.78965927e-08 4.69158960e-08 4.49251887e-08 4.28336857e-08 5.33698587e-08 4.42117630e-08 4.39267553e-08 3.89948430e-08 4.62975930e-08 4.80757083e-08 4.73244743e-08 4.70901407e-08 4.63712343e-08 4.26510387e-08 4.19326913e-08 3.89297393e-08 4.79328990e-08 4.84844903e-08 4.69116393e-08 4.52360860e-08 5.10802040e-08 4.53701673e-08 4.45434280e-08 4.70727477e-08 4.89057500e-08 4.53808983e-08 4.46974810e-08 4.20698857e-08 4.92519280e-08 4.87117623e-08 4.72475877e-08 4.40825770e-08 5.15672160e-08 4.35910627e-08 4.57608967e-08 4.58230063e-08 4.73047840e-08 4.49426087e-08 4.07565617e-08 4.03630623e-08 4.54379850e-08 4.87739513e-08 4.74940460e-08 4.67255967e-08 5.11390733e-08 4.03989600e-08 4.25174750e-08 4.38164963e-08 4.58892650e-08 5.19256883e-08 4.82225710e-08 4.50061917e-08 5.16584403e-08 4.38426717e-08 4.38032690e-08 4.18720673e-08 4.75514107e-08 4.55959790e-08 4.55283133e-08 4.60314330e-08 4.59926630e-08 5.05268623e-08 4.20053280e-08 4.15188147e-08 5.01606060e-08 4.69074590e-08 5.07626040e-08 4.65610293e-08 4.97410907e-08 4.37923370e-08 4.37180117e-08 4.25109357e-08 4.56633020e-08
-1.98500000e+01 4.39195597e-08 4.15170117e-08 3.91472533e-08 4.64831553e-08 4.22975207e-08 4.29407993e-08 4.68176187e-08 4.81097017e-08 4.71242630e-08 4.51246923e-08 4.30221237e-08 5.36178180e-08 4.44051537e-08 4.41203337e-08 3.91632970e-08 4.65041187e-08 4.82917987e-08 4.75368510e-08 4.73049063e-08 4.65759487e-08 4.28345410e-08 4.21134230e-08 3.90944147e-08 4.81488483e-08 4.87011347e-08 4.71238300e-08 4.54374910e-08 5.13181880e-08 4.55701957e-08 4.47405330e-08 4.72865673e-08 4.91284297e-08 4.55834567e-08 4.48956743e-08 4.22555043e-08 4.94778577e-08 4.89313953e-08 4.74602010e-08 4.42805643e-08 5.18065360e-08 4.37808290e-08 4.59671370e-08 4.60317067e-08 4.75171193e-08 4.51380597e-08 4.09299783e-08 4.05367687e-08 4.56375253e-08 4.89921680e-08 4.77098607e-08 4.69368023e-08 5.13757287e-08 4.05690767e-08 4.27017130e-08 4.40095407e-08 4.60887130e-08 5.21671817e-08 4.84425703e-08 4.52105903e-08 5.18992857e-08 4.40306143e-08 4.39975877e-08 4.20519077e-08 4.77631450e-08 4.57962437e-08 4.57351887e-08 4.62389893e-08 4.61980660e-08 5.07558210e-08 4.21887593e-08 4.17003417e-08 5.03883633e-08 4.71176333e-08 5.10008093e-08 4.67755447e-08 4.99740237e-08 4.39819463e-08 4.39111827e-08 4.26971343e-08 4.58643700e-08
-1.98000000e+01 4.41108293e-08 4.16948990e-08 3.93157160e-08 4.66889653e-08 4.24790230e-08 4.31269733e-08 4.70290193e-08 4.83242610e-08 4.73340473e-08 4.53255467e-08 4.32118210e-08 5.38675500e-08 4.45998327e-08 4.43152167e-08 3.93328590e-08 4.67120507e-08 4.85093717e-08 4.77506823e-08 4.75211653e-08 4.67820450e-08 4.30192513e-08 4.22953463e-08 3.92601523e-08 4.83662863e-08 4.89192553e-08 4.73374833e-08 4.56402627e-08 5.15578677e-08 4.57715740e-08 4.49389763e-08 4.75018683e-08 4.93526597e-08 4.57873917e-08 4.50952153e-08 4.24423787e-08 4.97053743e-08 4.91525353e-08 4.76742760e-08 4.44799063e-08 5.20475593e-08 4.39718557e-08 4.61747957e-08 4.62418607e-08 4.77309087e-08 4.53348027e-08 4.11045220e-08 4.07116143e-08 4.58384010e-08 4.92118787e-08 4.79271777e-08 4.71494617e-08 5.16140780e-08 4.07402890e-08 4.28871730e-08 4.42038753e-08 4.62894843e-08 5.24103907e-08 4.86641090e-08 4.54164150e-08 5.21418613e-08 4.42197860e-08 4.41932237e-08 4.22329240e-08 4.79763247e-08 4.59978573e-08 4.59434970e-08 4.64479750e-08 4.64048767e-08 5.09863557e-08 4.23734137e-08 4.18830783e-08 5.06177007e-08 4.73292510e-08 5.12407293e-08 4.69915657e-08 5.02086463e-08 4.41728093e-08 4.41056530e-08 4.28845760e-08 4.60667893e-08
-1.97500000e+01 4.43033677e-08 4.18739473e-08 3.94852867e-08 4.68961637e-08 4.26617110e-08 4.33143767e-08 4.72418790e-08 4.85402883e-08 4.75452613e-08 4.55277710e-08 4.34027997e-08 5.41190620e-08 4.47958167e-08 4.45114057e-08 3.95035447e-08 4.69214083e-08 4.87284483e-08 4.79659897e-08 4.77389317e-08 4.69895320e-08 4.32051713e-08 4.24784677e-08 3.94269607e-08 4.85852333e-08 4.91388750e-08 4.75526200e-08 4.58444200e-08 5.17992653e-08 4.59743133e-08 4.51387603e-08 4.77186733e-08 4.95784530e-08 4.59927197e-08 4.52961087e-08 4.26305093e-08 4.99344953e-08 4.93752113e-08 4.78898313e-08 4.46806200e-08 5.22903000e-08 4.41641607e-08 4.63838937e-08 4.64534797e-08 4.79461780e-08 4.55328540e-08 4.12801993e-08 4.08876063e-08 4.60406287e-08 4.94330973e-08 4.81460097e-08 4.73636020e-08 5.18541323e-08 4.09125960e-08 4.30738583e-08 4.43995233e-08 4.64915883e-08 5.26553413e-08 4.88872010e-08 4.56236757e-08 5.23861877e-08 4.44101940e-08 4.43901873e-08 4.24151277e-08 4.81909527e-08 4.62008213e-08 4.61532580e-08 4.66584023e-08 4.66131157e-08 5.12184960e-08 4.25592987e-08 4.20670373e-08 5.08486293e-08 4.75423220e-08 5.14823750e-08 4.72091210e-08 5.04449617e-08 4.43649260e-08 4.43014333e-08 4.30732710e-08 4.62705653e-08
-1.97000000e+01 4.44971840e-08 4.20541697e-08 3.96559700e-08 4.71047753e-08 4.28456030e-08 4.35030240e-08 4.74562107e-08 4.87577950e-08 4.77579150e-08 4.57313693e-08 4.35950610e-08 5.43723790e-08 4.49931127e-08 4.47089253e-08 3.96753553e-08 4.71322030e-08 4.89490353e-08 4.81827753e-08 4.79582247e-08 4.71984287e-08 4.33923173e-08 4.26628053e-08 3.95948520e-08 4.88056963e-08 4.93599967e-08 4.77692517e-08 4.60499757e-08 5.20423917e-08 4.61784180e-08 4.53399090e-08 4.79369833e-08 4.98058257e-08 4.61994517e-08 4.54983720e-08 4.28199187e-08 5.01652333e-08 4.95994250e-08 4.81068773e-08 4.48827133e-08 5.25347693e-08 4.43577500e-08 4.65944387e-08 4.66665773e-08 4.81629280e-08 4.57322213e-08 4.14570257e-08 4.10647600e-08 4.62442183e-08 4.96558427e-08 4.83663770e-08 4.75792260e-08 5.20959103e-08 4.10860177e-08 4.32617863e-08 4.45964850e-08 4.66950343e-08 5.29020437e-08 4.91118607e-08 4.58323857e-08 5.26322780e-08 4.46018483e-08 4.45884877e-08 4.25985280e-08 4.84070463e-08 4.64051537e-08 4.63644847e-08 4.68702880e-08 4.68227857e-08 5.14522453e-08 4.27464293e-08 4.22522287e-08 5.10811707e-08 4.77568593e-08 5.17257727e-08 4.74282123e-08 5.06830010e-08 4.45583190e-08 4.44985380e-08 4.32632283e-08 4.64757180e-08
-1.96500000e+01 4.46922947e-08 4.22355760e-08 3.98277813e-08 4.73148033e-08 4.30307067e-08 4.36929243e-08 4.76720260e-08 4.89767953e-08 4.79720297e-08 4.59363617e-08 4.37886273e-08 5.46275143e-08 4.51917367e-08 4.49077747e-08 3.98483110e-08 4.73444447e-08 4.91711540e-08 4.84010663e-08 4.81790530e-08 4.74087413e-08 4.35806977e-08 4.28483600e-08 3.97638327e-08 4.90276990e-08 4.95826430e-08 4.79873900e-08 4.62569333e-08 5.22872697e-08 4.63839127e-08 4.55424227e-08 4.81568277e-08 5.00347900e-08 4.64076003e-08 4.57020170e-08 4.30106093e-08 5.03976097e-08 4.98251997e-08 4.83254277e-08 4.50862070e-08 5.27809923e-08 4.45526367e-08 4.68064493e-08 4.68811653e-08 4.83811857e-08 4.59329190e-08 4.16350017e-08 4.12430787e-08 4.64491813e-08 4.98801193e-08 4.85882840e-08 4.77963547e-08 5.23394290e-08 4.12605540e-08 4.34509650e-08 4.47947840e-08 4.68998397e-08 5.31505217e-08 4.93381053e-08 4.60425607e-08 5.28801533e-08 4.47947627e-08 4.47881420e-08 4.27831380e-08 4.86246227e-08 4.66108637e-08 4.65771817e-08 4.70836443e-08 4.70339123e-08 5.16876240e-08 4.29348153e-08 4.24386627e-08 5.13153300e-08 4.79728820e-08 5.19709303e-08 4.76488637e-08 5.09227693e-08 4.47529913e-08 4.46969760e-08 4.34544633e-08 4.66822523e-08
-1.96000000e+01 4.48887067e-08 4.24181760e-08 4.00007270e-08 4.75262657e-08 4.32170297e-08 4.38840920e-08 4.78893433e-08 4.91973007e-08 4.81876067e-08 4.61427573e-08 4.39835013e-08 5.48844863e-08 4.53916987e-08 4.51079787e-08 4.00224133e-08 4.75581527e-08 4.93948163e-08 4.86208683e-08 4.84014390e-08 4.76204910e-08 4.37703223e-08 4.30351540e-08 3.99339150e-08 4.92512450e-08 4.98068250e-08 4.82070563e-08 4.64653197e-08 5.25339123e-08 4.65908000e-08 4.57463270e-08 4.83782070e-08 5.02653663e-08 4.66171767e-08 4.59070523e-08 4.32025987e-08 5.06316307e-08 5.00525423e-08 4.85454987e-08 4.52911043e-08 5.30289790e-08 4.47488340e-08 4.70199373e-08 4.70972630e-08 4.86009547e-08 4.61349550e-08 4.18141480e-08 4.14225770e-08 4.66555313e-08 5.01059503e-08 4.88117547e-08 4.80149970e-08 5.25847070e-08 4.14362220e-08 4.36414053e-08 4.49944223e-08 4.71060117e-08 5.34007850e-08 4.95659487e-08 4.62542150e-08 5.31298327e-08 4.49889477e-08 4.49891577e-08 4.29689663e-08 4.88436847e-08 4.68179677e-08 4.67913773e-08 4.72984823e-08 4.72464990e-08 5.19246470e-08 4.31244673e-08 4.26263553e-08 5.15511303e-08 4.81903927e-08 5.22178757e-08 4.78710890e-08 5.11642923e-08 4.49489587e-08 4.48967620e-08 4.36469840e-08 4.68901890e-08
-1.95500000e+01 4.50864343e-08 4.26019783e-08 4.01748213e-08 4.77391777e-08 4.34045907e-08 4.40765373e-08 4.81081717e-08 4.94193287e-08 4.84046733e-08 4.63505677e-08 4.41797007e-08 5.51433147e-08 4.55930110e-08 4.53095420e-08 4.01976783e-08 4.77733353e-08 4.96200307e-08 4.88421937e-08 4.86253853e-08 4.78336807e-08 4.39612077e-08 4.32231890e-08 4.01051073e-08 4.94763580e-08 5.00325537e-08 4.84282540e-08 4.66751353e-08 5.27823397e-08 4.67991010e-08 4.59516260e-08 4.86011487e-08 5.04975637e-08 4.68281987e-08 4.61134980e-08 4.33958983e-08 5.08673203e-08 5.02814760e-08 4.87671047e-08 4.54974247e-08 5.32787557e-08 4.49463533e-08 4.72349157e-08 4.73148793e-08 4.88222563e-08 4.63383470e-08 4.19944700e-08 4.16032657e-08 4.68632790e-08 5.03333443e-08 4.90367977e-08 4.82351727e-08 5.28317600e-08 4.16130300e-08 4.38331207e-08 4.51954190e-08 4.73135690e-08 5.36528587e-08 4.97954047e-08 4.64673617e-08 5.33813267e-08 4.51844137e-08 4.51915557e-08 4.31560257e-08 4.90642603e-08 4.70264787e-08 4.70070710e-08 4.75148210e-08 4.74605673e-08 5.21633260e-08 4.33153973e-08 4.28153107e-08 5.17885850e-08 4.84094197e-08 5.24666147e-08 4.80948937e-08 5.14075847e-08 4.51462317e-08 4.50979097e-08 4.38408047e-08 4.70995320e-08
