filename,energy,fermi
atomGS/scf.out,-32.71102432,-8.8096
atomXCH/scf.out,-47.94450579,-11.193
bulkXCH/scf.out,-21728.55194012,6.74315
bulkGS/scf.out,-21713.48911764,6.6428
