-2.00000000e+01 4.37172140e-08 4.47165287e-08 3.94121477e-08 4.57554670e-08 4.45001660e-08 4.18339137e-08 3.69032280e-08 3.80711637e-08 4.07221140e-08 4.06693620e-08 4.19333940e-08 4.10146413e-08 4.25516907e-08 3.52081863e-08 3.93069507e-08 4.60560193e-08 4.27766920e-08 4.30121473e-08 4.23716837e-08 4.29711990e-08 3.24471257e-08 3.92804850e-08 3.95626797e-08 3.75976273e-08 3.90481320e-08 3.46503247e-08 4.18757887e-08 3.74379047e-08 3.95477990e-08 4.13176717e-08 4.18329533e-08 4.27507620e-08 4.12763913e-08 3.79496643e-08 3.70683257e-08 4.03146317e-08 3.99045023e-08 4.17299277e-08 4.41547263e-08 3.75852573e-08 3.79195173e-08 3.89504767e-08 4.25092683e-08 3.90692580e-08 3.89306647e-08 4.20610013e-08 4.18573567e-08 3.66683760e-08 3.76846247e-08 4.13290477e-08 4.06666620e-08 4.04675780e-08 4.19072090e-08 4.35015750e-08 3.74471350e-08 3.75258567e-08 4.13810697e-08 4.45381243e-08 4.29381807e-08 4.16077603e-08 4.17934507e-08 3.79848280e-08 3.84590883e-08 4.26379837e-08 4.39298997e-08 4.40015043e-08 4.84535623e-08 4.12111040e-08 4.01121477e-08 4.41131770e-08 4.03385370e-08 4.33711123e-08 4.37447903e-08 4.62100547e-08 4.43211550e-08 4.10364197e-08 4.16913183e-08
-1.99500000e+01 4.39117013e-08 4.49110147e-08 3.95826207e-08 4.59596230e-08 4.46928083e-08 4.20165077e-08 3.70584303e-08 3.82315977e-08 4.08948947e-08 4.08501230e-08 4.21160357e-08 4.11864610e-08 4.27391613e-08 3.53508560e-08 3.94777990e-08 4.62588643e-08 4.29703360e-08 4.31996903e-08 4.25501237e-08 4.31610407e-08 3.25774573e-08 3.94508247e-08 3.97298710e-08 3.77615577e-08 3.92161700e-08 3.47876780e-08 4.20595837e-08 3.75939927e-08 3.97186383e-08 4.14945160e-08 4.20176200e-08 4.29398153e-08 4.14494357e-08 3.81114840e-08 3.72254123e-08 4.04909613e-08 4.00761813e-08 4.19122330e-08 4.43530650e-08 3.77396313e-08 3.80805587e-08 3.91177740e-08 4.26979483e-08 3.92355803e-08 3.90985557e-08 4.22451220e-08 4.20356980e-08 3.68208033e-08 3.78443873e-08 4.15105993e-08 4.08423337e-08 4.06418867e-08 4.20919057e-08 4.36892663e-08 3.76027803e-08 3.76835440e-08 4.15641250e-08 4.47334153e-08 4.31277160e-08 4.17914603e-08 4.19695070e-08 3.81449093e-08 3.86211220e-08 4.28264033e-08 4.41231640e-08 4.41983310e-08 4.86788833e-08 4.13880167e-08 4.02841353e-08 4.43047700e-08 4.05124467e-08 4.35612910e-08 4.39437213e-08 4.64196453e-08 4.45140950e-08 4.12141827e-08 4.18699613e-08
-1.99000000e+01 4.41075057e-08 4.51067820e-08 3.97542143e-08 4.61651633e-08 4.48867233e-08 4.22003113e-08 3.72146257e-08 3.83930590e-08 4.10687830e-08 4.10321143e-08 4.22998950e-08 4.13593737e-08 4.29278947e-08 3.54944030e-08 3.96497810e-08 4.64630767e-08 4.31653117e-08 4.33884807e-08 4.27297070e-08 4.33521607e-08 3.27085873e-08 3.96222887e-08 3.98981367e-08 3.79265780e-08 3.93853100e-08 3.49258580e-08 4.22446077e-08 3.77510657e-08 3.98905993e-08 4.16725120e-08 4.22035297e-08 4.31301413e-08 4.16235823e-08 3.82743577e-08 3.73835133e-08 4.06684647e-08 4.02489877e-08 4.20957527e-08 4.45527597e-08 3.78949690e-08 3.82426390e-08 3.92861623e-08 4.28879013e-08 3.94029740e-08 3.92675473e-08 4.24304757e-08 4.22151920e-08 3.69741920e-08 3.80051837e-08 4.16933667e-08 4.10191513e-08 4.08173363e-08 4.22778453e-08 4.38781900e-08 3.77594120e-08 3.78422407e-08 4.17484180e-08 4.49300087e-08 4.33185320e-08 4.19763977e-08 4.21466877e-08 3.83060190e-08 3.87841910e-08 4.30160853e-08 4.43177300e-08 4.43964997e-08 4.89058110e-08 4.15660897e-08 4.04572433e-08 4.44976260e-08 4.06875000e-08 4.37527397e-08 4.41440350e-08 4.66306857e-08 4.47083130e-08 4.13931133e-08 4.20497647e-08
-1.98500000e+01 4.43046443e-08 4.53038487e-08 3.99269333e-08 4.63721077e-08 4.50819120e-08 4.23853417e-08 3.73718217e-08 3.85555583e-08 4.12438003e-08 4.12153357e-08 4.24849733e-08 4.15333890e-08 4.31178980e-08 3.56388377e-08 3.98229053e-08 4.66686630e-08 4.33616440e-08 4.35785263e-08 4.29104367e-08 4.35445743e-08 3.28405207e-08 3.97948910e-08 4.00674913e-08 3.80926960e-08 3.95555583e-08 3.50648717e-08 4.24308687e-08 3.79091413e-08 4.00636970e-08 4.18516637e-08 4.23906937e-08 4.33217517e-08 4.17988413e-08 3.84382863e-08 3.75426353e-08 4.08471597e-08 4.04229263e-08 4.22805040e-08 4.47538260e-08 3.80512773e-08 3.84057737e-08 3.94556537e-08 4.30791463e-08 3.95714537e-08 3.94376567e-08 4.26170710e-08 4.23958520e-08 3.71285537e-08 3.81670150e-08 4.18773567e-08 4.11971370e-08 4.09939417e-08 4.24650377e-08 4.40683553e-08 3.79170363e-08 3.80019537e-08 4.19339513e-08 4.51279120e-08 4.35106317e-08 4.21625813e-08 4.23250097e-08 3.84681633e-08 3.89483107e-08 4.32070483e-08 4.45136107e-08 4.45960227e-08 4.91343580e-08 4.17453320e-08 4.06314803e-08 4.46917630e-08 4.08637050e-08 4.39454690e-08 4.43457490e-08 4.68431930e-08 4.49038197e-08 4.15732270e-08 4.22307427e-08
-1.98000000e+01 4.45031273e-08 4.55022157e-08 4.01007983e-08 4.65804637e-08 4.52783900e-08 4.25716047e-08 3.75300270e-08 3.87191043e-08 4.14199473e-08 4.13998097e-08 4.26712870e-08 4.17085163e-08 4.33091897e-08 3.57841660e-08 3.99971763e-08 4.68756353e-08 4.35593333e-08 4.37698377e-08 4.30923300e-08 4.37382903e-08 3.29732630e-08 3.99686377e-08 4.02379373e-08 3.82599250e-08 3.97269317e-08 3.52047293e-08 4.26183817e-08 3.80682180e-08 4.02379333e-08 4.20319857e-08 4.25791230e-08 4.35146563e-08 4.19752263e-08 3.86032900e-08 3.77027897e-08 4.10270520e-08 4.05980127e-08 4.24664883e-08 4.49562733e-08 3.82085643e-08 3.85699657e-08 3.96262560e-08 4.32716870e-08 3.97410280e-08 3.96088867e-08 4.28049190e-08 4.25776883e-08 3.72838953e-08 3.83298950e-08 4.20625840e-08 4.13762887e-08 4.11717100e-08 4.26534973e-08 4.42597740e-08 3.80756567e-08 3.81626930e-08 4.21207480e-08 4.53271413e-08 4.37040303e-08 4.23500267e-08 4.25044763e-08 3.86313553e-08 3.91134813e-08 4.33992987e-08 4.47108127e-08 4.47969140e-08 4.93645423e-08 4.19257517e-08 4.08068603e-08 4.48871823e-08 4.10410720e-08 4.41394907e-08 4.45488717e-08 4.70571790e-08 4.51006290e-08 4.17545293e-08 4.24129033e-08
-1.97500000e+01 4.47029693e-08 4.57019073e-08 4.02758087e-08 4.67902487e-08 4.54761710e-08 4.27591167e-08 3.76892483e-08 3.88837067e-08 4.15972383e-08 4.15855387e-08 4.28588477e-08 4.18847663e-08 4.35017773e-08 3.59303940e-08 4.01726120e-08 4.70840110e-08 4.37584050e-08 4.39624310e-08 4.32753943e-08 4.39333237e-08 3.31068237e-08 4.01435427e-08 4.04094900e-08 3.84282713e-08 3.98994327e-08 3.53454300e-08 4.28071577e-08 3.82283147e-08 4.04133287e-08 4.22134853e-08 4.27688303e-08 4.37088703e-08 4.21527400e-08 3.87693697e-08 3.78639830e-08 4.12081527e-08 4.07742557e-08 4.26537287e-08 4.51601170e-08 3.83668397e-08 3.87352320e-08 3.97979780e-08 4.34655413e-08 3.99117037e-08 3.97812530e-08 4.29940357e-08 4.27607043e-08 3.74402233e-08 3.84938307e-08 4.22490587e-08 4.15566290e-08 4.13506547e-08 4.28432350e-08 4.44524553e-08 3.82352903e-08 3.83244633e-08 4.23088070e-08 4.55277087e-08 4.38987397e-08 4.25387423e-08 4.26851053e-08 3.87956000e-08 3.92797217e-08 4.35928533e-08 4.49093520e-08 4.49991877e-08 4.95963803e-08 4.21073610e-08 4.09833853e-08 4.50839043e-08 4.12196097e-08 4.43348153e-08 4.47534220e-08 4.72726550e-08 4.52987520e-08 4.19370367e-08 4.25962577e-08
-1.97000000e+01 4.49041843e-08 4.59029243e-08 4.04519863e-08 4.70014767e-08 4.56752560e-08 4.29478857e-08 3.78494987e-08 3.90493703e-08 4.17756817e-08 4.17725400e-08 4.30476587e-08 4.20621447e-08 4.36956723e-08 3.60775333e-08 4.03492167e-08 4.72937983e-08 4.39588617e-08 4.41563103e-08 4.34596350e-08 4.41296843e-08 3.32412073e-08 4.03196157e-08 4.05821570e-08 3.85977493e-08 4.00730757e-08 3.54869910e-08 4.29972053e-08 3.83894317e-08 4.05898837e-08 4.23961763e-08 4.29598280e-08 4.39044023e-08 4.23313987e-08 3.89365390e-08 3.80262273e-08 4.13904773e-08 4.09516597e-08 4.28422257e-08 4.53653680e-08 3.85261103e-08 3.89015717e-08 3.99708327e-08 4.36607193e-08 4.00834970e-08 3.99547643e-08 4.31844227e-08 4.29449207e-08 3.75975493e-08 3.86588310e-08 4.24367887e-08 4.17381607e-08 4.15307830e-08 4.30342603e-08 4.46464100e-08 3.83959370e-08 3.84872800e-08 4.24981530e-08 4.57296177e-08 4.40947697e-08 4.27287447e-08 4.28668957e-08 3.89609067e-08 3.94470313e-08 4.37877203e-08 4.51092393e-08 4.52028533e-08 4.98298850e-08 4.22901693e-08 4.11610767e-08 4.52819363e-08 4.13993310e-08 4.45314577e-08 4.49594073e-08 4.74896397e-08 4.54981967e-08 4.21207553e-08 4.27808137e-08
-1.96500000e+01 4.51067760e-08 4.61052860e-08 4.06293300e-08 4.72141520e-08 4.58756717e-08 4.31379220e-08 3.80107840e-08 3.92161110e-08 4.19552887e-08 4.19608247e-08 4.32377430e-08 4.22406663e-08 4.38908890e-08 3.62255860e-08 4.05270070e-08 4.75050147e-08 4.41607227e-08 4.43514940e-08 4.36450683e-08 4.43273857e-08 3.33764243e-08 4.04968657e-08 4.07559450e-08 3.87683667e-08 4.02478687e-08 3.56294097e-08 4.31885367e-08 3.85515840e-08 4.07676163e-08 4.25800667e-08 4.31521240e-08 4.41012687e-08 4.25112063e-08 3.91048070e-08 3.81895290e-08 4.15740290e-08 4.11302413e-08 4.30319990e-08 4.55720443e-08 3.86863870e-08 3.90690057e-08 4.01448273e-08 4.38572307e-08 4.02564070e-08 4.01294257e-08 4.33761040e-08 4.31303370e-08 3.77558807e-08 3.88249087e-08 4.26257930e-08 4.19208937e-08 4.17121093e-08 4.32265883e-08 4.48416530e-08 3.85576153e-08 3.86511457e-08 4.26887890e-08 4.59328933e-08 4.42921377e-08 4.29200377e-08 4.30498690e-08 3.91272870e-08 3.96154297e-08 4.39839123e-08 4.53104887e-08 4.54079233e-08 5.00650797e-08 4.24741900e-08 4.13399350e-08 4.54812893e-08 4.15802470e-08 4.47294267e-08 4.51668493e-08 4.77081457e-08 4.56989813e-08 4.23056977e-08 4.29665857e-08
-1.96000000e+01 4.53107703e-08 4.63090013e-08 4.08078613e-08 4.74283013e-08 4.60774160e-08 4.33292430e-08 3.81731133e-08 3.93839343e-08 4.21360717e-08 4.21503973e-08 4.34291007e-08 4.24203383e-08 4.40874380e-08 3.63745633e-08 4.07059873e-08 4.77176683e-08 4.43640013e-08 4.45479887e-08 4.38316997e-08 4.45264387e-08 3.35124753e-08 4.06753040e-08 4.09308693e-08 3.89401333e-08 4.04238240e-08 3.57727003e-08 4.33811657e-08 3.87147790e-08 4.09465333e-08 4.27651670e-08 4.33457357e-08 4.42994790e-08 4.26921800e-08 3.92741817e-08 3.83538970e-08 4.17588273e-08 4.13100073e-08 4.32230567e-08 4.57801537e-08 3.88476770e-08 3.92375347e-08 4.03199747e-08 4.40550930e-08 4.04304560e-08 4.03052550e-08 4.35690817e-08 4.33169760e-08 3.79152253e-08 3.89920657e-08 4.28160747e-08 4.21048437e-08 4.18946437e-08 4.34202303e-08 4.50381920e-08 3.87203233e-08 3.88160760e-08 4.28807277e-08 4.61375377e-08 4.44908463e-08 4.31126393e-08 4.32340260e-08 3.92947480e-08 3.97849203e-08 4.41814457e-08 4.55131110e-08 4.56144147e-08 5.03019703e-08 4.26594303e-08 4.15199767e-08 4.56819793e-08 4.17623640e-08 4.49287370e-08 4.53757550e-08 4.79281863e-08 4.59011120e-08 4.24918753e-08 4.31535843e-08
-1.95500000e+01 4.55161703e-08 4.65140810e-08 4.09875820e-08 4.76439267e-08 4.62805133e-08 4.35218497e-08 3.83364970e-08 3.95528487e-08 4.23180317e-08 4.23412820e-08 4.36217543e-08 4.26011707e-08 4.42853360e-08 3.65244713e-08 4.08861750e-08 4.79317780e-08 4.45687020e-08 4.47458113e-08 4.40195457e-08 4.47268553e-08 3.36493727e-08 4.08549397e-08 4.11069353e-08 3.91130617e-08 4.06009527e-08 3.59168670e-08 4.35751037e-08 3.88790190e-08 4.11266443e-08 4.29514923e-08 4.35406733e-08 4.44990460e-08 4.28743230e-08 3.94446773e-08 3.85193433e-08 4.19448763e-08 4.14909730e-08 4.34154077e-08 4.59897093e-08 3.90099890e-08 3.94071727e-08 4.04962837e-08 4.42543127e-08 4.06056427e-08 4.04822563e-08 4.37633727e-08 4.35048380e-08 3.80755917e-08 3.91603213e-08 4.30076510e-08 4.22900167e-08 4.20783923e-08 4.36151943e-08 4.52360413e-08 3.88840807e-08 3.89820763e-08 4.30739863e-08 4.63435683e-08 4.46909203e-08 4.33065583e-08 4.34193867e-08 3.94633013e-08 3.99555107e-08 4.43803247e-08 4.57171213e-08 4.58223377e-08 5.05405810e-08 4.28459050e-08 4.17012077e-08 4.58840140e-08 4.19456987e-08 4.51294010e-08 4.55861387e-08 4.81497750e-08 4.61046067e-08 4.26792960e-08 4.33418163e-08
