-2.00000000e+01 3.34579387e-08 3.20896110e-08 3.27772267e-08 3.35034033e-08 3.26558610e-08 3.26296227e-08 3.08208203e-08 3.19199517e-08 3.08700270e-08 3.41682667e-08 3.20245950e-08 3.13726227e-08 2.73255427e-08 3.21123483e-08 3.48826090e-08 2.87967887e-08 3.21269093e-08 3.04110410e-08 3.02402847e-08 2.70542650e-08 3.14452170e-08 2.69206300e-08 3.36466847e-08 2.96339160e-08 2.82087670e-08 2.61755157e-08 3.78271820e-08 2.77250010e-08 2.98855917e-08 3.30568577e-08 3.37105010e-08 2.71249077e-08 3.05607027e-08 3.17388983e-08 3.06525887e-08 2.88947973e-08 3.68318860e-08 3.34968113e-08 2.59087907e-08 3.27049643e-08 3.31663643e-08 3.38705150e-08 2.37258333e-08 3.32728243e-08 2.61807623e-08 3.54237413e-08 3.91733723e-08 2.98961690e-08 2.34978930e-08 2.35554387e-08 3.63061373e-08 3.13445327e-08 3.35511443e-08 3.39699650e-08 2.67709373e-08 2.31669400e-08 2.33392223e-08 3.05857803e-08 3.26724367e-08 3.05176587e-08 2.56324007e-08 2.86043627e-08 2.86296673e-08 3.23519810e-08 2.89680540e-08 2.59733420e-08 3.17284523e-08 3.02633273e-08 3.31329480e-08 3.96581060e-08 2.82964737e-08 2.88357757e-08 2.67797436e-08 2.69681347e-08 2.79050257e-08 2.88716360e-08 2.85479843e-08 2.77747210e-08 2.66824473e-08 3.21270243e-08 3.02949350e-08 3.18425513e-08 3.86493150e-08 3.33938807e-08 3.15592893e-08 3.14945030e-08
-1.99500000e+01 3.35983217e-08 3.22233123e-08 3.29137007e-08 3.36446573e-08 3.27918153e-08 3.27670537e-08 3.09497410e-08 3.20553663e-08 3.10001933e-08 3.43164123e-08 3.21596543e-08 3.15040887e-08 2.74409217e-08 3.22508237e-08 3.50364797e-08 2.89284833e-08 3.22668437e-08 3.05417533e-08 3.03741800e-08 2.71674353e-08 3.15828640e-08 2.70328697e-08 3.37977673e-08 2.97654483e-08 2.83275497e-08 2.62826910e-08 3.80005940e-08 2.78420337e-08 3.00160723e-08 3.32025900e-08 3.38623357e-08 2.72373327e-08 3.06872133e-08 3.18792173e-08 3.07856760e-08 2.90137913e-08 3.69968447e-08 3.36453600e-08 2.60202203e-08 3.28470703e-08 3.33136567e-08 3.40246270e-08 2.38240303e-08 3.34227770e-08 2.62944107e-08 3.55869120e-08 3.93582203e-08 3.00250580e-08 2.35937073e-08 2.36515043e-08 3.64732660e-08 3.14811140e-08 3.36997420e-08 3.41244363e-08 2.68812630e-08 2.32638003e-08 2.34361747e-08 3.07191963e-08 3.28168503e-08 3.06454977e-08 2.57387653e-08 2.87265167e-08 2.87507170e-08 3.24928770e-08 2.90881737e-08 2.60773913e-08 3.18649687e-08 3.03942083e-08 3.32789753e-08 3.98439293e-08 2.84166953e-08 2.89617570e-08 2.68930168e-08 2.70835237e-08 2.80228373e-08 2.89944080e-08 2.86740117e-08 2.78903153e-08 2.67963597e-08 3.22680877e-08 3.04261640e-08 3.19781803e-08 3.88290710e-08 3.35447940e-08 3.16946290e-08 3.16288523e-08
-1.99000000e+01 3.37396083e-08 3.23578687e-08 3.30510427e-08 3.37868330e-08 3.29286413e-08 3.29053693e-08 3.10794877e-08 3.21916603e-08 3.11312067e-08 3.44655480e-08 3.22955883e-08 3.16364003e-08 2.75570397e-08 3.23902087e-08 3.51913867e-08 2.90611000e-08 3.24077053e-08 3.06733213e-08 3.05089863e-08 2.72813250e-08 3.17214310e-08 2.71458243e-08 3.39498900e-08 2.98978697e-08 2.84470913e-08 2.63905313e-08 3.81752190e-08 2.79598167e-08 3.01474227e-08 3.33492987e-08 3.40152187e-08 2.73504687e-08 3.08145240e-08 3.20204860e-08 3.09196503e-08 2.91335277e-08 3.71629293e-08 3.37949127e-08 2.61323780e-08 3.29901130e-08 3.34619443e-08 3.41798087e-08 2.39228427e-08 3.35737650e-08 2.64088117e-08 3.57512377e-08 3.95444060e-08 3.01547920e-08 2.36901137e-08 2.37481743e-08 3.66415690e-08 3.16186003e-08 3.38493457e-08 3.42799777e-08 2.69922803e-08 2.33612803e-08 2.35337390e-08 3.08535007e-08 3.29622397e-08 3.07741553e-08 2.58458053e-08 2.88494637e-08 2.88725453e-08 3.26347100e-08 2.92090547e-08 2.61820820e-08 3.20023853e-08 3.05259560e-08 3.34259877e-08 4.00310853e-08 2.85376950e-08 2.90885813e-08 2.70070210e-08 2.71996670e-08 2.81414060e-08 2.91179727e-08 2.88008873e-08 2.80066427e-08 2.69110147e-08 3.24100963e-08 3.05582560e-08 3.21146843e-08 3.90101050e-08 3.36967517e-08 3.18308530e-08 3.17640743e-08
-1.98500000e+01 3.38818110e-08 3.24932910e-08 3.31892673e-08 3.39299317e-08 3.30663463e-08 3.30445873e-08 3.12100730e-08 3.23288510e-08 3.12630757e-08 3.46156803e-08 3.24324097e-08 3.17695680e-08 2.76739050e-08 3.25305083e-08 3.53473337e-08 2.91946490e-08 3.25495057e-08 3.08057507e-08 3.06447100e-08 2.73959373e-08 3.18609247e-08 2.72594967e-08 3.41030547e-08 3.00311900e-08 2.85673977e-08 2.64990473e-08 3.83510740e-08 2.80783563e-08 3.02796503e-08 3.34969950e-08 3.41691643e-08 2.74643190e-08 3.09426400e-08 3.21627130e-08 3.10545173e-08 2.92540180e-08 3.73301510e-08 3.39454803e-08 2.62452680e-08 3.31341040e-08 3.36112370e-08 3.43360690e-08 2.40222780e-08 3.37257933e-08 2.65239753e-08 3.59167220e-08 3.97319500e-08 3.02853787e-08 2.37871237e-08 2.38454477e-08 3.68110667e-08 3.17570050e-08 3.39999577e-08 3.44366027e-08 2.71039997e-08 2.34593817e-08 2.36319210e-08 3.09887000e-08 3.31086157e-08 3.09036407e-08 2.59535227e-08 2.89732113e-08 2.89951657e-08 3.27774877e-08 2.93306987e-08 2.62874137e-08 3.21407040e-08 3.06585790e-08 3.35739877e-08 4.02195790e-08 2.86594783e-08 2.92162543e-08 2.71217640e-08 2.73165673e-08 2.82607333e-08 2.92423440e-08 2.89286253e-08 2.81237130e-08 2.70264170e-08 3.25530603e-08 3.06912173e-08 3.22520797e-08 3.91924373e-08 3.38497623e-08 3.19679653e-08 3.19001717e-08
-1.98000000e+01 3.40249313e-08 3.26295807e-08 3.33283773e-08 3.40739630e-08 3.32049323e-08 3.31847103e-08 3.13415007e-08 3.24669383e-08 3.13958057e-08 3.47668227e-08 3.25701240e-08 3.19035963e-08 2.77915240e-08 3.26717367e-08 3.55043407e-08 2.93291383e-08 3.26922513e-08 3.09390517e-08 3.07813640e-08 2.75112813e-08 3.20013543e-08 2.73738970e-08 3.42572803e-08 3.01654130e-08 2.86884770e-08 2.66082423e-08 3.85281670e-08 2.81976620e-08 3.04127627e-08 3.36456853e-08 3.43241760e-08 2.75788897e-08 3.10715670e-08 3.23059020e-08 3.11902877e-08 2.93752663e-08 3.74985237e-08 3.40970713e-08 2.63589020e-08 3.32790503e-08 3.37615467e-08 3.44934190e-08 2.41223397e-08 3.38788773e-08 2.66399033e-08 3.60833833e-08 3.99208623e-08 3.04168263e-08 2.38847377e-08 2.39433347e-08 3.69817647e-08 3.18963310e-08 3.41515967e-08 3.45943220e-08 2.72164233e-08 2.35581137e-08 2.37307260e-08 3.11248050e-08 3.32559823e-08 3.10339587e-08 2.60619220e-08 2.90977680e-08 2.91185777e-08 3.29212213e-08 2.94531170e-08 2.63933947e-08 3.22799350e-08 3.07920857e-08 3.37229917e-08 4.04094307e-08 2.87820467e-08 2.93447853e-08 2.72372483e-08 2.74342370e-08 2.83808317e-08 2.93675263e-08 2.90572303e-08 2.82415303e-08 2.71425750e-08 3.26969873e-08 3.08250583e-08 3.23903670e-08 3.93760763e-08 3.40038353e-08 3.21059790e-08 3.20371573e-08
-1.97500000e+01 3.41689823e-08 3.27667530e-08 3.34683807e-08 3.42189370e-08 3.33444157e-08 3.33257450e-08 3.14737803e-08 3.26059357e-08 3.15294073e-08 3.49189767e-08 3.27087380e-08 3.20384977e-08 2.79099010e-08 3.28138933e-08 3.56624080e-08 2.94645787e-08 3.28359523e-08 3.10732290e-08 3.09189533e-08 2.76273613e-08 3.21427277e-08 2.74890270e-08 3.44125707e-08 3.03005530e-08 2.88103347e-08 2.67181220e-08 3.87065127e-08 2.83177357e-08 3.05467697e-08 3.37953817e-08 3.44802670e-08 2.76941883e-08 3.12013157e-08 3.24500673e-08 3.13269680e-08 2.94972783e-08 3.76680497e-08 3.42496933e-08 2.64732807e-08 3.34249593e-08 3.39128763e-08 3.46518697e-08 2.42230357e-08 3.40330203e-08 2.67566083e-08 3.62512273e-08 4.01111513e-08 3.05491417e-08 2.39829620e-08 2.40418370e-08 3.71536757e-08 3.20365893e-08 3.43042643e-08 3.47531407e-08 2.73295583e-08 2.36574780e-08 2.38301607e-08 3.12618230e-08 3.34043517e-08 3.11651207e-08 2.61710133e-08 2.92231360e-08 2.92427963e-08 3.30659157e-08 2.95763137e-08 2.65000293e-08 3.24200880e-08 3.09264803e-08 3.38730023e-08 4.06006490e-08 2.89054163e-08 2.94741807e-08 2.73534857e-08 2.75526760e-08 2.85017047e-08 2.94935217e-08 2.91867077e-08 2.83601003e-08 2.72594940e-08 3.28418877e-08 3.09597853e-08 3.25295557e-08 3.95610337e-08 3.41589810e-08 3.22448963e-08 3.21750353e-08
-1.97000000e+01 3.43139710e-08 3.29048093e-08 3.36092890e-08 3.43648600e-08 3.34847950e-08 3.34677037e-08 3.16069180e-08 3.27458473e-08 3.16638867e-08 3.50721613e-08 3.28482627e-08 3.21742720e-08 2.80290463e-08 3.29569963e-08 3.58215543e-08 2.96009780e-08 3.29806130e-08 3.12082953e-08 3.10574897e-08 2.77441837e-08 3.22850540e-08 2.76048963e-08 3.45689353e-08 3.04366147e-08 2.89329790e-08 2.68286947e-08 3.88861210e-08 2.84385867e-08 3.06816790e-08 3.39460917e-08 3.46374477e-08 2.78102200e-08 3.13318870e-08 3.25952143e-08 3.14645643e-08 2.96200637e-08 3.78387507e-08 3.44033593e-08 2.65884177e-08 3.35718423e-08 3.40652423e-08 3.48114320e-08 2.43243680e-08 3.41882373e-08 2.68740923e-08 3.64202680e-08 4.03028393e-08 3.06823313e-08 2.40818020e-08 2.41409627e-08 3.73268123e-08 3.21777890e-08 3.44579743e-08 3.49130767e-08 2.74434127e-08 2.37574823e-08 2.39302287e-08 3.13997607e-08 3.35537323e-08 3.12971280e-08 2.62807967e-08 2.93493293e-08 2.93678233e-08 3.32115800e-08 2.97002957e-08 2.66073233e-08 3.25611660e-08 3.10617767e-08 3.40240313e-08 4.07932473e-08 2.90295847e-08 2.96044500e-08 2.74704777e-08 2.76718950e-08 2.86233583e-08 2.96203457e-08 2.93170713e-08 2.84794333e-08 2.73771813e-08 3.29877677e-08 3.10954073e-08 3.26696587e-08 3.97473270e-08 3.43152107e-08 3.23847287e-08 3.23138153e-08
-1.96500000e+01 3.44599037e-08 3.30437610e-08 3.37511030e-08 3.45117440e-08 3.36260883e-08 3.36105900e-08 3.17409237e-08 3.28866850e-08 3.17992507e-08 3.52263793e-08 3.29887037e-08 3.23109357e-08 2.81489627e-08 3.31010473e-08 3.59817800e-08 2.97383460e-08 3.31262483e-08 3.13442527e-08 3.11969793e-08 2.78617573e-08 3.24283427e-08 2.77215107e-08 3.47263883e-08 3.05736063e-08 2.90564143e-08 2.69399607e-08 3.90670067e-08 2.85602217e-08 3.08174967e-08 3.40978247e-08 3.47957277e-08 2.79269923e-08 3.14632957e-08 3.27413553e-08 3.16030910e-08 2.97436233e-08 3.80106277e-08 3.45580757e-08 2.67043120e-08 3.37197063e-08 3.42186480e-08 3.49721143e-08 2.44263457e-08 3.43445367e-08 2.69923670e-08 3.65905177e-08 4.04959327e-08 3.08164040e-08 2.41812613e-08 2.42407163e-08 3.75011860e-08 3.23199347e-08 3.46127343e-08 3.50741330e-08 2.75579887e-08 2.38581337e-08 2.40309347e-08 3.15386270e-08 3.37041350e-08 3.14299937e-08 2.63912850e-08 2.94763497e-08 2.94936667e-08 3.33582247e-08 2.98250697e-08 2.67152830e-08 3.27031847e-08 3.11979793e-08 3.41760900e-08 4.09872433e-08 2.91545670e-08 2.97356017e-08 2.75882363e-08 2.77919000e-08 2.87458013e-08 2.97479977e-08 2.94483223e-08 2.85995307e-08 2.74956457e-08 3.31346413e-08 3.12319317e-08 3.28106743e-08 3.99349637e-08 3.44725337e-08 3.25254833e-08 3.24535043e-08
-1.96000000e+01 3.46067920e-08 3.31836147e-08 3.38938400e-08 3.46595913e-08 3.37682953e-08 3.37544180e-08 3.18758030e-08 3.30284540e-08 3.19355113e-08 3.53816400e-08 3.31300727e-08 3.24484913e-08 2.82696600e-08 3.32460580e-08 3.61431053e-08 2.98766933e-08 3.32728623e-08 3.14811117e-08 3.13374343e-08 2.79800833e-08 3.25726013e-08 2.78388737e-08 3.48849363e-08 3.07115383e-08 2.91806480e-08 2.70519330e-08 3.92491783e-08 2.86826473e-08 3.09542320e-08 3.42505893e-08 3.49551187e-08 2.80445107e-08 3.15955417e-08 3.28884963e-08 3.17425503e-08 2.98679710e-08 3.81837003e-08 3.47138560e-08 2.68209780e-08 3.38685613e-08 3.43731090e-08 3.51339270e-08 2.45289727e-08 3.45019263e-08 2.71114367e-08 3.67619833e-08 4.06904527e-08 3.09513690e-08 2.42813480e-08 2.43410997e-08 3.76768090e-08 3.24630403e-08 3.47685547e-08 3.52363280e-08 2.76732967e-08 2.39594320e-08 2.41322860e-08 3.16784313e-08 3.38555673e-08 3.15637220e-08 2.65024777e-08 2.96042063e-08 2.96203350e-08 3.35058577e-08 2.99506420e-08 2.68239127e-08 3.28461443e-08 3.13350970e-08 3.43291827e-08 4.11826423e-08 2.92803637e-08 2.98676413e-08 2.77067617e-08 2.79126993e-08 2.88690393e-08 2.98764933e-08 2.95804770e-08 2.87204040e-08 2.76148900e-08 3.32825117e-08 3.13693667e-08 3.29526220e-08 4.01239647e-08 3.46309610e-08 3.26671660e-08 3.25941090e-08
-1.95500000e+01 3.47546407e-08 3.33243773e-08 3.40374987e-08 3.48084183e-08 3.39114283e-08 3.38991887e-08 3.20115647e-08 3.31711660e-08 3.20726700e-08 3.55379570e-08 3.32723717e-08 3.25869467e-08 2.83911423e-08 3.33920363e-08 3.63055350e-08 3.00160267e-08 3.34204650e-08 3.16188820e-08 3.14788613e-08 2.80991757e-08 3.27178390e-08 2.79569970e-08 3.50445947e-08 3.08504177e-08 2.93056883e-08 2.71646113e-08 3.94326547e-08 2.88058703e-08 3.10918943e-08 3.44043947e-08 3.51156297e-08 2.81627823e-08 3.17286373e-08 3.30366503e-08 3.18829553e-08 2.99931070e-08 3.83579743e-08 3.48707070e-08 2.69384167e-08 3.40184133e-08 3.45286310e-08 3.52968823e-08 2.46322533e-08 3.46604207e-08 2.72313073e-08 3.69346833e-08 4.08864060e-08 3.10872320e-08 2.43820660e-08 2.44421243e-08 3.78536940e-08 3.26071093e-08 3.49254453e-08 3.53996673e-08 2.77893390e-08 2.40613900e-08 2.42342877e-08 3.18191820e-08 3.40080403e-08 3.16983210e-08 2.66143870e-08 2.97329067e-08 2.97478343e-08 3.36544890e-08 3.00770213e-08 2.69332200e-08 3.29900623e-08 3.14731377e-08 3.44833247e-08 4.13794680e-08 2.94069887e-08 3.00005787e-08 2.78260690e-08 2.80342993e-08 2.89930823e-08 3.00058313e-08 2.97135353e-08 2.88420553e-08 2.77349237e-08 3.34313903e-08 3.15077200e-08 3.30954993e-08 4.03143340e-08 3.47905040e-08 3.28097907e-08 3.27356407e-08
