-2.00000000e+01 5.99753800e-08 6.14010213e-08 6.12532603e-08 5.89654327e-08
-1.99500000e+01 6.02769283e-08 6.17147773e-08 6.15623513e-08 5.92619393e-08
-1.99000000e+01 6.05808163e-08 6.20310073e-08 6.18738547e-08 5.95607617e-08
-1.98500000e+01 6.08870727e-08 6.23497400e-08 6.21878087e-08 5.98619073e-08
-1.98000000e+01 6.11957233e-08 6.26710067e-08 6.25042223e-08 6.01654210e-08
-1.97500000e+01 6.15067937e-08 6.29948333e-08 6.28231420e-08 6.04713120e-08
-1.97000000e+01 6.18203140e-08 6.33212463e-08 6.31445747e-08 6.07796120e-08
-1.96500000e+01 6.21362960e-08 6.36502707e-08 6.34685677e-08 6.10903493e-08
-1.96000000e+01 6.24547863e-08 6.39819443e-08 6.37951370e-08 6.14035430e-08
-1.95500000e+01 6.27757970e-08 6.43162847e-08 6.41243063e-08 6.17192310e-08
-1.95000000e+01 6.30993610e-08 6.46533300e-08 6.44561187e-08 6.20374240e-08
-1.94500000e+01 6.34255047e-08 6.49931040e-08 6.47905840e-08 6.23581697e-08
-1.94000000e+01 6.37542570e-08 6.53356453e-08 6.51277527e-08 6.26814800e-08
-1.93500000e+01 6.40856523e-08 6.56809827e-08 6.54676337e-08 6.30073883e-08
-1.93000000e+01 6.44197027e-08 6.60291333e-08 6.58102773e-08 6.33359263e-08
-1.92500000e+01 6.47564583e-08 6.63801467e-08 6.61556987e-08 6.36671150e-08
-1.92000000e+01 6.50959343e-08 6.67340423e-08 6.65039350e-08 6.40009957e-08
-1.91500000e+01 6.54381660e-08 6.70908620e-08 6.68550220e-08 6.43375820e-08
-1.91000000e+01 6.57831823e-08 6.74506340e-08 6.72089757e-08 6.46769237e-08
-1.90500000e+01 6.61310163e-08 6.78133917e-08 6.75658497e-08 6.50190367e-08
-1.90000000e+01 6.64817040e-08 6.81791757e-08 6.79256553e-08 6.53639550e-08
-1.89500000e+01 6.68352607e-08 6.85480027e-08 6.82884477e-08 6.57117137e-08
-1.89000000e+01 6.71917407e-08 6.89199283e-08 6.86542433e-08 6.60623403e-08
-1.88500000e+01 6.75511580e-08 6.92949720e-08 6.90230843e-08 6.64158790e-08
-1.88000000e+01 6.79135593e-08 6.96731807e-08 6.93950063e-08 6.67723400e-08
-1.87500000e+01 6.82789707e-08 7.00545830e-08 6.97700353e-08 6.71317830e-08
-1.87000000e+01 6.86474290e-08 7.04392260e-08 7.01482227e-08 6.74942243e-08
-1.86500000e+01 6.90189657e-08 7.08271390e-08 7.05295843e-08 6.78597013e-08
-1.86000000e+01 6.93936243e-08 7.12183553e-08 7.09141793e-08 6.82282530e-08
-1.85500000e+01 6.97714380e-08 7.16129287e-08 7.13020240e-08 6.85999110e-08
-1.85000000e+01 7.01524273e-08 7.20108790e-08 7.16931760e-08 6.89747197e-08
-1.84500000e+01 7.05366553e-08 7.24122647e-08 7.20876630e-08 6.93526987e-08
-1.84000000e+01 7.09241417e-08 7.28171143e-08 7.24855177e-08 6.97339050e-08
-1.83500000e+01 7.13149273e-08 7.32254773e-08 7.28867973e-08 7.01183603e-08
-1.83000000e+01 7.17090517e-08 7.36373830e-08 7.32915193e-08 7.05061097e-08
-1.82500000e+01 7.21065570e-08 7.40528893e-08 7.36997490e-08 7.08971930e-08
-1.82000000e+01 7.25074840e-08 7.44720307e-08 7.41115047e-08 7.12916437e-08
-1.81500000e+01 7.29118583e-08 7.48948453e-08 7.45268503e-08 7.16895117e-08
-1.81000000e+01 7.33197447e-08 7.53213883e-08 7.49458160e-08 7.20908227e-08
-1.80500000e+01 7.37311640e-08 7.57516943e-08 7.53684400e-08 7.24956373e-08
-1.80000000e+01 7.41461690e-08 7.61858183e-08 7.57947837e-08 7.29039707e-08
-1.79500000e+01 7.45647947e-08 7.66237957e-08 7.62248677e-08 7.33158963e-08
-1.79000000e+01 7.49870937e-08 7.70656883e-08 7.66587640e-08 7.37314360e-08
-1.78500000e+01 7.54131097e-08 7.75115383e-08 7.70964930e-08 7.41506377e-08
-1.78000000e+01 7.58428723e-08 7.79613780e-08 7.75381270e-08 7.45735497e-08
-1.77500000e+01 7.62764497e-08 7.84152810e-08 7.79836930e-08 7.50002090e-08
-1.77000000e+01 7.67138663e-08 7.88732773e-08 7.84332497e-08 7.54306750e-08
-1.76500000e+01 7.71551833e-08 7.93354333e-08 7.88868487e-08 7.58649743e-08
-1.76000000e+01 7.76004423e-08 7.98017920e-08 7.93445207e-08 7.63031790e-08
-1.75500000e+01 7.80496937e-08 8.02724123e-08 7.98063433e-08 7.67453183e-08
-1.75000000e+01 7.85029900e-08 8.07473403e-08 8.02723413e-08 7.71914433e-08
-1.74500000e+01 7.89603653e-08 8.12266267e-08 8.07425937e-08 7.76416070e-08
-1.74000000e+01 7.94218970e-08 8.17103403e-08 8.12171320e-08 7.80958607e-08
-1.73500000e+01 7.98876120e-08 8.21985213e-08 8.16960200e-08 7.85542567e-08
-1.73000000e+01 8.03575727e-08 8.26912417e-08 8.21793137e-08 7.90168320e-08
-1.72500000e+01 8.08318303e-08 8.31885453e-08 8.26670573e-08 7.94836660e-08
-1.72000000e+01 8.13104400e-08 8.36905030e-08 8.31593263e-08 7.99547917e-08
-1.71500000e+01 8.17934637e-08 8.41971743e-08 8.36561527e-08 8.04302663e-08
-1.71000000e+01 8.22809373e-08 8.47085993e-08 8.41576247e-08 8.09101473e-08
-1.70500000e+01 8.27729410e-08 8.52248647e-08 8.46637713e-08 8.13944923e-08
-1.70000000e+01 8.32695070e-08 8.57460113e-08 8.51746817e-08 8.18833653e-08
-1.69500000e+01 8.37707203e-08 8.62721240e-08 8.56904010e-08 8.23768023e-08
-1.69000000e+01 8.42766203e-08 8.68032503e-08 8.62109847e-08 8.28748880e-08
-1.68500000e+01 8.47872790e-08 8.73394703e-08 8.67365170e-08 8.33776673e-08
-1.68000000e+01 8.53027473e-08 8.78808347e-08 8.72670353e-08 8.38852007e-08
-1.67500000e+01 8.58230960e-08 8.84274280e-08 8.78026363e-08 8.43975563e-08
-1.67000000e+01 8.63483927e-08 8.89793153e-08 8.83433547e-08 8.49147923e-08
-1.66500000e+01 8.68786810e-08 8.95365470e-08 8.88892850e-08 8.54369813e-08
-1.66000000e+01 8.74140530e-08 9.00992247e-08 8.94404890e-08 8.59641710e-08
-1.65500000e+01 8.79545573e-08 9.06673987e-08 8.99970183e-08 8.64964527e-08
-1.65000000e+01 8.85002673e-08 9.12411530e-08 9.05589700e-08 8.70338640e-08
-1.64500000e+01 8.90512450e-08 9.18205583e-08 9.11263923e-08 8.75765043e-08
-1.64000000e+01 8.96075737e-08 9.24057003e-08 9.16993833e-08 8.81244203e-08
-1.63500000e+01 9.01693200e-08 9.29966493e-08 9.22779943e-08 8.86776910e-08
-1.63000000e+01 9.07365410e-08 9.35934733e-08 9.28623247e-08 8.92363900e-08
-1.62500000e+01 9.13093353e-08 9.41962773e-08 9.34524353e-08 8.98005830e-08
-1.62000000e+01 9.18877613e-08 9.48051233e-08 9.40484073e-08 9.03703593e-08
-1.61500000e+01 9.24718983e-08 9.54201063e-08 9.46503313e-08 9.09457727e-08
-1.61000000e+01 9.30618223e-08 9.60412997e-08 9.52582647e-08 9.15269267e-08
-1.60500000e+01 9.36576163e-08 9.66688043e-08 9.58723240e-08 9.21138767e-08
-1.60000000e+01 9.42593673e-08 9.73027027e-08 9.64925590e-08 9.27067120e-08
-1.59500000e+01 9.48671287e-08 9.79430687e-08 9.71190913e-08 9.33055187e-08
-1.59000000e+01 9.54810230e-08 9.85900190e-08 9.77519793e-08 9.39103700e-08
-1.58500000e+01 9.61011047e-08 9.92436207e-08 9.83913270e-08 9.45213640e-08
-1.58000000e+01 9.67274703e-08 9.99039957e-08 9.90372307e-08 9.51385583e-08
-1.57500000e+01 9.73602040e-08 1.00571212e-07 9.96897487e-08 9.57620803e-08
-1.57000000e+01 9.79994017e-08 1.01245390e-07 1.00349023e-07 9.63919880e-08
-1.56500000e+01 9.86451583e-08 1.01926627e-07 1.01015103e-07 9.70283777e-08
-1.56000000e+01 9.92975360e-08 1.02615000e-07 1.01688129e-07 9.76713493e-08
-1.55500000e+01 9.99566733e-08 1.03310641e-07 1.02368172e-07 9.83209897e-08
-1.55000000e+01 1.00622624e-07 1.04013631e-07 1.03055340e-07 9.89774043e-08
-1.54500000e+01 1.01295518e-07 1.04724106e-07 1.03749745e-07 9.96406670e-08
-1.54000000e+01 1.01975435e-07 1.05442147e-07 1.04451471e-07 1.00310910e-07
-1.53500000e+01 1.02662482e-07 1.06167885e-07 1.05160652e-07 1.00988211e-07
-1.53000000e+01 1.03356762e-07 1.06901432e-07 1.05877362e-07 1.01672671e-07
-1.52500000e+01 1.04058378e-07 1.07642875e-07 1.06601751e-07 1.02364407e-07
-1.52000000e+01 1.04767449e-07 1.08392372e-07 1.07333896e-07 1.03063518e-07
-1.51500000e+01 1.05484052e-07 1.09150007e-07 1.08073946e-07 1.03770126e-07
