-2.00000000e+01 3.80709703e-08 4.20538143e-08 4.47503540e-08 3.91730160e-08 3.87891483e-08 4.14147920e-08 2.92005487e-08 3.02153613e-08 2.90966350e-08 3.09807490e-08 2.97539940e-08 3.12271007e-08 2.33143283e-08 2.64607737e-08 1.83853123e-08 2.84486143e-08 2.55298187e-08 1.97216397e-08 2.02288270e-08 2.43254243e-08 2.78515370e-08 1.73645873e-08 2.57108363e-08 2.56481903e-08 2.33717410e-08 2.31067763e-08 2.97422070e-08 3.02798377e-08 2.51471190e-08 3.07896630e-08 2.99570953e-08 3.07699503e-08 2.50895450e-08 2.08159687e-08 2.73599197e-08 2.75391153e-08 2.38067340e-08 2.84542887e-08 2.73411610e-08 2.87021517e-08 2.40962760e-08 2.18196800e-08 2.18257760e-08 2.57281000e-08 2.26689527e-08 2.16539553e-08 1.94502203e-08 2.64471597e-08 2.66547147e-08 3.10033280e-08 2.70109513e-08 2.60043773e-08 1.91383120e-08 2.85384003e-08 1.90995253e-08 3.28261890e-08 2.84800997e-08 3.08855463e-08 2.66950843e-08 2.83357800e-08 3.40906107e-08 2.46277547e-08 3.42937680e-08 2.22024220e-08 3.52260137e-08 3.32146607e-08 2.54401100e-08 3.35873997e-08 1.99485513e-08 2.33356357e-08 2.73407563e-08 2.35798933e-08 1.90343700e-08 3.36461520e-08 3.05381903e-08 3.54315450e-08 2.29995463e-08 2.40983110e-08 2.10203293e-08 2.91522113e-08 2.72140660e-08 3.39044893e-08 3.23057667e-08 3.43717380e-08
-1.99500000e+01 3.82464967e-08 4.22506923e-08 4.49645150e-08 3.93525887e-08 3.89676280e-08 4.16081320e-08 2.93208580e-08 3.03417943e-08 2.92175937e-08 3.11124027e-08 2.98764427e-08 3.13579230e-08 2.34068853e-08 2.65698727e-08 1.84552697e-08 2.85672153e-08 2.56345903e-08 1.98003543e-08 2.03101137e-08 2.44252043e-08 2.79705293e-08 1.74288443e-08 2.58213363e-08 2.57548993e-08 2.34664787e-08 2.31952490e-08 2.98699467e-08 3.04067507e-08 2.52518963e-08 3.09207553e-08 3.00865203e-08 3.08987877e-08 2.51959247e-08 2.08989883e-08 2.74748933e-08 2.76525230e-08 2.39054697e-08 2.85720047e-08 2.74556960e-08 2.88228043e-08 2.41908093e-08 2.19069430e-08 2.19131283e-08 2.58345960e-08 2.27615927e-08 2.17410257e-08 1.95312170e-08 2.65553343e-08 2.67698453e-08 3.11363087e-08 2.71251007e-08 2.61131030e-08 1.92138093e-08 2.86574397e-08 1.91756373e-08 3.29657867e-08 2.85979927e-08 3.10176577e-08 2.68039523e-08 2.84524897e-08 3.42389883e-08 2.47287673e-08 3.44468737e-08 2.22880380e-08 3.53794833e-08 3.33566767e-08 2.55439777e-08 3.37354603e-08 2.00271187e-08 2.34279243e-08 2.74544347e-08 2.36762623e-08 1.91080190e-08 3.37975713e-08 3.06717017e-08 3.55916847e-08 2.30945863e-08 2.41962260e-08 2.11076503e-08 2.92734847e-08 2.73310053e-08 3.40550437e-08 3.24458310e-08 3.45204053e-08
-1.99000000e+01 3.84232723e-08 4.24489800e-08 4.51802400e-08 3.95334317e-08 3.91473650e-08 4.18028603e-08 2.94419327e-08 3.04690410e-08 2.93393313e-08 3.12449210e-08 2.99996747e-08 3.14895903e-08 2.35000083e-08 2.66796570e-08 1.85256340e-08 2.86865717e-08 2.57400133e-08 1.98795460e-08 2.03918970e-08 2.45256067e-08 2.80902960e-08 1.74934637e-08 2.59325600e-08 2.58622813e-08 2.35618023e-08 2.32842367e-08 2.99985263e-08 3.05344660e-08 2.53573363e-08 3.10527000e-08 3.02167950e-08 3.10284457e-08 2.53029893e-08 2.09825127e-08 2.75906053e-08 2.77666383e-08 2.40048323e-08 2.86904597e-08 2.75709573e-08 2.89442290e-08 2.42859063e-08 2.19947350e-08 2.20010083e-08 2.59417600e-08 2.28548097e-08 2.18286287e-08 1.96127393e-08 2.66641857e-08 2.68857323e-08 3.12701640e-08 2.72399883e-08 2.62225183e-08 1.92897600e-08 2.87772370e-08 1.92522147e-08 3.31062877e-08 2.87166283e-08 3.11506310e-08 2.69134987e-08 2.85699277e-08 3.43883497e-08 2.48304053e-08 3.46010253e-08 2.23741567e-08 3.55339697e-08 3.34996153e-08 2.56484890e-08 3.38845150e-08 2.01061553e-08 2.35207673e-08 2.75688323e-08 2.37732307e-08 1.91821003e-08 3.39500317e-08 3.08061090e-08 3.57529343e-08 2.31902253e-08 2.42947457e-08 2.11955240e-08 2.93955303e-08 2.74487147e-08 3.42066193e-08 3.25868230e-08 3.46700567e-08
-1.98500000e+01 3.86013020e-08 4.26487033e-08 4.53975570e-08 3.97155477e-08 3.93283823e-08 4.19989917e-08 2.95637797e-08 3.05971140e-08 2.94618567e-08 3.13783077e-08 3.01236907e-08 3.16221113e-08 2.35936983e-08 2.67901263e-08 1.85964100e-08 2.88066857e-08 2.58460953e-08 1.99592210e-08 2.04741803e-08 2.46266330e-08 2.82108427e-08 1.75584467e-08 2.60445193e-08 2.59703463e-08 2.36577170e-08 2.33737480e-08 3.01279480e-08 3.06629997e-08 2.54634470e-08 3.11855020e-08 3.03479290e-08 3.11589323e-08 2.54107427e-08 2.10665457e-08 2.77070563e-08 2.78814677e-08 2.41048303e-08 2.88096600e-08 2.76869560e-08 2.90664290e-08 2.43815730e-08 2.20830643e-08 2.20894263e-08 2.60496037e-08 2.29486047e-08 2.19167673e-08 1.96947983e-08 2.67737173e-08 2.70023883e-08 3.14048950e-08 2.73556187e-08 2.63326327e-08 1.93661670e-08 2.88977940e-08 1.93292587e-08 3.32477010e-08 2.88360123e-08 3.12844753e-08 2.70237223e-08 2.86881033e-08 3.45387067e-08 2.49326813e-08 3.47562297e-08 2.24607850e-08 3.56894853e-08 3.36434880e-08 2.57536513e-08 3.40345713e-08 2.01856640e-08 2.36141683e-08 2.76839577e-08 2.38708027e-08 1.92566173e-08 3.41035410e-08 3.09414123e-08 3.59153027e-08 2.32864713e-08 2.43938737e-08 2.12839537e-08 2.95183500e-08 2.75671950e-08 3.43592240e-08 3.27287477e-08 3.48206933e-08
-1.98000000e+01 3.87805990e-08 4.28498657e-08 4.56164757e-08 3.98989590e-08 3.95106847e-08 4.21965410e-08 2.96864030e-08 3.07260133e-08 2.95851723e-08 3.15125787e-08 3.02485003e-08 3.17554933e-08 2.36879600e-08 2.69012910e-08 1.86675993e-08 2.89275673e-08 2.59528400e-08 2.00393787e-08 2.05569697e-08 2.47282910e-08 2.83321797e-08 1.76237990e-08 2.61572177e-08 2.60790993e-08 2.37542280e-08 2.34637853e-08 3.02582230e-08 3.07923503e-08 2.55702340e-08 3.13191700e-08 3.04799297e-08 3.12902540e-08 2.55191940e-08 2.11510890e-08 2.78242593e-08 2.79970197e-08 2.42054693e-08 2.89296117e-08 2.78036910e-08 2.91894123e-08 2.44778090e-08 2.21719313e-08 2.21783820e-08 2.61581273e-08 2.30429870e-08 2.20054490e-08 1.97773937e-08 2.68839403e-08 2.71198163e-08 3.15405133e-08 2.74719973e-08 2.64434473e-08 1.94430327e-08 2.90191217e-08 1.94067750e-08 3.33900343e-08 2.89561473e-08 3.14191983e-08 2.71346330e-08 2.88070203e-08 3.46900687e-08 2.50355933e-08 3.49125047e-08 2.25479230e-08 3.58460360e-08 3.37882977e-08 2.58594683e-08 3.41856433e-08 2.02656500e-08 2.37081307e-08 2.77998150e-08 2.39689867e-08 1.93315713e-08 3.42581100e-08 3.10776250e-08 3.60788053e-08 2.33833253e-08 2.44936183e-08 2.13729460e-08 2.96419550e-08 2.76864603e-08 3.45128707e-08 3.28716140e-08 3.49723287e-08
-1.97500000e+01 3.89611780e-08 4.30524873e-08 4.58370047e-08 4.00836710e-08 3.96942830e-08 4.23955183e-08 2.98098147e-08 3.08557560e-08 2.97092897e-08 3.16477337e-08 3.03741077e-08 3.18897423e-08 2.37828007e-08 2.70131553e-08 1.87392043e-08 2.90492227e-08 2.60602537e-08 2.01200277e-08 2.06402673e-08 2.48305853e-08 2.84543117e-08 1.76895197e-08 2.62706597e-08 2.61885440e-08 2.38513363e-08 2.35543517e-08 3.03893560e-08 3.09225327e-08 2.56776990e-08 3.14537127e-08 3.06128020e-08 3.14224207e-08 2.56283477e-08 2.12361473e-08 2.79422150e-08 2.81132963e-08 2.43067507e-08 2.90503200e-08 2.79211770e-08 2.93131863e-08 2.45746247e-08 2.22613433e-08 2.22678797e-08 2.62673423e-08 2.31379577e-08 2.20946747e-08 1.98605320e-08 2.69948547e-08 2.72380233e-08 3.16770253e-08 2.75891323e-08 2.65549707e-08 1.95203633e-08 2.91412240e-08 1.94847647e-08 3.35332940e-08 2.90770437e-08 3.15548093e-08 2.72462353e-08 2.89266867e-08 3.48424410e-08 2.51391537e-08 3.50698510e-08 2.26355777e-08 3.60036360e-08 3.39340577e-08 2.59659473e-08 3.43377340e-08 2.03461167e-08 2.38026613e-08 2.79164130e-08 2.40677847e-08 1.94069687e-08 3.44137483e-08 3.12147540e-08 3.62434447e-08 2.34807957e-08 2.45939817e-08 2.14625010e-08 2.97663490e-08 2.78065113e-08 3.46675653e-08 3.30154317e-08 3.51249680e-08
-1.97000000e+01 3.91430470e-08 4.32565800e-08 4.60591737e-08 4.02696983e-08 3.98791973e-08 4.25959430e-08 2.99340187e-08 3.09863433e-08 2.98342160e-08 3.17837890e-08 3.05005190e-08 3.20248683e-08 2.38782213e-08 2.71257233e-08 1.88112297e-08 2.91716553e-08 2.61683410e-08 2.02011690e-08 2.07240803e-08 2.49335193e-08 2.85772453e-08 1.77556163e-08 2.63848563e-08 2.62986907e-08 2.39490507e-08 2.36454517e-08 3.05213577e-08 3.10535460e-08 2.57858540e-08 3.15891373e-08 3.07465597e-08 3.15554347e-08 2.57382093e-08 2.13217267e-08 2.80609333e-08 2.82303077e-08 2.44086870e-08 2.91717933e-08 2.80394140e-08 2.94377570e-08 2.46720213e-08 2.23513027e-08 2.23579270e-08 2.63772487e-08 2.32335233e-08 2.21844500e-08 1.99442187e-08 2.71064703e-08 2.73570193e-08 3.18144390e-08 2.77070310e-08 2.66672083e-08 1.95981587e-08 2.92641073e-08 1.95632353e-08 3.36774910e-08 2.91987053e-08 3.16913117e-08 2.73585360e-08 2.90471083e-08 3.49958383e-08 2.52433623e-08 3.52282880e-08 2.27237510e-08 3.61622863e-08 3.40807720e-08 2.60730930e-08 3.44908567e-08 2.04270663e-08 2.38977627e-08 2.80337540e-08 2.41672053e-08 1.94828113e-08 3.45704663e-08 3.13528047e-08 3.64092397e-08 2.35788870e-08 2.46949700e-08 2.15526297e-08 2.98915420e-08 2.79273587e-08 3.48233210e-08 3.31602073e-08 3.52786243e-08
-1.96500000e+01 3.93262263e-08 4.34621583e-08 4.62829860e-08 4.04570550e-08 4.00654307e-08 4.27978260e-08 3.00590240e-08 3.11177837e-08 2.99599590e-08 3.19207453e-08 3.06277453e-08 3.21608780e-08 2.39742317e-08 2.72390050e-08 1.88836807e-08 2.92948777e-08 2.62771090e-08 2.02828070e-08 2.08084087e-08 2.50371027e-08 2.87009883e-08 1.78220883e-08 2.64998103e-08 2.64095390e-08 2.40473750e-08 2.37370883e-08 3.06542347e-08 3.11854060e-08 2.58946987e-08 3.17254507e-08 3.08812037e-08 3.16893080e-08 2.58487850e-08 2.14078293e-08 2.81804203e-08 2.83480567e-08 2.45112767e-08 2.92940370e-08 2.81584113e-08 2.95631330e-08 2.47700037e-08 2.24418163e-08 2.24485250e-08 2.64878587e-08 2.33296890e-08 2.22747800e-08 2.00284580e-08 2.72187907e-08 2.74768080e-08 3.19527633e-08 2.78256987e-08 2.67801663e-08 1.96764273e-08 2.93877817e-08 1.96421907e-08 3.38226303e-08 2.93211410e-08 3.18287193e-08 2.74715407e-08 2.91682910e-08 3.51502647e-08 2.53482283e-08 3.53878163e-08 2.28124497e-08 3.63220073e-08 3.42284533e-08 2.61809110e-08 3.46450187e-08 2.05085043e-08 2.39934413e-08 2.81518483e-08 2.42672493e-08 1.95591040e-08 3.47282737e-08 3.14917907e-08 3.65761963e-08 2.36776037e-08 2.47965883e-08 2.16433313e-08 3.00175380e-08 2.80490090e-08 3.49801463e-08 3.33059540e-08 3.54333040e-08
-1.96000000e+01 3.95107177e-08 4.36692410e-08 4.65084720e-08 4.06457503e-08 4.02530073e-08 4.30011807e-08 3.01848343e-08 3.12500867e-08 3.00865243e-08 3.20586180e-08 3.07557943e-08 3.22977797e-08 2.40708310e-08 2.73530023e-08 1.89565583e-08 2.94188887e-08 2.63865623e-08 2.03649477e-08 2.08932603e-08 2.51413367e-08 2.88255477e-08 1.78889407e-08 2.66155337e-08 2.65211020e-08 2.41463163e-08 2.38292693e-08 3.07879933e-08 3.13181140e-08 2.60042457e-08 3.18626620e-08 3.10167463e-08 3.18240457e-08 2.59600827e-08 2.14944610e-08 2.83006807e-08 2.84665527e-08 2.46145323e-08 2.94170583e-08 2.82781753e-08 2.96893197e-08 2.48685780e-08 2.25328877e-08 2.25396820e-08 2.65991750e-08 2.34264580e-08 2.23656687e-08 2.01132560e-08 2.73318243e-08 2.75973990e-08 3.20920050e-08 2.79451413e-08 2.68938520e-08 1.97551683e-08 2.95122487e-08 1.97216320e-08 3.39687243e-08 2.94443557e-08 3.19670363e-08 2.75852530e-08 2.92902417e-08 3.53057350e-08 2.54537563e-08 3.55484570e-08 2.29016750e-08 3.64827993e-08 3.43771083e-08 2.62894063e-08 3.48002317e-08 2.05904343e-08 2.40897017e-08 2.82707010e-08 2.43679273e-08 1.96358483e-08 3.48871820e-08 3.16317140e-08 3.67443257e-08 2.37769530e-08 2.48988433e-08 2.17346160e-08 3.01443467e-08 2.81714670e-08 3.51380490e-08 3.34526733e-08 3.55890157e-08
-1.95500000e+01 3.96965467e-08 4.38778333e-08 4.67356347e-08 4.08358043e-08 4.04419283e-08 4.32060237e-08 3.03114560e-08 3.13832543e-08 3.02139133e-08 3.21974107e-08 3.08846710e-08 3.24355787e-08 2.41680307e-08 2.74677260e-08 1.90298657e-08 2.95437037e-08 2.64967080e-08 2.04475930e-08 2.09786373e-08 2.52462300e-08 2.89509323e-08 1.79561727e-08 2.67320270e-08 2.66333807e-08 2.42458770e-08 2.39219970e-08 3.09226453e-08 3.14516777e-08 2.61144953e-08 3.20007773e-08 3.11531927e-08 3.19596550e-08 2.60721080e-08 2.15816250e-08 2.84217260e-08 2.85858000e-08 2.47184550e-08 2.95408647e-08 2.83987110e-08 2.98163267e-08 2.49677470e-08 2.26245200e-08 2.26313977e-08 2.67112007e-08 2.35238387e-08 2.24571213e-08 2.01986150e-08 2.74455757e-08 2.77187977e-08 3.22321760e-08 2.80653683e-08 2.70082700e-08 1.98343907e-08 2.96375203e-08 1.98015660e-08 3.41157793e-08 2.95683577e-08 3.21062707e-08 2.76996837e-08 2.94129657e-08 3.54622533e-08 2.55599490e-08 3.57102110e-08 2.29914347e-08 3.66446773e-08 3.45267443e-08 2.63985850e-08 3.49565050e-08 2.06728607e-08 2.41865473e-08 2.83903173e-08 2.44692413e-08 1.97130493e-08 3.50471997e-08 3.17725913e-08 3.69136417e-08 2.38769370e-08 2.50017390e-08 2.18264857e-08 3.02719750e-08 2.82947453e-08 3.52970427e-08 3.36003807e-08 3.57457737e-08
