Energy,XFEL Harm,Fund Sq,Bin 1,Bin 1 err,Bin 3,Bin 3 err,Bin 5,Bin 5 err,Bin 7,Bin 7 err,Bin 9,Bin 9 err,Bin 11,Bin 11 err,Bin 13,Bin 13 err,Bin 15,Bin 15 err
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.428273235626728274e+04,8.428273235626728274e+04,6.509282675724624842e+07,6.509282675724624842e+07,7.077210793802837133e+08,7.077210793802837133e+08,4.045065033898728848e+09,4.045065033898728848e+09,8.788695306793691635e+09,8.788695306793691635e+09,1.344682963060349464e+10,1.344682963060349464e+10,1.757427241841361237e+10,1.757427241841361237e+10,2.127647770420271683e+10,2.127647770420271683e+10
1.039011371944661278e+03,2.188588479897571659e+00,4.593691253033841543e-02,-4.131228899255472431e-01,1.466684338043366509e+00,1.330431371108172556e+00,5.277740926460805504e-01,1.870107577230646356e-01,5.525221320185971230e-01,-2.225452573974917858e-01,8.515532430065906322e-01,-4.015477668704861003e-01,4.063941678482128061e-01,-1.273759521443840415e+00,1.331750940002107697e+00,-1.965829962137015885e+00,2.432798625531116699e+00,-1.277828249830394780e+00,4.066070092009431924e+00
1.039565491596408265e+03,2.709939964052329842e+00,4.593691253033841543e-02,-9.252574781961809824e-01,3.737596946294290956e-01,4.796280171087587973e-01,5.270305438832904033e-01,2.765212404625644882e-01,1.156127179537906668e+00,-1.026000008299398636e-01,2.021498526054295586e-01,2.800449831342584697e-02,4.167504360126993435e-01,-5.659166977180530855e-01,9.950904195247686213e-01,-1.536410317232280276e+00,1.972907523074185931e+00,-2.423588882264773758e+00,3.794468668077700446e+00
1.040120112262712382e+03,3.348171963049246802e+00,4.593691253033841543e-02,1.180474758240877886e+00,8.098072650682212048e-01,8.650099685485211909e-01,4.967561497351171140e-01,-3.007716800162181792e-01,1.415969567422243669e+00,-6.326332379291628172e-01,5.883460187278042319e-01,1.211254253962379179e+00,1.607504740978973889e-01,-4.056104001308653006e-01,1.421644026605284328e-01,-2.077084219700053414e+00,9.596963360635470952e-01,-3.844371664876371941e+00,2.495950402475993535e+00
1.040675234623379993e+03,4.001907021069721182e+00,4.593691253033841543e-02,-5.806746831260561903e-01,1.938296286026572668e+00,5.292749304092835283e-01,1.427896755831990827e+00,1.363918087333755302e-01,5.994635759506838912e-01,-7.453158793561222017e-01,7.534562630859870103e-01,2.064402852290582846e+00,2.668350198446587940e-01,-1.837881736263552168e-01,3.597912878748170118e-01,-8.019569719423339516e-01,1.155307016006074106e+00,-4.698945925592274087e+00,2.628432760415310376e+00
1.041230859359447550e+03,4.745341347290476186e+00,4.593691253033841543e-02,8.676403370086719358e-01,2.838169190487774163e+00,1.408816885978888322e+00,8.650801373307275277e-01,-6.179063988362939464e-01,1.587424259799008752e-01,-2.236208239123397765e-02,1.085566856685153292e+00,7.884649155848038049e-01,9.813794415313893404e-01,6.484139115233453765e-01,8.360039856137783110e-01,-8.786898227414022822e-01,3.407354675368222008e+00,-6.334443047990835574e+00,2.558833892054083847e+00
1.041786987153183645e+03,5.566083197836593222e+00,4.593691253033841543e-02,1.038074880860865523e+00,3.168912681467234815e+00,3.538975857587492446e-01,3.625542120664439483e-01,-2.799425369822747811e-01,3.970523818837027874e-01,3.165736370263421695e-01,8.138508187614131861e-01,9.646584701921705474e-01,5.218138026962062526e-01,2.984151043005169868e-01,1.315211934564260110e+00,-1.441239644370230222e+00,3.424084108674698257e+00,-4.946237650525044494e+00,2.815096683090826613e+00
1.042343618688093784e+03,6.419804988957431569e+00,5.484543625924709342e-02,2.299878007945667324e+00,2.408593091940398612e+00,1.235068719365116224e-01,8.946431778797193646e-01,7.198524016712997131e-01,1.578653000351046831e+00,6.694750268237562585e-01,1.052585302473272755e+00,1.922019709792425202e+00,1.219496602219938053e+00,1.797180207425463694e+00,1.688822623430843217e+00,-2.486037067585750437e-01,3.312041379594298895e+00,-3.477458309487673205e+00,2.104718333268159380e+00
1.042900754648922202e+03,7.337182294257590165e+00,8.087995370745573731e-02,3.275483734721463591e+00,3.697263327807261302e+00,-1.818554681988401034e-01,1.536958972309445892e+00,1.603002218531579315e+00,1.619709543394415974e+00,4.868531116647953350e-01,9.455506011081119544e-01,2.010997610920578271e+00,8.856210299055559121e-01,1.002232110134233523e+00,1.248205514363109225e+00,-3.214845075456722157e+00,2.012074664948680258e+00,-9.856449980579062853e+00,2.416354957873324771e+00
1.043458395721654369e+03,8.416810749502230848e+00,1.174272728684237072e-01,2.901854300276717868e+00,2.971868874164722119e+00,1.147178373765041642e-01,9.979176498682001961e-01,1.343971116631018647e+00,9.062077389256425475e-01,6.100903049435801861e-01,8.016845345789914701e-01,1.462367493368433857e+00,6.848159302835340467e-01,7.097109260521369256e-01,1.854187502718974700e+00,-4.608452058589629807e+00,1.700828171264308519e+00,-1.328830809966691540e+01,3.694145782043048776e+00
