Energy,XFEL Harm,Fund Sq,Bin 1,Bin 1 err,Bin 3,Bin 3 err,Bin 5,Bin 5 err,Bin 7,Bin 7 err,Bin 9,Bin 9 err,Bin 11,Bin 11 err,Bin 13,Bin 13 err,Bin 15,Bin 15 err
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.472757607662254479e+06,2.472757607662254479e+06,6.132044898790132999e+08,6.132044898790132999e+08,4.950935657894047737e+09,4.950935657894047737e+09,1.514277052510438538e+10,1.514277052510438538e+10,2.771022228058501053e+10,2.771022228058501053e+10,3.962164989516786194e+10,3.962164989516786194e+10,5.290487757955856323e+10,5.290487757955856323e+10,6.906535858894866943e+10,6.906535858894866943e+10
1.061573780159927765e+03,1.995227069482769622e+00,5.287333489556920313e-02,-1.058595874510378954e+00,1.398984918491363416e+00,-1.061191948307626198e+00,8.251504882778271099e-01,2.487767335577522054e-01,2.978895478167707389e-01,1.194260318653209918e+00,3.205185592632920910e-01,1.805289773507481321e+00,2.029405871170252007e-01,5.763891591512461110e-01,1.296555383397020034e+00,-2.592969437351966278e+00,2.248130934773595879e-01,-6.558708651074738327e+00,3.760028708256081820e-01
1.062148483058576630e+03,2.479082572516734473e+00,5.287333489556920313e-02,4.496238417346304916e-01,2.000175095044170348e+00,-9.615037953926671710e-01,6.318534506188372424e-01,6.423051165491299175e-01,3.857811085611906887e-01,1.285438374961899166e+00,6.051317263471429619e-01,1.287776908850754687e+00,1.048561839863719758e-01,2.332616079573866796e-01,5.894409996318504819e-01,-2.626777801084857256e+00,1.127099690535533938e+00,-4.273428944747846181e+00,1.863084118797923239e+00
1.062723715151963233e+03,2.923656628208996189e+00,5.287333489556920313e-02,9.094314473678788424e-02,1.076650069619349503e+00,8.068137507155048738e-01,6.164577712786276642e-01,9.807639958416874970e-01,4.808434097984762290e-01,1.013826994444913643e+00,1.344822478540160238e-01,1.453250052587825136e+00,3.635491597127561425e-01,5.004850437950789654e-01,1.101151146646502932e+00,-1.985044811115068031e+00,1.379026542250977094e+00,-3.829662294739586859e+00,3.736390145593533774e+00
1.063299477171360195e+03,3.568001960384417526e+00,6.066825550189565430e-02,-4.268649859249779688e+00,2.147496736789036742e+00,8.726539313300585299e-01,8.751968175551091411e-01,5.281594608791211343e-01,4.923030005992776181e-01,8.789008733761572989e-01,5.439967810386778790e-01,1.634344241112920981e+00,5.823140238487701792e-01,1.255806606698915528e+00,1.800255799747376706e+00,-3.043554155668131589e+00,6.649587165789062615e-01,-8.794003002514216405e+00,9.193335956124140118e-01
1.063875769849386643e+03,4.271861425566838122e+00,8.915748255829067381e-02,-4.146744153499513086e-01,4.456331258658747241e-01,3.104958584723339077e-01,1.698587164052767884e+00,1.090605549378299122e+00,1.377430414159357630e+00,1.117531878828816660e+00,6.054740034070938970e-01,2.206175240824949313e+00,1.610800332160025050e-01,4.894416466597550364e-01,7.616893413667381596e-01,-4.176711632680763842e+00,1.742877590889950312e+00,-7.708223349997325613e+00,2.056713487355048109e+00
1.064452593920014124e+03,5.106682262750769752e+00,1.273433559326747899e-01,-1.123151788638412585e+00,3.586323726243169752e+00,1.765520038300492089e+00,2.001391289834682841e+00,2.799076609582729080e-01,4.637867341626704110e-01,1.499386996434949992e+00,6.949702787303265739e-01,1.927013259123744549e+00,3.480433218187803379e-01,-1.093146948556286135e+00,6.874022491295170845e-01,-4.993908692139243044e+00,2.349059696011047027e+00,-1.016173206748902125e+01,2.451255271570866867e+00
1.065029950118567513e+03,5.989002372612498348e+00,1.695395881922468206e-01,4.558267148339757990e-01,3.192468200140480938e+00,5.438725895039934199e-01,8.517945812932374849e-01,1.091582585793301474e+00,8.911358096220054481e-01,1.024846776348544486e+00,1.037424361770841325e-01,7.942760156623197565e-01,4.863057545405184423e-01,-1.795197249265006123e+00,1.429512558707241698e+00,-7.614849087660971350e+00,1.902377209177123385e+00,-1.335407814420868533e+01,1.094007069810474686e+00
1.065607839181729332e+03,6.970281571506815155e+00,2.095651343247476595e-01,-2.380785535824525567e+00,1.390085433051996944e+00,7.030407262992248718e-01,6.475424468836148417e-01,4.232256249592868946e-01,3.512419946416217020e-01,1.556156389217260516e+00,7.269844882331559788e-01,7.553069178716317333e-01,1.149983219166490933e+00,-1.526815961864411264e+00,6.268946930954373276e-01,-6.536712284671973627e+00,3.960639921691589738e+00,-1.067715433170800488e+01,2.575483696460763028e+00
1.066186261847542937e+03,7.973955404220566479e+00,2.459860987217827311e-01,-1.982632374931722952e+00,2.144596037828082391e+00,-1.016453062837940208e-01,6.442830150183045390e-01,1.699590922233602974e+00,2.497876252719825885e-01,1.655849033938413539e+00,2.133933192344766860e-01,1.096912228578872828e+00,1.386641791201183249e+00,-1.662030886139149288e+00,3.320454678573082075e-01,-3.826048268041112976e+00,2.191891505059705203e+00,-1.337615648386530687e+01,2.519740155721153396e+00
