,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Vert Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos,Horiz Knife Pos
588.2,5.42178,6.63802,7.04405,69.07328,385.97085,1810.07157,2671.7731,3156.91759,52.53717,88.60272,159.10554,328.38133,1095.01658,2715.50364,3993.35325,3849.23162,3640.29589
588.4,4.56585,6.62,8.15216,72.4181,411.81701,1989.27157,2922.61381,3407.52103,55.67876,92.59395,165.62339,350.8415,1161.89946,2945.76533,4267.06377,4117.7091,3913.76018
588.6,4.63364,6.77315,11.77378,72.89224,447.38966,2191.3933,3196.86159,3687.56414,58.29823,95.50623,172.24839,371.17779,1245.17874,3185.55972,4563.57254,4409.43883,4170.82268
588.8,4.88788,6.40378,16.10712,79.36638,474.16744,2370.402,3453.69345,3948.97793,67.05929,105.36588,180.15911,386.32823,1333.59315,3414.8214,4882.88833,4739.61,4460.30482
589,5.10822,8.29568,15.40441,86.73707,515.97085,2583.45417,3753.23327,4258.71931,64.45752,112.82202,193.37339,424.8946,1436.87243,3648.35411,5204.6164,5028.7091,4831.74232
589.2,5.16754,8.10649,14.00802,92.94397,573.85974,2863.90635,4099.07398,4561.01241,67.31593,119.86588,208.48946,450.67336,1548.21477,3872.79336,5496.92342,5396.22261,5177.62625
589.4,3.92178,7.72811,16.26928,97.90086,623.44094,3163.01939,4462.67575,4903.77103,73.64336,126.67289,215.31982,470.16894,1672.09766,4122.51299,5853.6164,5794.19559,5566.67089
589.6,4.32856,7.79117,16.43144,107.46983,688.24436,3421.17591,4811.83504,5271.02966,79.41327,139.89219,231.31982,486.95655,1801.75532,4443.79336,6228.58132,6197.76315,5981.09946
589.8,5.47263,9.18757,23.71973,117.97845,757.02214,3711.42809,5210.47221,5625.11586,83.48407,149.96237,234.27518,514.17779,1928.89946,4773.99897,6607.59009,6576.27667,6436.07268
590,4.89636,11.24162,21.90892,126.86638,834.00504,4007.95852,5680.37487,6028.32276,79.48407,164.71675,250.17696,534.52292,2042.29586,5093.63449,6927.13395,6979.48387,6914.11732
590.2,6.82008,9.52991,20.34135,133.38362,914.51786,4351.70635,6085.51646,6377.09,81.27168,174.35711,266.95375,575.12469,2189.86342,5432.38215,7331.89711,7411.48387,7402.73339
590.4,9.09127,12.21459,25.45847,148.875,1011.90248,4689.27157,6553.26867,6774.24517,92.56372,180.86588,280.90018,629.78841,2333.56613,5782.72794,7782.86202,7878.71811,7929.45661
590.6,9.16754,12.07045,30.77378,171.94397,1104.10761,5050.94983,7071.52531,7155.69345,96.23628,183.34833,293.47161,658.07159,2488.71027,6152.68121,8238.38833,8316.44784,8456.27804
590.8,11.92178,12.89928,35.39541,180.74569,1228.03923,5392.41939,7642.02973,7565.31414,100.74956,190.69044,319.46268,675.18664,2641.2418,6538.79336,8721.69535,8762.7091,9029.69768
591,9.93025,13.28667,36.4855,195.84052,1374.07342,5760.53243,8178.95894,7982.52966,105.69646,198.97991,334.38232,704.68221,2848.44901,6904.27,9179.34447,9246.09649,9696.49232
591.2,11.62517,13.61099,34.44946,218.86638,1504.69735,6136.01939,8711.23327,8370.70207,110.29823,211.91851,333.30196,732.62027,3014.41297,7278.46626,9698.73044,9675.96135,10233.23339
591.4,12.64212,14.72811,42.35036,252.39224,1637.8341,6524.21939,9279.67575,8776.0469,122.94425,210.84833,347.44482,790.25743,3172.07964,7583.83075,10182.53746,10182.67306,10712.01018
591.6,14.48958,18.36775,50.97198,277.32328,1830.9965,6832.54113,9817.21558,9181.6331,130.08584,223.78693,351.69482,814.90345,3352.98054,7996.47561,10668.74798,10581.37577,11223.44768
591.8,17.03195,20.07045,56.6927,305.625,2000.8512,7225.44548,10297.62265,9544.35724,118.08584,240.47991,373.36446,854.23973,3587.69225,8301.18589,11147.53746,10994.53793,11776.84946
592,16.61669,17.39477,61.76477,346.40086,2191.94521,7603.26287,10736.56956,9968.94345,122.37788,251.72553,397.98054,896.0185,3719.65622,8663.15785,11605.23044,11393.82622,12373.32268
592.2,20.09975,18.88126,69.94495,387.20259,2406.02214,7954.74983,11202.96779,10401.35724,134.9,250.54132,415.31089,940.00965,3857.07964,9042.4943,11976.02868,11796.47486,12821.51911
592.4,19.32856,24.53892,81.80982,436.80603,2605.4153,8244.45417,11638.92354,10668.37448,145.38673,260.7957,429.49839,982.63796,4012.37694,9343.09243,12380.51991,12181.16856,13191.29589
592.6,20.11669,26.35874,88.00802,480.78017,2833.09051,8610.3933,11956.72,10967.31414,153.35133,272.33079,438.29304,1030.39018,4195.76432,9663.69991,12827.95851,12483.17757,13582.19768
592.8,17.59975,27.25964,102.80982,547.98707,3114.87684,8965.54113,12200.30407,11263.09862,158.87345,270.69921,465.44482,1059.26628,4394.11568,9905.92421,13209.055,12790.24063,14021.66196
593,16.42178,24.95333,118.02604,615.52155,3354.02214,9291.4107,12456.7908,11550.62448,165.60796,282.82202,475.13232,1103.69991,4496.46703,10132.69056,13624.80061,13025.04243,14424.43875
593.2,19.4811,30.92631,127.46748,699.97845,3584.20162,9615.83678,12713.6846,11828.26241,176.37788,297.55009,495.36446,1147.86805,4594.25081,10409.08308,13872.37956,13273.67306,14600.17089
593.4,23.93873,35.33171,146.27829,776.68534,3848.35547,9942.54983,12833.47221,12031.20207,176.8823,319.38342,523.10554,1185.31938,4678.51207,10656.90551,14003.76553,13427.54694,14687.07268
593.6,27.07432,36.39477,169.11613,871.38362,4096.6888,10222.15852,12897.56956,12128.47793,170.24513,329.44482,529.10554,1231.26628,4763.66523,10794.20458,14112.51114,13447.82622,14854.13518
593.8,29.25229,41.24162,183.01703,967.20259,4382.09051,10475.76722,13036.37487,12314.8831,172.51062,339.50623,531.33768,1256.53177,4846.49405,10835.52234,14251.16026,13469.3127,14957.54589
594,29.67602,44.82721,193.46748,1065.13362,4637.08197,10725.97591,13059.48106,12451.82276,172.33363,343.21675,551.04304,1294.11584,4891.21477,10861.1672,14377.63395,13461.30369,14936.99232
594.2,27.55737,48.90829,214.56658,1214.93534,4904.38966,11004.36722,13040.96779,12471.00379,187.14779,352.10272,574.85554,1356.20434,4976.07063,10830.12981,14439.80061,13417.15054,14864.72446
594.4,33.10822,54.4218,244.74676,1351.69397,5170.62897,11176.002,13048.8085,12467.2969,189.60796,367.71675,595.18589,1395.09814,5052.79135,10810.9429,14449.02868,13312.67306,14688.52804
594.6,41.14212,54.00739,261.24225,1479.93534,5409.6888,11344.74113,13006.96779,12478.18483,191.62566,379.97114,609.90018,1425.28398,5064.44,10764.40084,14450.94096,13139.45685,14510.21554
594.8,36.57432,59.0164,282.01703,1650.88362,5628.40675,11519.84548,12922.88814,12475.65034,201.66106,384.00623,617.12339,1469.80611,5080.26883,10760.81206,14367.10763,13033.05144,14351.94768
595,37.36246,63.87225,294.44045,1823.43534,5798.27855,11677.52374,12909.39257,12457.05552,199.20973,398.55009,652.06089,1497.75301,5087.02559,10570.25131,14270.37956,12824.53793,14047.79589
595.2,43.20144,69.03441,327.4945,2000.71121,5995.94521,11736.72374,12827.05628,12347.90034,192.51062,399.53254,660.71268,1519.37248,5045.95351,10383.60645,14097.12518,12570.33973,13774.05482
595.4,42.88788,71.19658,355.19721,2143.82328,6181.24436,11726.53243,12698.57841,12268.00379,203.50177,414.20798,669.08768,1554.47867,5007.12468,10264.12047,13881.24798,12308.42982,13476.42089
595.6,47.66754,71.09748,391.22423,2308.47845,6318.29564,11677.78461,12505.25982,12126.64172,218.48407,430.37465,664.75732,1562.83265,4975.59315,10041.88682,13698.84447,11994.43883,13170.78696
595.8,45.9811,73.55694,436.31432,2472.24569,6378.19308,11679.15852,12281.7554,12018.59862,220.66106,424.10272,691.94482,1577.72646,4965.06162,9808.02701,13551.3357,11776.02441,12785.14411
596,50.79466,85.44883,474.99,2634.40086,6399.35547,11601.36722,11982.95894,11746.53828,219.50177,442.85711,706.47161,1563.59372,4887.45802,9538.31673,13299.45851,11462.47486,12309.23339
596.2,55.54042,91.41279,494.43144,2797.625,6450.74009,11305.34113,11653.19788,11512.39172,217.69646,463.39219,708.84661,1555.69991,4777.66523,9164.58776,12938.24798,11026.9073,11985.62625
596.4,54.4472,90.85423,525.08009,2940.26293,6459.43239,10998.92374,11325.6846,11216.77103,227.59912,474.05009,719.72161,1575.33708,4662.95351,8836.84009,12685.81816,10622.33973,11551.50125
596.6,54.59975,95.48486,549.0891,3087.64224,6377.90248,10652.74983,10909.51646,11001.86586,218.41327,469.15535,726.62339,1563.74416,4537.9355,8509.1672,12296.80939,10241.9073,11058.49232
596.8,63.37941,107.16054,608.16117,3222.15948,6264.88538,10220.42809,10489.92354,10628.74517,224.74956,482.86588,720.54304,1556.77956,4354.31387,8188.06439,11849.86202,9817.73613,10562.44768
597,68.06585,107.35874,632.66568,3306.22845,6141.30419,9746.02809,10045.83504,10190.91759,214.57257,484.15535,735.09661,1543.02735,4204.76432,7729.78402,11351.22167,9281.47486,9982.71554
597.2,68.25229,116.97135,663.37739,3417.46983,6019.15889,9319.09765,9436.76425,9732.10724,211.21858,480.58518,749.69482,1514.93885,4055.37694,7265.00832,10836.56377,8779.02441,9459.24232
597.4,67.90483,119.4218,692.02604,3470.35776,5827.9794,8830.36722,8852.17133,9226.21069,220.64336,489.17289,765.79304,1474.22204,3869.44901,6848.46626,10351.66026,8240.08748,8894.58161
597.6,74.45568,121.75514,706.1882,3464.48707,5539.95376,8272.28896,8385.71115,8736.11586,224.90885,496.58518,757.14125,1459.51407,3667.99856,6360.97093,9775.4936,7706.93432,8316.72446
597.8,76.015,125.62901,740.68369,3445.09914,5245.61188,7664.83678,7829.41027,8165.39172,212.25398,511.76939,764.94482,1418.23973,3467.2418,5844.24196,9245.08132,7162.42081,7687.98339
598,75.68449,124.24162,772.73775,3404.42672,4961.62897,7083.97591,7304.18018,7625.67621,212.52832,522.69921,763.00732,1403.67336,3292.55712,5365.75598,8711.31816,6679.89829,7098.39411
598.2,75.76076,130.96234,776.33234,3396.4181,4669.78282,6574.61939,6671.81735,7083.87448,215.17434,522.93605,760.58768,1378.74416,3109.17874,4937.13916,8099.21289,6156.79919,6537.74232
598.4,72.42178,131.62901,777.2873,3319.625,4314.71444,5998.63678,6053.56956,6551.65897,214.59027,518.22553,777.74839,1360.62027,2889.45802,4531.50364,7516.51114,5645.1055,6003.34054
598.6,77.03195,141.70108,794.09811,3212.25431,3982.45803,5485.23678,5488.25982,6087.28828,219.38673,512.05009,764.98946,1331.16009,2682.87243,4137.20458,6895.40588,5198.9073,5455.93875
598.8,79.37941,141.80018,822.10712,3086.86638,3639.63752,5026.66287,4971.15363,5586.73655,218.75841,503.62026,765.85554,1287.16894,2504.71027,3702.00832,6298.74798,4730.65505,4977.43875
599,80.36246,138.94432,835.36838,2969.44397,3316.30419,4529.30635,4471.26867,5116.65034,217.58142,504.97991,778.71268,1264.66451,2369.88144,3358.24196,5736.30939,4300.95234,4502.30482
599.2,77.0489,150.83622,844.43144,2869.90948,3031.03068,4069.44548,4040.93239,4709.17621,215.90885,493.40096,774.25732,1226.36363,2199.45802,3050.17654,5208.36202,3934.06045,4099.57268
599.4,72.04042,155.41279,853.26928,2702.98707,2740.63752,3724.97591,3620.47221,4221.84862,216.20088,496.06763,779.75732,1192.13354,2060.59315,2751.06439,4682.22167,3642.72712,3686.94768
599.6,70.71839,151.06144,850.07108,2523.45259,2494.52641,3412.09765,3299.21558,3834.64172,201.08584,488.59395,774.20375,1198.59372,1933.84541,2520.55972,4181.59886,3346.06946,3331.11732
599.8,76.60822,163.29568,839.40441,2383.04741,2233.65462,3082.66287,3007.62265,3500.16759,193.03274,477.35711,771.39125,1180.30168,1801.00757,2307.69056,3755.96728,3054.29468,3079.59946
600,75.40483,159.08847,830.05306,2273.67672,2018.21872,2747.98461,2716.82619,3196.08138,188.17434,472.88342,752.29304,1160.75301,1725.30486,2100.00832,3370.51991,2783.14153,2858.01018
600.2,75.59127,158.85423,810.13414,2119.63362,1827.85974,2484.30635,2470.92354,2863.40897,189.59912,449.15535,744.29304,1129.10699,1638.70126,1925.17654,3024.07254,2527.67306,2653.52804
600.4,75.26076,166.79117,818.17919,1983.70259,1622.60333,2270.27157,2290.14478,2558.70207,189.89115,437.65535,736.15018,1094.69106,1563.09766,1753.97093,2702.24798,2279.46586,2477.51018
600.6,73.56585,165.77315,804.62964,1832.84914,1479.88538,2073.94983,2120.31292,2290.09862,180.55487,430.36588,734.75732,1074.9831,1481.26883,1609.78402,2409.89711,2097.82622,2274.47446
600.8,70.48958,154.41279,789.95396,1675.375,1339.94521,1890.86287,1948.6492,2026.26241,176.34248,426.52377,713.98946,1056.0185,1433.50306,1475.7186,2148.22167,1945.60099,2182.78696
601,72.9472,159.51189,776.09811,1519.26293,1232.75718,1707.11504,1787.08283,1842.27966,159.20973,417.31325,693.32875,1043.18664,1385.02559,1400.64383,1889.56377,1800.02441,2058.07268
601.2,75.55737,171.62,765.0891,1391.26293,1132.60333,1553.38461,1682.60496,1642.99517,151.9531,395.86588,694.25732,997.19549,1341.1427,1291.81206,1673.09886,1662.13252,1940.01911
601.4,73.66754,165.05243,731.40441,1289.38362,1043.60333,1408.86287,1569.38372,1489.92621,164.05929,375.90096,664.74839,984.63796,1289.64721,1182.05505,1506.29184,1518.0064,1838.07268
601.6,84.16754,162.73712,721.4855,1195.43534,990.26145,1311.17591,1426.95894,1328.37448,152.74071,364.0764,644.98946,956.90345,1239.89946,1112.09243,1387.18658,1411.83523,1722.61732
601.8,82.92178,176.16054,709.62964,1074.82328,919.91957,1219.68026,1345.38372,1183.83138,137.79381,340.60272,621.66804,924.57602,1183.41297,1054.26065,1222.89711,1314.35775,1669.01018
602,72.96415,178.40378,692.84586,967.94397,873.84265,1117.82809,1264.04743,1051.30552,135.41327,328.13781,596.37339,891.8415,1149.18775,977.62514,1074.25675,1216.50189,1586.17982
602.2,74.39636,176.46685,683.46748,884.8319,823.86829,1043.3933,1182.41912,957.71069,133.9531,309.59395,572.71268,859.16894,1104.61117,914.57841,960.62518,1144.52892,1499.44768
602.4,79.39636,172.60198,676.61162,815.57328,762.40675,980.38461,1096.51646,892.94345,129.48407,285.88342,554.82875,824.23088,1076.23279,863.05505,873.47605,1053.56495,1444.15304
602.6,77.0828,177.62,649.26928,745.61638,718.89393,929.3933,1050.01204,835.72793,113.52832,266.32202,535.29304,791.41673,1029.84541,817.91486,792.68658,994.74514,1384.66196
602.8,75.93025,175.41279,656.35036,690.39224,684.50077,880.83678,1020.46336,746.89172,109.11239,251.12904,517.92696,750.16009,967.84541,739.99897,698.36202,929.42081,1340.03696
603,74.59975,178.64703,650.12514,627.10776,639.47513,822.75852,975.27752,687.68483,105.80265,237.16412,497.44482,724.39903,911.91748,695.60645,641.76553,871.34874,1284.34946
603.2,71.17602,177.86324,644.77378,578.21121,591.57769,776.3933,925.44566,630.22793,96.41327,227.11149,473.48054,697.31053,862.11568,666.02701,583.42342,812.68207,1219.72446
603.4,66.71839,181.71009,630.93595,539.04741,540.14179,721.32374,879.26867,577.23655,92.20088,216.47991,449.65018,638.45212,830.15171,626.22327,532.17781,760.44784,1186.26911
603.6,65.77771,178.3227,616.80081,497.90948,519.47513,677.74983,809.58726,549.34862,84.39558,204.75184,435.15911,590.09814,791.25081,587.52234,485.37956,708.72712,1124.23339
603.8,68.63364,180.45784,601.32333,463.19397,495.50932,634.42809,754.79965,503.95207,74.16549,190.70798,402.67696,558.93885,757.8364,551.11112,451.87079,651.51991,1062.59054
604,66.60822,173.68306,600.3864,429.69397,458.37256,582.4107,716.36602,474.09862,64.8646,176.7343,361.12339,536.88575,709.01658,504.7186,416.92342,618.0064,983.34054
604.2,62.52347,172.89928,567.75577,403.40086,422.46658,545.10635,657.83504,441.78828,59.69646,166.48868,328.77518,495.50522,674.95351,462.19523,386.51991,575.22261,919.74232
604.4,62.04042,170.9173,535.5936,371.67672,389.66316,509.12374,619.72,408.99517,60.09469,159.33956,308.56982,462.62912,636.0436,433.41019,355.56377,523.26766,859.01018
604.6,59.27771,173.53892,515.36838,335.9181,355.35547,467.46287,602.00319,363.15034,51.27168,137.59395,298.40911,417.31938,594.7373,409.68121,317.93219,479.66405,785.64411
604.8,60.5828,164.19658,492.24225,307.95259,318.65462,434.64548,558.35717,327.52966,47.23628,127.65535,274.64125,384.06274,548.91748,367.92421,286.37956,437.44784,716.85839
605,58.64212,161.95333,461.89991,276.97845,291.32128,407.43678,512.24212,296.1331,41.15664,121.40096,251.19482,362.8769,494.85441,342.29804,273.51114,402.22261,671.99232
605.2,57.87941,152.58396,431.88189,258.93534,263.38111,371.41939,466.34832,280.21069,38.10354,107.10272,222.75732,330.30168,450.64721,329.01766,257.06377,370.01541,625.68875
605.4,54.89636,152.98937,409.80982,240.77155,237.65462,327.602,422.54301,263.64172,34.23628,101.49746,205.40911,297.28398,423.31387,292.00832,233.555,350.53793,569.32268
605.6,52.5489,149.5209,376.40441,216.67672,212.96231,295.42809,399.10053,245.21931,32.52832,98.39219,194.70375,269.58487,381.12468,251.62514,215.66026,312.79919,536.00125
605.8,49.9811,140.89027,349.01703,187.11638,194.37256,272.03678,358.55186,225.33138,27.74071,85.26061,176.22161,243.40788,349.90847,220.25131,204.87956,262.02441,482.02804
606,46.96415,130.76414,314.67468,165.5819,192.7059,239.07157,328.58726,204.77966,21.9708,71.03254,162.76625,223.0185,313.06162,202.65318,181.43219,234.08748,431.22446
606.2,47.03195,123.07045,288.73775,149.96983,176.59479,213.46287,287.31292,179.58138,21.50177,62.55009,146.11446,196.85035,285.30486,186.43822,160.64272,222.4118,395.40304
606.4,42.64212,119.54793,265.29631,130.56466,149.79137,201.32374,270.6669,161.75379,16.90885,56.62026,125.68589,174.0185,243.99856,168.17654,149.95851,203.33072,361.43875
606.6,36.70992,118.18757,235.78279,118.05603,129.82556,187.23678,257.19788,144.49517,13.8292,52.64658,114.97161,151.06274,221.70126,160.20458,142.68658,178.49288,327.85839
606.8,34.15907,110.9173,218.83685,105.61638,118.66316,157.73243,238.48991,128.22793,11.59912,44.42728,102.85554,130.69991,201.41297,144.77467,128.01114,166.28568,296.52804
607,33.24381,100.03441,193.14315,99.06466,112.11615,134.66287,210.19788,119.65897,12.03274,41.12026,88.24839,119.68221,187.72829,128.44757,116.92342,153.8082,263.33161
607.2,31.30314,92.60198,167.03505,85.88362,102.44949,131.45417,189.92354,106.96931,10.38673,37.77816,83.48054,114.43442,167.1427,114.69991,109.45851,134.87126,233.34054
607.4,29.46415,82.86324,153.93595,76.34052,95.09051,118.67157,182.88814,95.53828,7.9708,32.74307,77.07875,102.31938,148.44,103.02701,99.7743,117.5109,210.05482
607.6,30.09127,76.62901,139.35036,66.06466,85.29564,102.69765,171.16248,87.37448,7.22743,28.82202,62.36446,89.76186,131.99856,95.74664,91.87079,112.06946,198.17089
607.8,27.79466,74.34973,122.36838,52.625,71.38111,92.01939,148.6315,81.77103,6.59912,29.69921,53.48946,79.38133,116.89045,94.57841,86.64272,107.15955,169.99232
608,21.87093,70.14252,106.07108,47.52155,65.03923,83.602,135.78195,78.53828,7.82035,23.61149,50.17696,72.30168,102.79135,80.69056,84.02868,100.79919,157.23339
608.2,20.11669,63.95333,95.23324,42.46121,58.74009,77.48896,125.13593,70.65034,6.97965,19.00623,43.78411,65.09814,91.59315,73.46626,72.22167,83.19559,140.83161
608.4,16.70992,60.78216,86.00802,42.65086,54.46658,70.5933,105.8085,67.81414,3.65221,14.55009,38.81982,54.69991,84.27784,70.64383,64.38833,67.94333,132.41196
608.6,18.59127,54.5209,72.73775,34.65948,50.30419,66.002,97.42796,68.08138,2.45752,11.40096,34.02518,46.8592,74.98955,63.93355,66.62518,68.63703,123.58161
608.8,19.56585,43.87225,63.57559,33.40948,44.29564,59.88896,94.52531,60.84862,2.34248,10.81325,29.90018,41.29283,62.78234,57.44757,64.01991,63.57396,110.65304
609,17.20144,44.29568,63.54856,31.09052,42.76573,57.16722,86.86159,53.91759,3.52832,8.69921,24.40911,33.03619,51.03459,53.1672,59.16904,64.91631,96.66196
609.2,14.93873,39.77315,55.12514,30.04741,45.56915,59.61939,85.72885,48.96931,0.87345,7.7957,21.44482,28.37248,50.18775,49.50364,51.30061,63.75414,88.17982
609.4,12.93873,35.35874,47.5936,26.25431,39.61188,60.85417,79.42796,54.64172,1.55487,6.42728,17.80196,24.71761,47.10667,41.54103,51.68658,58.76315,84.73339
609.6,12.66754,33.08847,40.21523,21.03017,31.9794,57.91504,76.98549,47.31414,0.8469,5.35711,13.66804,21.55832,40.34991,41.47561,47.35325,56.04243,74.56375
609.8,12.04042,27.33171,38.31432,18.92672,29.30419,47.14983,64.87044,44.36586,1.99735,6.65535,11.25732,20.56717,41.74631,40.89617,50.63395,48.26766,66.55482
610,8.57432,21.0164,32.60261,20.28017,28.00504,39.24548,58.6669,46.18483,0.45752,5.36588,9.44482,19.54947,37.01658,36.58776,47.78307,45.56495,68.05482
610.2,8.015,20.45784,26.99,18.67672,27.74009,43.70635,57.47221,52.24517,2.07699,4.68167,7.48054,15.65566,29.80036,34.27,52.81816,44.60099,58.73339
610.4,8.4811,21.33171,25.85486,19.49569,25.8512,40.94113,57.91469,45.69345,1.9,4.16412,8.27518,14.20434,29.53009,34.12981,52.66026,46.15054,61.46554
610.6,7.74381,17.4218,23.13414,17.73707,25.18453,44.14983,61.09168,44.21931,2.36903,3.49746,6.39125,16.30168,26.42198,42.17654,46.41465,45.24964,54.22446
610.8,9.99805,13.71009,18.5936,15.09914,24.85974,41.25417,55.82619,45.89172,1.54602,5.61149,7.60554,11.8769,23.17874,42.48495,44.45851,45.51991,52.38518
611,7.95568,13.8182,17.21523,14.30603,23.16744,42.36722,47.69345,48.09,0.13009,5.54132,6.17696,8.12469,27.16072,40.00832,45.02868,46.30369,51.74232
611.2,5.87093,11.43081,14.68369,13.54741,20.46658,42.25417,52.18018,35.1331,1.07699,4.65535,6.54304,6.82381,27.9355,31.19523,43.93219,37.70009,48.77804
611.4,5.41331,9.37676,14.16117,14.42672,21.66316,41.08026,49.7377,31.34862,0.8115,3.34833,7.47161,9.00965,26.13369,30.63449,44.37956,36.1055,52.76911
611.6,4.65059,9.33171,14.8909,14.78879,18.62043,35.23678,58.21558,34.53828,1.23628,2.72553,6.28411,8.43442,19.88144,33.12047,40.7743,36.66405,47.84054
611.8,5.65907,9.97135,13.65667,13.54741,19.27855,36.3933,50.25982,35.35724,1.13009,3.24307,2.84661,7.86805,19.68324,33.29804,44.51114,40.76315,49.84946
612,7.06585,8.07946,12.97198,15.01293,17.8512,37.68896,46.55186,38.02103,2.08584,3.4536,4.16804,6.54062,15.12468,33.26065,47.87079,40.9073,46.88518
612.2,6.37941,8.5209,11.56658,14.99569,17.39821,36.83678,42.21558,39.16759,0.9708,1.53254,3.87339,8.29283,16.15171,37.22327,51.17781,44.66405,46.62625
612.4,3.09975,6.69207,11.33234,7.84914,17.1247,35.53243,41.59611,41.59,1.29823,1.96237,4.65911,8.99195,17.45802,31.4943,46.14272,46.0064,40.50125
612.6,3.4472,6.78216,10.77378,9.42672,16.53496,37.75852,44.10938,43.16759,0.24513,2.60272,3.68589,5.73531,16.80937,30.95224,43.01114,40.12351,38.73339
612.8,4.35398,5.98036,8.62964,10.43534,17.18453,41.17591,45.10053,39.92621,0.55487,2.61149,4.13232,9.34593,18.9355,29.7186,41.44974,41.33072,40.38518
613,2.93873,5.74613,8.37739,10.57328,15.44949,43.6107,38.65805,40.09862,0.45752,2.96237,6.37339,9.62027,18.45802,32.52234,38.76553,42.81721,41.53696
613.2,4.03195,6.99838,8.91793,11.55603,17.08197,39.602,39.92354,40.96931,1.09469,3.2343,4.56982,6.44327,14.61117,29.1672,40.78307,40.5109,43.33161
613.4,3.65059,7.30468,8.24225,6.77155,17.82556,38.54113,41.09168,38.06414,1.92655,2.4536,3.85554,5.77071,13.80036,26.93355,41.51991,33.50189,43.84054
613.6,3.86246,8.90829,8.4945,7.39224,20.14179,33.78461,43.7554,40.84862,0.05929,1.86588,5.25732,6.43442,15.74631,27.18589,36.45851,30.12351,45.26018
613.8,5.34551,7.51189,8.63865,8.67672,18.22726,32.13243,41.24212,35.66759,-0.0469,2.62026,4.62339,3.62027,19.25081,27.76533,41.20412,37.83523,41.06375
614,3.43025,6.65604,9.46748,8.57328,12.96231,31.21939,42.27752,28.58138,0.57257,2.46237,4.79304,5.85035,13.30486,33.34477,35.38833,36.25865,35.61732
614.2,2.70144,4.8182,6.72874,7.81466,10.57769,28.71504,40.02973,34.68483,0.9531,1.85711,4.49839,5.26628,16.64721,37.31673,30.62518,44.2136,38.60839
614.4,1.55737,4.45784,8.72874,8.21983,14.56915,29.75852,38.99434,35.70207,0.11239,1.39219,2.92696,7.61142,16.71928,31.65318,32.24798,33.71811,37.62625
614.6,2.63364,3.61099,9.21523,9.39224,15.15889,32.14983,29.99434,35.51241,-0.61327,2.47114,1.69482,7.37248,15.90847,25.99897,35.13395,31.77216,32.99232
614.8,2.87941,4.74613,9.33234,5.90948,13.19308,32.34983,32.43681,34.27966,1.02389,0.85711,3.70375,4.18664,15.9355,30.65318,36.9936,30.28568,35.58161
615,1.34551,3.5209,5.67468,7.97845,12.69735,32.84548,33.12708,28.76241,1.55487,0.72553,2.90018,4.63796,14.60216,26.50364,38.4936,36.08748,42.57268
615.2,1.68449,2.25063,4.74676,7.80603,13.22726,31.46287,37.48991,34.66759,0.24513,0.76061,1.69482,4.58487,18.67423,24.89617,40.87079,34.79018,39.76018
615.4,2.32856,2.50288,5.22423,10.15948,13.27,30.28026,41.82619,31.02966,-0.37434,0.14658,2.17696,6.74416,18.00757,27.18589,37.74798,33.55595,40.82268
615.6,3.14212,4.68306,4.62063,10.50431,17.20162,28.14113,41.74655,31.0469,0.18319,1.05886,2.45375,4.43442,15.40396,24.98028,39.92342,30.38477,37.34946
615.8,1.48958,3.39477,4.57559,8.5819,16.47513,30.602,36.7023,32.65034,0.9531,-0.28325,3.54304,5.73531,17.03459,24.60645,38.47605,33.42081,38.07268
616,0.72686,2.05243,7.40441,8.09914,17.28709,25.4107,35.6315,26.81414,0.9354,0.56763,3.44482,5.93,16.02559,22.92421,39.45851,31.24063,34.51018
616.2,1.60822,2.37676,7.27829,8.20259,15.34692,29.56722,33.6846,31.65034,-0.0115,2.64658,3.80196,7.00965,12.82739,20.42888,41.41465,36.20459,37.80482
616.4,1.40483,2.03441,6.53955,10.47845,11.8512,27.25417,35.52531,36.02966,1.99735,2.2343,5.86446,6.83265,13.68324,24.29804,37.56377,34.82622,36.26018
616.6,1.63364,2.55694,5.71973,8.35776,11.89393,24.83678,30.39257,32.08138,0.8292,0.84833,5.43589,3.41673,15.00757,24.22327,34.40588,32.3127,35.74232
616.8,2.88788,1.52991,4.7918,7.60776,10.27,24.48026,32.85274,31.40034,0.31593,3.16412,3.33768,3.23973,12.42198,24.73729,32.66026,32.75414,39.31375
617,2.0489,2.00739,2.66568,6.68534,9.23581,24.73243,38.04743,29.86586,-0.39204,2.56763,3.68589,4.62027,12.10667,23.26065,32.07254,32.61,36.04589
617.2,1.50653,0.75514,2.84586,5.00431,10.86829,24.32374,31.22442,24.06414,0.82035,1.96237,2.75732,4.47867,14.23279,26.47561,31.45851,30.57396,33.51018
617.4,1.84551,2.18757,1.8909,5.01293,11.36402,30.3933,33.01204,33.24517,1.36903,1.69044,3.29304,1.8946,11.86342,20.09243,33.32693,28.48387,34.42982
617.6,1.59127,2.52991,2.7918,6.55603,11.9794,31.53243,32.40142,27.7969,2.38673,-0.08149,4.81089,3.40788,13.29586,20.52234,34.80939,31.91631,33.69768
