,0.24,0.24,0.24,0.24,0.38,0.38,0.38,0.38,0.53,0.53,0.53,0.53
Energy,Jet In,Jet In err,Jet Out,Jet Out err,Jet In,Jet In err,Jet Out,Jet Out err,Jet In,Jet In err,Jet Out,Jet Out err
1077.86792,2.66507,0.1358,2.44675,0.26295,4.33689,0.0519,4.38903,0.07976,11.3059,0.50327,10.46117,0.79875
1078.45772,2.93863,0.2187,2.80235,0.15714,4.97684,0.05715,4.94109,0.20111,13.42004,0.32211,12.50774,0.54751
1079.04807,3.14312,0.45055,2.93236,0.3106,5.51672,0.10418,5.55259,0.13893,16.02731,0.28391,14.8985,0.70605
1079.63898,4.0041,0.1197,3.22724,0.38156,6.56324,0.14739,6.30736,0.19999,19.27356,0.96268,18.00476,0.26115
1080.23043,4.70923,0.30304,3.69773,0.27195,7.02099,0.21395,7.12816,0.30089,22.95649,0.22191,20.74266,0.19188
1080.82244,5.38286,0.4326,4.65399,0.59593,8.00418,0.28403,8.01882,0.11622,25.40467,0.86482,23.75907,0.45896
1081.415,6.54931,0.57504,5.62285,0.19651,9.0293,0.15453,8.88898,0.25783,29.19738,0.28744,27.0665,0.5753
1082.00811,6.83438,0.60193,6.16542,0.61053,10.16646,0.41242,10.25665,0.22063,32.82304,1.05192,31.75253,0.48037
1082.60178,8.20591,0.58294,7.49716,0.41029,11.61522,0.37441,11.80793,0.23126,36.03834,0.33679,35.28999,0.38099
1083.196,9.63464,0.47116,7.8623,0.35629,13.83682,0.34029,13.23689,0.34281,40.68922,0.74742,38.88787,0.17764
1083.79078,12.0822,0.63918,9.64973,0.79297,15.7772,0.27499,15.29554,0.50163,44.41497,0.69515,42.88101,1.28367
1084.38612,15.14691,0.63674,11.76259,0.8194,18.25303,0.43335,17.98888,0.4974,50.02964,0.28919,48.47932,0.31944
1084.98202,16.78247,0.75907,13.69639,0.89123,20.99478,0.78913,21.19859,0.77252,54.95515,0.945,52.49457,0.73139
1085.57847,18.38492,0.72175,15.77283,0.17956,25.25816,1.0794,24.93575,0.31142,58.75259,0.64509,57.29641,0.63678
1086.17549,20.70187,0.79824,17.10447,0.38081,29.41958,0.18322,28.89209,0.29273,63.61626,0.90491,62.49241,1.72543
1086.77306,23.2728,0.77996,18.27735,0.28086,34.10865,0.09217,33.3969,0.61162,68.34209,0.85852,67.60027,1.27286
1087.3712,24.95903,0.74473,18.97216,0.81443,39.1636,0.39304,38.29635,0.51342,71.14295,0.26183,72.36553,0.76784
1087.96989,26.77659,1.73874,20.64471,0.35713,45.48731,0.41709,44.34671,0.18899,76.28436,0.7033,76.45228,0.51712
1088.56916,27.58221,1.30372,24.12715,0.4739,52.13472,0.18991,50.92133,0.40457,80.0895,1.42676,80.5179,0.8143
1089.16898,28.4591,2.59361,25.74384,0.23946,59.51026,0.30315,57.77753,0.22415,83.27166,1.45722,85.59242,1.41249
1089.76937,30.75344,1.42307,27.0008,0.59993,67.33265,0.32046,65.47822,0.58979,85.60904,2.1245,88.51519,2.40228
1090.37032,31.50292,1.20253,29.78931,0.66131,75.83119,1.35032,73.72464,0.71147,88.4778,1.4549,91.95137,2.59825
1090.97184,34.18714,1.0078,32.03977,0.96366,84.48734,1.63654,81.32123,0.75983,90.60508,0.72178,95.43072,2.43228
1091.57392,36.52961,1.73587,35.16372,0.52375,93.44156,0.88595,89.23287,0.93384,92.27575,1.36178,99.44397,2.43926
1092.17658,38.03648,3.39702,39.26706,1.39396,100.98748,0.85945,97.41513,0.69809,93.60822,1.58545,100.60802,0.98733
1092.7798,40.66077,2.89844,41.20481,0.59769,107.90424,0.76814,103.6634,0.84401,94.13366,2.61979,101.49008,1.46458
1093.38359,46.15887,3.57606,45.93465,2.63249,110.9434,1.5501,108.69051,1.0715,94.47372,1.87986,101.82197,0.73995
1093.98795,50.96181,4.62389,49.0905,4.29549,114.55584,1.37326,111.3087,1.58776,94.1919,1.73882,102.78904,1.44173
