,0.24,0.24,0.24,0.24,0.38,0.38,0.38,0.38,0.53,0.53,0.53,0.53
Energy,Jet In,Jet In err,Jet Out,Jet Out err,Jet In,Jet In err,Jet Out,Jet Out err,Jet In,Jet In err,Jet Out,Jet Out err
1094.59288,53.30594,3.75147,55.22655,3.31052,116.88874,1.60357,112.44259,2.09732,95.21026,0.87403,103.02121,1.40095
1095.19838,57.08173,3.56956,58.63537,2.40662,118.11607,0.26486,113.7133,1.58633,95.92641,0.49773,103.95533,0.94463
1095.80446,61.20418,2.40276,59.13296,2.96148,118.02191,0.6293,114.4124,1.57588,96.64765,1.17686,105.02356,1.92372
1096.41111,63.92903,2.29207,61.05878,2.7006,119.75329,1.23961,116.48964,1.77968,99.75266,1.68191,106.92996,1.48048
1097.01833,67.40285,1.95201,65.42127,2.82719,124.07254,2.66482,120.6282,0.95882,105.70297,2.23289,111.30157,1.96147
1097.62612,72.05847,0.9674,68.05038,3.61174,129.66485,3.91942,126.79451,1.85183,112.20014,1.49668,118.81114,0.89844
1098.2345,76.7447,3.70844,72.57351,2.15514,137.32654,3.71454,133.87798,1.88232,121.94194,1.78896,125.89267,1.37347
1098.84345,79.44268,4.22096,74.86363,2.29655,146.38117,3.57479,142.95777,1.76676,129.37253,2.36011,131.99394,1.12453
1099.45297,80.11012,0.54533,76.29111,4.01403,154.81866,3.22338,151.61345,1.05123,135.88405,1.10191,140.28207,0.71381
1100.06307,79.22798,1.55044,78.84519,6.29685,163.49967,3.40688,160.26626,2.6495,141.63777,0.39658,147.68266,0.57469
1100.67376,82.22379,2.09459,81.56034,5.77503,170.55027,3.41714,169.34521,2.95401,151.49816,1.85175,157.36216,1.16184
1101.28502,81.77408,3.93314,82.57412,3.14366,177.92561,3.44053,176.11333,1.82554,161.23794,0.75616,164.98541,2.30701
1101.89686,81.44444,5.35113,82.31676,3.75546,183.74181,3.65685,181.27025,2.66009,170.32558,1.93704,174.2999,5.22828
1102.50929,78.807,3.08267,84.33533,3.23329,188.03836,4.60473,187.02149,3.07654,180.078,5.45225,184.10149,6.0382
1103.12229,80.30904,0.71114,84.25409,1.72866,190.07463,7.95984,190.17271,3.8757,190.14558,4.57595,189.98112,2.70268
1103.73588,81.44884,4.13067,83.51701,1.49905,188.78039,8.60462,189.94029,6.02615,195.24727,4.54268,192.78394,1.08899
1104.35006,79.74035,6.56173,84.11978,1.39238,186.0707,7.91355,185.25028,5.40282,194.97342,5.30579,194.22097,3.32235
1104.96481,79.0197,4.74692,80.87375,1.2842,178.76501,9.00644,177.22435,5.70372,188.46752,7.81018,189.4904,3.35484
1105.58016,75.58832,1.49579,75.90944,1.30489,166.72206,8.29027,165.6614,4.9616,179.42338,5.18621,179.6493,4.78121
1106.19609,72.07881,3.9905,73.16856,1.38947,153.60622,7.61865,151.11605,3.82654,164.0329,5.57154,165.5635,6.0606
1106.8126,73.31738,5.68482,69.80413,2.73126,136.53728,7.14425,134.73069,4.36129,142.07241,5.2632,148.64702,5.45795
1107.42971,69.36743,3.33794,65.68345,3.20837,117.94885,5.92226,114.70403,3.33382,123.0765,5.35088,127.8879,3.29133
1108.0474,63.99711,3.18069,59.67084,3.50625,97.29251,4.08801,95.31431,2.84127,102.07657,3.83707,106.01591,4.02015
1108.66568,56.67512,2.49185,53.98499,3.02738,79.13126,3.75773,78.34081,2.13569,80.26664,2.21493,85.29508,3.77439
1109.28456,50.94164,3.56973,47.45878,1.72647,61.58805,3.3013,61.02687,0.70808,60.35431,1.14538,66.36603,2.62801
1109.90402,42.93811,1.98717,38.66716,2.40564,47.14408,2.3386,46.02202,0.65238,44.90165,0.82347,48.83613,2.01235
1110.52408,35.22426,4.09739,30.52832,1.24299,33.65047,1.32819,32.92828,0.6889,32.33549,1.47263,35.08876,2.30389
1111.14473,27.83495,4.09366,23.67254,0.599,23.78902,1.0205,22.79832,0.44356,22.24263,1.09449,25.03548,1.26086
1111.76598,21.67788,3.65976,18.00376,0.72674,15.85864,0.37818,15.28372,0.26906,14.80795,0.12775,17.0015,0.55394
1112.38781,15.87983,0.84005,13.80077,1.16846,10.62967,0.39261,10.72075,0.24139,9.594,0.47331,11.52013,0.5273
1113.01025,11.52451,1.4888,9.46161,0.98047,7.80431,0.20227,7.59144,0.2236,6.72293,0.49066,7.94739,0.47449
1113.63328,8.52756,1.274,6.78008,0.89214,5.82159,0.3184,5.69234,0.18056,5.1629,0.44,6.1112,0.27211
1114.25691,5.67117,0.72954,5.16741,0.41303,5.12905,0.25731,4.88562,0.20408,4.16077,0.223,5.08538,0.15092
1114.88114,4.15321,0.26178,3.77321,0.27331,4.29206,0.37177,4.21778,0.12697,3.65619,0.46411,4.30421,0.26759
1115.50596,3.27491,0.30136,3.08702,0.35651,3.84059,0.08122,3.7175,0.21785,3.19662,0.11747,3.90344,0.31373
1116.13139,2.66906,0.15399,2.69025,0.22628,3.46715,0.02428,3.18462,0.0333,3.3451,0.32117,3.50957,0.12457
