Energy,XFEL Harm,Fund Sq,Bin 1,Bin 1 err,Bin 3,Bin 3 err,Bin 5,Bin 5 err,Bin 7,Bin 7 err,Bin 9,Bin 9 err,Bin 11,Bin 11 err,Bin 13,Bin 13 err,Bin 15,Bin 15 err
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.153548786065630242e+07,1.153548786065630242e+07,6.216771297690403461e+08,6.216771297690403461e+08,5.125863795302992821e+09,5.125863795302992821e+09,1.387014560519183731e+10,1.387014560519183731e+10,2.904897352953320694e+10,2.904897352953320694e+10,5.720257026349503326e+10,5.720257026349503326e+10,8.956204632957138062e+10,8.956204632957138062e+10,1.354633241788739319e+11,1.354633241788739319e+11
1.078457721740863008e+03,2.865779418327119465e+00,3.817950719913131702e-02,-1.071531070057771595e+00,2.901162436778443876e+00,4.502883522572099118e+00,1.511176344753031531e+00,2.675985431275121229e+00,1.601446818795903893e+00,1.383408076366520190e+00,1.303126034816326051e+00,8.080755243410872035e-01,4.874690413924233634e-01,8.927620473406440160e-01,4.177621321966412671e-01,6.473340547148650481e-01,1.428433734862943227e+00,2.725553926014621542e+00,1.909782813948673885e+00
1.079048073183648967e+03,3.650787283063248623e+00,3.817950719913131702e-02,2.044147496743954628e-01,2.482789786438901469e+00,4.916656278918992484e+00,2.142515441381676933e+00,3.989494589678759695e+00,1.780539746030254777e+00,1.954840942964978678e+00,1.306151797305364903e+00,5.769390309008799456e-01,2.779959865378333617e-01,3.346615237406946330e-01,1.027598413249619785e-01,-4.582666318674100125e-02,1.388867507938724155e-01,2.748143947509537721e+00,2.265051593534419094e+00
1.079638975586897914e+03,4.598356036379255940e+00,3.817950719913131702e-02,-8.717839404964967676e-01,2.091793759684852372e+00,5.205370812806422443e+00,2.482029700663739291e+00,3.553000307495521870e+00,2.115302902068827151e-01,3.006048053033028911e+00,6.403893735557416589e-01,7.017536814240503407e-02,1.189956061619601213e+00,-5.710442691927871545e-02,5.848965433777231215e-01,-5.323426041494236927e-01,5.865026688291468115e-01,3.073540299931389885e+00,1.740880369592995081e+00
1.080230429722266535e+03,5.569194322774735362e+00,3.817950719913131702e-02,-1.677846918214568106e+00,1.098533010613027550e+00,4.502923476921921520e+00,1.721552519954301363e+00,5.063949514329588730e+00,6.101906678429178665e-01,2.979551502941640617e+00,1.291370916517241341e+00,-1.365274116254419356e-01,1.252242502858874396e+00,-1.239883631191368352e+00,4.929418537454682836e-01,-4.086188283405955413e-01,8.589220557230745623e-01,4.293221904394134647e+00,4.398263772200785016e-01
1.080822436362853523e+03,6.631574934926404374e+00,3.817950719913131702e-02,-1.038019148412679948e+00,9.254119090879051601e-01,7.794169228296889962e+00,9.732962324054210690e-01,6.620969551816689780e+00,2.577371449835953676e+00,2.717990316545652263e+00,8.721574265731448783e-01,-5.399652883236303325e-01,9.425052496925954149e-01,-1.739445901921303106e+00,1.080400743101007865e+00,-1.142514286522976930e+00,1.640278802760538168e+00,2.887708888842830390e+00,2.267710213558510102e+00
1.081414996283202299e+03,7.768332464843897611e+00,5.464178152444389841e-02,1.167431031227314397e+00,2.314694879101044656e+00,9.997455372425621434e+00,7.030242750577294641e-01,6.388983658296939261e+00,2.924298314756688555e+00,3.247549900869810102e+00,1.945061215163992552e+00,-5.633635511058580070e-01,5.062818484926883134e-01,-2.118696872859621383e+00,7.141553678783030268e-01,-2.480412953927967123e+00,1.420638954606811444e+00,3.576499650025548593e+00,1.916558745792514840e-01
1.082008110259304885e+03,8.995259435444316054e+00,7.823567323605853940e-02,3.667094084557716571e-01,1.216159848800126619e+00,7.780454241504714652e+00,2.419710520234017004e+00,9.883802969351306089e+00,2.714370609224797892e+00,2.169996004493240704e+00,1.323975669011708600e+00,-5.467578521515772394e-01,6.216130240094792647e-01,-2.462630845982111794e+00,8.449328968278363439e-01,-2.324846237442779628e+00,3.840511217471723887e-02,3.881400496874064743e+00,1.690978003219867132e+00
1.082601779068605310e+03,1.028804361612401230e+01,1.146985158385089992e-01,-3.125254659667395796e-01,2.244872428410562559e+00,6.721284869258693284e+00,2.235929608375803568e+00,1.006764138565699263e+01,3.764634384655306309e+00,2.802471804162938174e+00,1.025446017835452750e+00,-1.953892196342460752e-01,5.418402180602701623e-01,-3.079707651746262709e+00,1.221580974729373548e+00,-1.551751406249579190e+00,7.847809024715198811e-01,2.206125020589368546e+00,1.649465567033141733e+00
1.083196003490002113e+03,1.184823409371806946e+01,1.669117975090145256e-01,1.179657005138524672e+00,8.217661003857497093e-01,5.907677539124127186e+00,2.872499400708991679e+00,9.828909467415947177e+00,2.152791393551504395e+00,4.050477399425744807e+00,1.045929116250545299e+00,-3.551816128698455088e-01,1.013912471275928651e+00,-2.392321019478030220e+00,1.101560466787346204e+00,-2.568981634657189428e+00,1.631173123711402440e+00,3.280602524978903034e+00,1.589232013821563649e+00
