Energy,Baselined Counts,0.04,.04 err,0.11,.11 err,0.18,.18 err,0.26,.26 err,0.33,.33 err,0.4,.4 err,0.48,.48 err,0.55,.55 err,0.62,.62 err,0.69,.69 err
553.56254,14401.41036,1850.24012,32.62878,6279.04441,380.7346,11427.61314,415.38527,12555.25937,443.26375,13891.37632,454.28363,14388.57908,350.99929,15864.45043,256.32786,18998.77781,740.66589,24562.57233,629.30246,34498.95882,6237.96383
553.76468,12031.08716,1859.91839,39.0126,6122.15848,298.2691,10564.36893,218.4762,11358.32359,400.60582,12010.87451,368.7805,11909.86198,334.40207,13035.62747,192.65543,15583.51262,691.4185,20784.39884,896.57451,28783.50993,4989.92576
553.96693,9858.87313,1838.84293,34.62934,5924.60631,226.08347,9715.40306,130.82007,10188.92326,274.9925,10137.61445,302.17423,9682.07196,251.29227,10515.29713,144.66783,12486.49109,612.19635,17362.64863,1044.07766,24177.83869,4250.15752
554.16929,7931.3847,1777.05364,42.98858,5613.22781,181.15376,8870.67814,175.10779,8986.27379,150.06126,8409.32451,248.93255,7740.10895,173.38618,8290.37664,115.36345,9880.2235,467.02786,14188.66067,1078.9254,21667.01739,3499.37562
554.37176,6250.70002,1746.33754,59.35974,5200.75271,96.49014,7862.7288,218.02489,7759.99113,124.14148,6894.35754,165.99061,6060.16733,117.7443,6417.24114,131.7095,7629.50974,369.94162,11225.9287,789.21065,18529.02523,3286.54477
554.57434,4861.5954,1759.24723,65.29579,4771.87513,58.1101,6865.58503,212.86705,6546.40119,156.39446,5567.6665,121.08802,4701.24966,90.49067,4937.61398,147.54581,5826.76674,310.12383,8752.92862,749.77802,15256.17922,1834.95319
554.77703,3740.6977,1737.02564,67.45104,4340.68969,43.00496,5951.61645,159.83572,5409.631,123.24996,4402.6951,77.4633,3663.02447,73.44413,3793.1834,121.91651,4411.78781,249.33877,6660.65891,786.7051,11845.00118,1333.49499
554.97983,2870.02914,1666.50631,29.9469,3900.37256,29.88861,5085.08966,144.06009,4455.92818,84.06525,3454.64697,60.77929,2891.11746,71.65951,2926.70767,81.74554,3353.07289,191.63815,4943.72429,703.95888,9070.17529,1693.62998
555.18274,2224.64,1620.6858,14.24452,3445.82172,94.77411,4309.17942,107.47137,3643.0168,36.66553,2737.56098,50.50458,2339.47809,57.0036,2305.80635,52.38431,2588.22867,151.32147,3735.20503,536.14499,7065.86353,1954.16602
555.38576,1753.18565,1564.86664,15.8666,2996.19262,103.94372,3607.85417,66.77671,2937.31638,30.10702,2217.48757,43.74938,1951.44413,45.90156,1879.75752,37.34291,2030.08538,96.75581,2837.2611,326.1966,5570.09647,1942.23972
555.58889,1406.54594,1468.49957,15.06768,2579.22416,48.34208,2999.79627,47.83914,2377.51165,55.1863,1833.87183,38.79754,1667.98391,43.34964,1585.35762,30.85861,1640.68346,57.36975,2168.26961,183.15373,4084.07229,1613.12689
555.79213,1154.4655,1348.44067,7.03193,2219.67491,37.72188,2495.57331,20.27107,1934.91603,59.23501,1546.02668,31.45457,1465.19762,40.12197,1378.88575,26.31354,1396.51214,32.59509,1712.31737,108.86991,2899.27516,1053.39263
555.99548,968.39558,1223.11071,22.32299,1886.44103,38.10288,2065.13976,13.72276,1588.31456,51.5577,1332.31276,28.93798,1313.72184,34.75883,1234.15457,27.12049,1242.20099,23.85413,1445.75635,62.40393,2137.27242,632.55688
556.19894,827.91933,1096.55974,16.67615,1595.14008,47.65512,1691.04256,18.02654,1326.69461,36.22329,1176.69179,27.58842,1196.10407,28.31179,1128.54324,25.32856,1135.13538,19.17697,1286.93849,40.6435,1629.98797,240.01949
556.40251,717.41184,989.9401,6.21928,1349.07344,52.2771,1379.99799,27.19649,1120.76339,22.84941,1060.25628,22.41887,1102.25846,27.48447,1043.36258,21.1407,1055.53498,21.45903,1172.22935,23.71093,1359.23673,52.95949
556.6062,628.29894,886.09902,23.29127,1135.79954,58.10004,1134.29274,28.2457,968.18029,10.66684,968.78852,19.09012,1023.41468,24.78732,975.03465,19.78008,990.33305,21.16697,1086.80948,16.93881,1237.94366,22.61172
556.80999,555.32234,784.19247,25.72996,944.54058,56.77747,944.32089,25.20333,857.02082,8.80082,896.87989,17.50042,956.47274,22.42722,917.65619,17.63534,935.92901,14.86768,1024.1018,16.66611,1152.79477,37.40519
557.01389,496.73747,703.43003,18.00458,800.27731,58.83719,799.63393,15.80872,771.05207,12.12605,840.66147,16.24093,900.91011,20.19827,870.11986,14.72149,893.28806,10.63658,971.04491,15.20474,1069.46954,40.84363
557.21791,447.00771,639.74066,7.72146,688.53993,48.79478,684.05462,8.6797,703.48012,8.57071,791.80672,15.2186,853.22209,17.02096,827.82444,12.76021,856.66514,10.01983,928.37123,10.88991,988.01085,71.13186
557.42203,405.18825,581.26125,8.21105,597.7604,31.81845,594.57151,6.24045,648.56955,6.74803,751.66843,13.99795,813.26338,14.54709,791.59782,10.99618,821.55976,9.03811,893.03516,5.68615,951.32889,46.63429
557.62627,371.87104,529.16744,9.68855,531.91892,24.28038,530.4428,6.29972,604.22639,7.70349,719.2124,12.92609,781.9915,13.15848,762.455,9.60943,792.36849,7.65008,858.60319,2.69136,909.2285,40.56816
557.83062,344.20445,495.47929,14.31437,488.00361,16.07047,485.0782,5.76851,572.41128,8.2202,691.74561,11.03423,753.7854,11.86629,737.94331,9.19074,768.1155,7.75748,833.84944,1.91934,887.99739,34.77686
558.03508,320.63834,469.0875,14.71223,452.92051,8.72522,456.11036,3.85489,547.84356,7.84974,667.24482,9.48804,729.44126,11.19623,717.10576,7.8769,746.12711,6.97074,809.35829,0.72437,877.1098,10.63434
558.23965,299.88173,447.06636,10.79781,427.10747,6.77415,435.60149,1.17767,528.50705,6.69643,645.72579,8.32976,707.79899,10.74725,698.00866,6.83593,725.61336,4.1716,786.35463,2.37672,850.04248,34.77666
558.44433,281.5218,429.55435,6.98087,407.58193,5.83935,418.88778,0.98824,510.92039,6.7803,626.27542,7.49761,688.21339,9.3499,681.52701,5.9297,707.36121,4.55073,766.91011,4.5878,851.46,48.39456
558.64912,264.5252,414.90901,9.18027,391.66129,4.05964,407.84457,1.11334,497.05919,6.57859,607.92945,7.52045,669.26284,8.38772,666.10625,5.71937,691.16889,4.47993,750.20842,1.43743,828.08601,22.63551
558.85403,249.37319,403.34583,8.93353,381.86692,4.02113,399.11504,1.35549,485.07553,5.16616,590.73961,6.99927,652.29562,7.84222,651.67156,5.05674,678.64799,4.12363,734.39901,1.17295,796.27974,16.27615
559.05904,234.26668,392.92138,3.73628,374.04344,5.28332,391.1074,2.17249,473.95083,4.3082,574.09849,6.13856,634.08385,7.2576,637.44716,4.55415,667.69085,4.05349,717.86571,3.58601,780.72065,12.76099
559.26417,220.8656,383.72492,2.15725,366.9132,4.06574,385.58405,1.31317,464.88907,3.2486,559.33774,6.09592,617.6227,6.87574,625.33692,5.07956,656.42977,2.56129,707.2795,3.48754,761.79516,11.22738
559.46941,208.49763,378.08544,0.66525,362.11617,4.27853,380.5589,1.00615,457.23678,2.98443,545.90814,4.63796,601.81784,6.27809,613.76702,4.97138,646.98977,2.25747,701.08587,2.04362,744.20209,12.87826
559.67477,197.16601,372.25848,1.20888,356.36801,3.00467,377.03651,0.94993,448.90977,2.52635,533.11907,3.60645,587.54876,5.57393,603.30022,4.05764,639.42957,1.90803,691.92014,4.83235,721.1719,3.76794
559.88023,186.41891,366.75965,2.22679,352.78697,2.3871,374.66261,1.03042,442.06132,3.12982,520.37112,3.40009,573.8317,5.49052,593.76865,3.77173,631.93565,2.22033,682.50895,5.30692,720.56732,6.93786
560.08581,177.05755,360.70382,4.22337,350.32167,2.94019,372.1402,0.88465,435.51498,2.4526,509.96356,3.22146,561.46068,5.25747,585.58791,3.95921,625.23958,2.22414,676.0635,2.02816,727.09686,8.73485
560.2915,169.20017,358.42417,0.20509,347.30843,2.32264,368.45289,0.95354,431.27334,1.10707,501.35662,3.30356,551.27004,4.50664,578.10492,3.70439,620.07976,1.95199,670.29974,1.37509,711.94196,6.58789
560.4973,162.09143,356.26898,0.73704,345.55853,2.0838,366.30925,1.10677,426.80736,1.54096,492.61058,2.33299,542.20184,3.99342,571.64528,3.31009,615.39493,1.27133,666.4304,4.02848,704.8617,19.83859
560.70322,155.76174,354.21159,1.97008,344.2262,1.94505,366.10529,1.09482,422.22303,1.50159,484.91025,2.31888,534.33029,3.95785,565.73523,3.18538,611.29035,1.6146,660.43257,1.41722,695.77673,10.87893
560.90924,150.56732,351.93242,2.12342,342.74109,2.9927,365.53896,1.62968,418.17958,1.19167,478.40687,2.8368,527.39598,4.03945,561.7644,3.02994,607.71708,2.74267,657.68972,5.08584,704.96275,5.13287
561.11538,145.8743,350.66858,0.99109,341.56496,3.80603,363.48091,1.65521,414.18245,0.94498,472.66763,2.77874,521.61049,3.22675,557.97027,3.33235,603.79964,3.56903,653.36646,3.22453,698.07307,17.99047
561.32163,142.16571,347.81393,0.41068,340.77177,2.56653,363.19275,1.45092,411.65148,0.92958,467.82172,2.69416,517.051,3.21096,554.77918,3.17345,601.4347,3.29,648.39355,2.38357,688.80026,8.67574
561.528,139.09197,344.79157,1.13797,338.58447,1.68036,361.82108,1.60627,409.5778,0.31117,463.63653,2.76943,513.44737,3.17125,552.01465,3.02933,599.68003,2.35618,648.61446,5.30486,678.73072,7.74409
561.73448,136.50942,342.88296,1.09073,337.53222,1.67039,361.23163,1.48713,407.09794,0.39061,459.80654,2.68625,510.06938,3.2122,550.28645,2.46263,598.45749,2.71571,648.74388,3.01737,692.61516,10.91658
561.94107,133.85097,339.89131,1.31787,335.23644,2.02408,360.42341,1.20265,405.23946,0.6155,456.75729,2.49017,506.85443,2.93418,548.25973,2.46389,595.82651,3.10543,645.84458,3.03963,683.69229,4.20218
562.14777,131.4342,338.42864,1.50453,333.65799,2.16788,359.50088,0.75879,403.85542,0.9105,453.89352,2.19225,504.34991,3.54495,545.85784,2.58233,593.39163,3.02442,642.1948,2.64089,666.24745,13.50765
562.35459,129.05364,337.83259,0.91287,333.16073,1.43266,358.61091,1.03795,402.15668,0.82846,451.42416,2.31473,501.66741,3.77704,543.57012,3.16335,590.39987,3.00264,640.14401,4.4479,668.62824,11.37171
562.56152,126.8767,334.91112,1.82556,331.57872,0.43814,358.59864,1.87687,401.03729,0.68252,449.2542,2.48838,498.92886,3.29534,541.92077,3.2478,587.64741,3.2578,635.48854,5.32579,674.51778,8.62566
562.76857,125.28497,331.77278,2.70918,331.30572,0.46987,358.09256,1.65947,400.18767,1.07863,447.61725,2.37426,497.32423,2.96435,539.81076,3.21774,586.83226,3.51049,632.30961,4.75095,675.10588,4.64189
562.97572,123.47583,329.8596,1.91387,330.27013,0.89924,356.74658,1.62572,398.96031,0.60742,445.9094,2.24297,495.93398,2.92434,537.58257,3.62158,584.26413,4.57956,627.05281,3.61198,687.32366,9.38351
563.183,121.65113,327.46986,2.08678,330.18374,0.64477,356.18583,1.45181,398.29792,0.52732,444.31868,2.12163,494.01277,3.51855,535.25315,3.10231,582.14552,4.10357,626.3962,4.92121,691.81268,14.66847
563.39038,120.21458,324.58042,1.59512,329.16394,0.72944,355.64478,1.33384,397.1902,0.51589,443.66505,1.77071,492.67475,3.16178,533.71168,2.62799,578.76261,2.40952,625.5288,4.76886,677.58418,11.17932
563.59788,118.11065,322.98586,1.02184,328.74605,0.58443,354.27508,1.60777,395.51376,0.70403,442.44679,1.82207,490.50184,2.89904,531.08529,3.19427,575.82026,1.33973,622.23282,2.38694,656.92889,5.38883
563.80549,116.32422,321.80268,1.13556,328.81874,0.73485,354.21321,1.10585,394.23765,0.42,440.84296,1.46139,489.00456,2.91402,528.66697,2.89835,573.35905,1.73986,619.07443,0.93712,657.76523,9.89029
564.01322,114.68184,320.93703,0.54013,327.6345,0.72742,353.15341,0.32473,393.50987,0.69461,439.83728,1.5834,487.35658,2.82628,526.86932,2.23601,570.34937,1.88549,614.65046,2.51588,651.24549,4.65649
564.22106,113.42572,320.08907,0.85633,326.87722,0.8314,352.51539,0.51611,393.01349,0.37106,439.16017,1.7988,485.97957,3.39525,525.42282,2.18171,568.17679,1.92142,614.02639,1.40951,634.16523,7.86253
564.42902,111.72306,319.25613,0.58493,326.39036,0.43098,352.36078,1.45254,391.11091,0.83734,437.2265,1.80375,484.3479,3.65113,523.91893,2.21789,565.73836,2.69386,610.50647,2.75527,634.47765,13.76174
564.63708,110.24511,319.22957,0.44705,326.84126,0.35294,352.2847,1.72029,390.11222,0.87891,436.27825,1.28387,482.51945,3.57955,521.84077,2.34938,564.80827,2.63337,607.32151,7.38359,644.76837,4.26545
564.84527,108.64126,318.83865,0.26888,326.89103,1.20364,351.76018,1.12062,389.60675,0.50087,435.15721,0.9103,480.52849,3.33271,519.63936,2.04092,563.6136,2.92603,604.4264,5.17865,651.14928,3.42156
565.05357,107.32842,318.41662,0.12785,327.03472,1.41815,351.20987,1.38067,389.09491,0.68574,433.78101,1.46887,478.98329,3.21927,518.28204,1.69641,562.37044,2.98479,602.53299,4.78025,641.71216,11.81761
565.26198,105.75506,317.69753,1.31798,326.46836,0.6619,349.94105,1.30512,387.97087,0.646,431.89926,1.56319,477.77157,3.41554,516.75408,1.79539,559.38705,2.55228,602.75344,2.43459,634.42209,3.41803
565.47051,104.75417,317.41387,1.45496,327.12602,0.83159,349.657,1.25012,387.59976,1.10589,430.85354,1.27622,476.94031,3.06739,515.36937,2.11542,558.0498,2.32803,600.62546,2.16907,621.57542,16.73345
565.67915,103.48484,317.40298,1.4743,327.53414,1.45844,349.954,0.98539,386.53026,1.00441,429.29827,1.76133,475.15766,2.84328,514.25702,1.98629,557.65661,1.55048,597.39674,2.29185,623.4719,25.10935
565.88791,102.22341,317.12107,1.09175,327.387,1.07322,349.58712,1.62622,385.63994,1.18042,428.29076,1.72195,473.58423,2.92284,512.77207,2.08304,556.24949,1.81959,599.53806,4.30583,631.50105,12.88007
566.09678,101.05605,317.19727,1.00657,327.18532,0.89778,349.56175,1.00352,385.39029,0.96171,427.39065,1.2933,472.22183,2.67893,511.29427,1.93276,555.0033,3.33782,596.98395,2.68369,631.86013,26.84473
566.30576,100.1642,318.17084,0.84386,327.22401,0.72716,349.20493,1.17261,384.63053,1.25503,427.03866,1.2693,471.17105,2.58216,510.1632,2.06475,553.92768,3.59098,593.35594,1.477,625.33242,11.27182
566.51487,98.85502,317.46209,0.34346,326.71735,0.81029,349.29383,1.40001,383.9278,0.97363,425.86034,1.36689,469.62274,2.2185,508.67878,1.79567,552.45383,2.78708,593.0994,1.14287,627.17007,9.98956
566.72408,97.95287,316.42756,0.89357,326.09102,1.36792,349.26362,1.58391,383.90331,0.69708,424.52841,1.30791,468.74934,2.32765,507.92001,2.25467,551.25196,2.65494,591.08234,1.65659,618.71255,13.67683
566.93342,96.8481,315.5634,0.55865,325.61903,1.48378,348.92601,1.52567,384.27415,1.22929,423.7783,1.38834,467.02571,2.02123,506.81228,2.1765,550.15093,2.80186,589.60789,2.54308,623.8915,19.70227
567.14286,95.95162,315.86246,1.59596,325.16399,1.19917,348.69429,1.46995,384.39157,0.73381,423.16963,1.83418,466.1238,2.61609,505.59006,1.47491,548.41237,2.83004,591.03821,4.68168,617.91778,11.38331
567.35243,95.15481,316.42668,1.30039,324.48165,0.69368,349.11133,0.95909,383.79304,1.00733,422.16573,1.56533,465.54051,2.64551,504.78509,1.54769,546.87932,2.76523,589.41539,3.72369,606.84444,18.5116
567.56211,94.02584,315.7487,1.16081,324.35498,1.0315,348.86759,0.9505,383.60748,1.18846,421.29625,1.21584,464.16353,2.85574,503.62795,1.61079,545.29745,3.0282,585.07479,3.72805,610.8983,20.03249
567.7719,92.82112,314.92972,0.96518,324.52075,1.06293,348.45952,0.3626,382.07092,1.01373,420.43367,1.5149,462.89751,2.67596,502.48546,2.0901,543.31089,2.62621,582.05691,1.48109,623.77451,8.72179
567.98181,91.92301,315.00701,1.15127,324.1643,0.86631,348.97503,1.41857,381.63909,0.98321,419.88292,1.61562,462.3068,2.46192,500.95494,2.27701,541.46685,1.88711,582.88524,0.78709,617.7634,7.90122
568.19184,90.57063,314.6659,1.17738,323.93764,1.16609,348.44315,1.55162,381.69807,1.32053,418.75246,1.60369,460.96701,2.7738,499.02269,2.10439,539.51569,1.45946,582.66092,2.0536,618.7217,12.59342
568.40198,89.27535,314.39597,1.21681,323.91261,1.59646,348.69239,1.9759,380.98236,1.29521,417.84519,1.47413,459.52666,2.63851,497.05127,1.86664,538.81692,2.08493,578.54841,3.65384,611.68105,13.3552
568.61224,88.08807,313.9236,0.95291,323.80511,0.98105,347.46614,1.18484,380.48292,1.44183,417.20227,1.37665,458.14097,2.45068,495.72858,2.18086,537.12373,1.93413,575.25394,1.26901,612.31804,9.14372
568.82261,86.81168,313.76336,0.34688,323.8728,1.00257,347.01878,1.41257,379.88571,1.39467,416.63874,1.59534,456.62027,2.37839,494.45399,1.86262,534.39868,2.13195,572.81315,3.03196,616.26771,12.86542
569.0331,85.06915,313.089,0.18518,323.41328,1.05682,346.99198,1.26927,378.57551,1.51703,414.83286,1.18826,454.95365,2.7575,492.36163,1.79836,532.34917,1.42936,571.32906,3.45605,610.15399,10.74402
569.24371,83.5913,313.16021,0.40689,323.12627,0.78613,346.36284,0.90927,378.40396,1.12506,413.64175,1.2666,453.83771,2.76991,490.25855,1.81955,529.44574,1.0936,569.00391,3.93619,600.76497,10.00465
569.45443,82.23559,312.82572,0.37436,322.71477,0.89747,346.34666,1.22861,377.63908,0.78789,413.03798,1.70666,452.05202,2.31492,488.68345,1.68508,527.6255,1.56097,567.04733,2.42609,603.43778,25.64495
569.66527,80.95633,312.69325,0.30323,322.89696,1.19219,347.14938,0.85661,377.46349,0.45936,412.1703,1.56432,450.48486,2.19941,487.14606,1.6124,525.76469,2.50736,563.69838,1.78162,599.59359,17.78656
569.87623,79.56902,311.9956,0.40196,322.56423,1.5459,346.83558,0.91032,376.86968,0.47828,410.93695,1.31959,449.02468,2.16348,485.40614,2.15172,524.00616,3.05864,564.04298,2.37604,591.65281,10.14421
570.0873,78.32627,311.77144,0.09892,322.78372,1.31552,345.57368,1.06076,375.61373,0.1827,409.80087,1.4396,448.08108,2.36544,483.73807,2.2579,522.56303,2.80575,560.44165,2.14446,582.65595,19.63506
570.29849,77.03544,311.62824,0.29299,323.21114,1.06855,345.86923,0.68848,375.02429,0.30172,408.45155,1.10765,446.82157,2.11349,482.32846,2.24653,520.26348,2.47818,558.14207,1.8233,589.22248,17.20569
570.5098,75.71492,310.42665,0.50947,323.04795,0.62068,345.33275,0.90061,375.03601,0.823,407.35273,0.90743,445.41715,1.95273,480.96859,2.05842,517.74804,2.27825,555.95477,2.77059,588.54693,17.94254
570.72122,74.12465,310.27418,0.67461,323.16796,1.04647,345.0709,1.10517,373.96924,1.21448,406.66079,1.13172,443.85496,1.95569,478.57587,1.82534,515.38091,3.14871,554.00424,3.78612,575.61634,20.53781
570.93277,72.92458,310.11716,0.26227,323.30867,0.53583,344.39817,1.35615,372.95617,1.18408,405.63222,1.57529,442.68953,1.80817,477.1201,1.42891,513.76229,2.82405,552.55487,4.76425,583.34222,14.63091
571.14442,71.8407,310.14418,0.72833,323.10907,0.70046,344.29374,1.69926,371.82256,0.85038,404.53736,1.6744,441.77926,1.73716,475.77438,1.32388,512.52222,1.92835,549.13437,1.91518,592.27948,7.16759
571.3562,70.50622,310.13079,0.89731,322.89286,0.18406,344.33481,1.79999,371.22726,0.85536,403.19886,1.33196,440.53288,2.3165,474.06401,1.58442,511.09308,1.60545,544.59448,3.63305,584.03608,12.03797
571.56809,69.14378,309.85797,0.21645,322.72214,0.45692,344.42144,1.3083,370.75765,1.1493,402.46409,1.39763,438.43213,2.05152,472.74071,1.31028,509.49282,1.57312,542.93927,1.20916,585.27673,10.76692
571.7801,68.27655,310.29244,0.26344,322.25603,0.62097,343.54525,1.26074,369.98621,0.85808,402.04169,1.73906,437.61232,1.96395,471.50728,1.23619,508.21782,1.77365,542.58662,3.39133,578.80026,14.62713
571.99223,67.5924,309.84888,0.30676,322.06607,0.78849,343.26042,1.66401,369.20328,0.31936,401.02354,1.6796,437.2002,2.13136,470.85954,1.83044,507.10393,1.82263,541.32867,4.72494,571.36523,5.26302
572.20448,66.97042,309.80707,0.28119,322.47786,0.83904,343.51757,1.61167,368.94692,0.4303,400.07909,1.21257,436.36756,2.37749,470.36954,2.16302,506.56495,2.28322,541.6109,3.50347,570.32288,7.05974
572.41684,65.69529,309.37543,0.24044,321.92986,0.51852,342.27106,0.49945,368.24235,0.40606,399.60446,1.04504,435.08084,2.34152,468.81517,1.71585,504.15897,2.34694,538.81657,2.80707,558.17386,12.05013
572.62933,64.81284,309.27874,0.77284,321.64765,0.36862,341.82169,0.28536,367.78421,0.68417,399.07325,0.86024,434.02736,1.96573,467.88863,1.45522,502.80813,2.23688,536.60444,2.30103,567.61059,4.10191
572.84193,64.02131,309.70846,0.5654,321.37054,0.24979,340.93621,0.61673,367.03048,0.30746,398.58667,0.87822,433.25868,1.87506,466.88894,1.34698,501.69649,1.641,536.04414,2.92393,558.42366,2.90329
573.05464,63.15289,309.47551,0.32549,321.04793,0.37483,340.7789,1.05501,366.6718,0.26112,397.92617,0.80176,432.34582,1.76968,465.9217,1.63479,500.11059,1.17416,535.68656,2.56689,555.11007,1.92001
573.26748,62.44254,309.37186,0.46128,321.27768,0.57891,340.32257,0.58125,366.00386,0.58877,397.03148,0.84758,431.73855,1.80562,465.21354,1.62509,498.86974,1.98076,535.90094,4.5612,566.76183,6.34103
573.48043,61.55967,308.66371,0.15325,320.38812,0.34341,339.54574,0.70058,365.92435,0.12786,396.25788,0.72541,431.0917,2.02323,463.9597,1.78967,497.81398,2.46935,532.4674,4.02607,562.93111,4.14543
573.69351,60.78626,308.97907,0.2917,320.00936,0.44795,339.06907,1.05521,365.86948,0.56329,395.5388,1.14403,430.33972,1.60165,463.08269,1.70855,496.425,2.12304,531.82377,1.76732,567.4017,14.28263
573.9067,60.10934,308.63424,0.39274,320.02343,0.75958,338.80549,1.37425,365.24093,0.65311,395.36966,1.35219,429.55441,1.5866,461.76441,1.71466,496.2839,1.81971,532.47343,2.62132,562.17216,16.15912
574.12001,59.10302,308.44528,0.2681,319.55876,0.36355,338.14862,1.22538,364.76482,0.54556,394.31842,1.16467,428.48847,2.07526,460.84355,1.79096,494.92936,2.09536,529.68151,4.3983,561.58732,9.97562
574.33344,58.57153,308.79757,0.24285,319.04733,0.27776,338.07139,0.97576,364.1651,0.52097,394.14035,1.13899,428.11231,1.68952,460.17794,1.56266,493.55569,2.02419,527.98089,3.74101,553.57098,5.43841
574.54698,57.8678,308.36619,0.39439,318.64121,0.58713,337.67293,1.23063,363.30739,0.63844,393.71887,1.49507,427.22788,1.70947,459.35917,1.77863,492.93053,1.86603,528.16984,2.99593,559.37059,7.40049
574.76065,57.47018,308.44125,0.96086,318.55562,0.48451,337.53344,0.7677,363.7596,0.94709,393.48647,1.20251,426.63286,1.71285,458.86436,1.82964,492.6522,2.15132,526.08733,1.95257,554.63307,3.34583
574.97444,57.06046,308.37682,0.28023,318.24902,0.30846,337.65605,0.33914,363.6636,1.17224,393.06253,1.14779,426.64018,1.67037,458.19624,1.28585,491.56604,2.23119,523.3548,1.61507,541.67634,7.96636
575.18834,56.51583,308.05425,0.17569,317.87041,0.84201,337.156,0.29073,363.14112,1.01823,392.42151,0.81438,426.07933,1.84565,457.57152,1.26051,491.2925,2.26783,522.90769,1.2208,550.05843,2.42214
575.40236,55.79114,307.98732,0.37349,317.58429,1.10628,336.53773,0.72554,362.29068,1.21154,392.23334,1.04649,425.06948,1.9244,456.82508,1.11446,490.27311,1.75588,522.77964,1.52522,555.61203,8.45476
575.61651,55.45571,307.12847,0.47476,317.34582,0.67518,336.54139,0.78918,361.93947,1.33179,391.77738,0.80043,424.64893,1.81847,456.75514,1.33409,489.84311,1.73009,522.1039,2.42429,538.01059,8.26466
575.83077,54.83565,307.09297,0.30068,317.33949,0.6093,336.11929,0.35464,361.86998,0.58252,391.28155,0.87009,424.21574,1.76822,456.03334,1.44681,488.256,2.18262,519.96415,3.2457,536.45908,11.87819
576.04515,54.47896,307.32696,0.50583,317.0897,0.90452,335.76392,0.91075,361.98526,0.28828,390.77234,1.37484,424.0123,1.65195,455.42621,1.25196,488.14864,2.65004,517.79831,3.95613,548.25621,20.3731
576.25965,53.69915,306.6449,0.33107,316.68975,0.70657,336.03669,1.19904,361.38757,0.4912,389.94908,1.13656,423.30079,1.54521,454.49783,1.49372,487.32218,2.58812,516.27589,2.4738,542.4332,11.3532
576.47428,53.11042,307.03833,0.23985,316.51276,0.31464,335.94553,0.86064,361.3191,0.58723,389.3111,0.64776,422.85037,1.47413,453.72317,1.3858,485.94408,1.70452,518.28342,0.86426,537.80797,10.60843
576.68902,52.62391,306.49276,0.51977,316.48029,0.345,335.77646,0.66973,360.81293,0.86919,389.08591,0.92218,422.23079,1.46526,453.09602,1.4125,485.53753,1.67357,517.77487,0.55613,545.42889,9.71152
576.90388,52.49615,307.17041,0.73716,316.3222,0.31836,335.3302,0.85417,360.50188,0.9069,389.51161,1.25336,421.72132,1.64026,453.1073,0.97767,485.41767,2.52137,517.15041,1.48029,542.34588,13.02864
577.11886,52.11576,307.01936,0.19231,316.22143,0.39587,334.83024,0.52529,360.08658,0.81963,389.37486,1.13925,421.46891,1.79482,452.53489,1.04454,484.58272,3.59068,517.12632,2.7451,545.42222,14.07255
577.33396,51.98296,306.76648,0.27515,316.05124,0.38393,335.34357,0.49818,359.38205,0.69592,388.82255,1.41501,421.421,1.85753,452.59367,1.02664,484.71468,2.98162,516.44256,1.53263,551.63699,17.84388
577.54918,51.39761,306.23294,0.18716,316.17426,0.61125,335.36818,0.6557,359.2828,0.45982,388.21278,0.83957,420.87049,1.92508,451.72953,0.98115,484.14298,2.06581,515.4923,0.61191,547.9034,8.92728
577.76452,50.91595,306.07403,0.2681,316.38027,0.76703,335.13918,0.72561,359.50551,0.18716,387.85759,0.76785,420.27127,1.73592,451.08468,1.09209,483.67101,2.11132,515.22792,1.36082,534.8302,1.83164
577.97998,50.46458,306.62384,0.15447,316.09197,1.12357,334.25948,1.41642,358.50036,0.14081,387.73745,1.09506,419.8095,1.52423,450.49404,1.54387,483.3285,2.42604,514.60459,0.92353,526.23085,7.19924
578.19557,50.24122,306.48007,0.24122,315.96187,1.24334,334.21247,1.04189,357.90884,0.64553,387.92483,1.10029,419.45687,1.65929,450.0849,1.62751,483.19923,2.40051,514.97787,2.81342,523.64614,2.19396
578.41127,49.77274,306.01759,0.15755,315.66347,1.20026,334.26853,1.22834,358.16812,0.58766,387.41131,1.10372,419.39199,1.66807,449.47645,1.28249,481.47748,1.84891,512.06926,2.71526,533.45007,9.14028
578.62709,49.41184,306.27462,0.2845,315.73641,0.46024,334.39836,0.92303,358.1254,0.69658,387.11125,1.17428,418.93414,1.77035,449.16585,1.51589,480.82307,1.87481,511.11385,2.05933,537.75739,5.89892
578.84304,49.07211,305.83209,0.09382,316.20842,0.36027,334.06425,1.21074,358.57712,1.12428,386.63041,0.9103,418.55137,1.86474,449.04545,1.53642,479.73886,1.86891,510.75619,0.66997,535.34837,1.85242
579.0591,48.70666,305.81089,0.15473,316.21609,0.20908,333.95775,1.41669,358.40035,0.19033,386.37736,1.08927,418.10095,1.89279,448.60825,1.44119,479.38294,2.02488,510.08487,1.99849,530.26562,7.82976
579.27529,48.14787,306.00778,0.59731,315.67872,0.28973,333.04164,0.83448,358.25744,0.6064,385.67219,1.26686,417.85312,2.03109,447.78865,1.34816,478.35849,1.77171,511.05152,1.54498,524.88471,8.83062
