Energy,t0,t0 err,m,m err
1.053583098695838999e+03,5.945817288279220403e-01,1.880110984072069866e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.054150468904166019e+03,5.686037809968136347e-01,3.677980058128572233e-03,1.635213562025912212e-02,3.504632456955178704e-03
1.054718358209241387e+03,5.454365950878691249e-01,4.914664427439759814e-03,3.074103391660648957e-02,6.578803593903173423e-03
1.055286767323786762e+03,5.288930139122735019e-01,7.533514058029049283e-03,4.324463014354145568e-02,9.243112566637333785e-03
1.055855696961829153e+03,5.087758349805665548e-01,7.883767876535375391e-03,5.394130283119107777e-02,1.151832530823001383e-02
1.056425147838704561e+03,4.919247691198147532e-01,1.144681978230678923e-02,6.290987583957124984e-02,1.342538511940730324e-02
1.056995120671059794e+03,4.822332712765203255e-01,1.448109079010837311e-02,7.022962042228700352e-02,1.498542553295883692e-02
1.057565616176855656e+03,4.757010569389540366e-01,1.573555136261699586e-02,7.598025729978191700e-02,1.621978602029767319e-02
1.058136635075371260e+03,4.677847354446954542e-01,1.713977664330200087e-02,8.024195874215347968e-02,1.715003125287592120e-02
1.058708178087205397e+03,4.592033487701370209e-01,1.675158727707398362e-02,8.309535066154653815e-02,1.779797480519957481e-02
1.059280245934280401e+03,4.551616281984094958e-01,1.557201768525872700e-02,8.462151471423091931e-02,1.818570838648134180e-02
1.059852839339845104e+03,4.512473918558447816e-01,1.481046460223083006e-02,8.490199041236946853e-02,1.833563789934462840e-02
1.060425959028478019e+03,4.573442545995556330e-01,9.995848272870186402e-03,8.401877724553606652e-02,1.827052780611558916e-02
1.060999605726090067e+03,4.532050942949590877e-01,1.304644295461772179e-02,8.205433681203083696e-02,1.801355534458303279e-02
1.061573780159927765e+03,4.515675183876953214e-01,1.377717693708952092e-02,7.909159496004000700e-02,1.758837588452799236e-02
1.062148483058576630e+03,4.546617127120878843e-01,1.318854143439250441e-02,7.521394393868442718e-02,1.701919977401069803e-02
1.062723715151963233e+03,4.595511176172631940e-01,1.281882650892082753e-02,7.050524455901677201e-02,1.633087866565836530e-02
1.063299477171360195e+03,4.683070422967768875e-01,1.381956738289153407e-02,6.504982836498512944e-02,1.554899421267505639e-02
1.063875769849386643e+03,4.723527810293088880e-01,1.089191576492218316e-02,5.893249981446942870e-02,1.469993189108132273e-02
1.064452593920014124e+03,4.830141524817037624e-01,1.092393967862233251e-02,5.223853847035429820e-02,1.381090392064321729e-02
1.065029950118567513e+03,4.911213431218316439e-01,1.018457585854830316e-02,4.505370120178358445e-02,1.290985302748404173e-02
1.065607839181729332e+03,5.006962690994529730e-01,9.534639960233898606e-03,3.746422439556348905e-02,1.202511928812631005e-02
1.066186261847542937e+03,5.138237520768708100e-01,1.084621364660966897e-02,2.955682617780843249e-02,1.118468993650878658e-02
1.066765218855414332e+03,5.224244738524742582e-01,8.361167835315701236e-03,2.141870864588935747e-02,1.041480574158017147e-02
1.067344710946117175e+03,5.329263463670799172e-01,7.470010156592037966e-03,1.313756011067052781e-02,9.737742560970282998e-03
1.067924738861794594e+03,5.429027044440721816e-01,6.882654761200855155e-03,4.801557349172221219e-03,9.168839833915040996e-03
1.068505303345962830e+03,5.528893122899066759e-01,6.118207545639054411e-03,-3.500632132358699571e-03,8.713367650648173868e-03
1.069086405143514185e+03,5.627442230776728005e-01,5.426962721739204444e-03,-1.167984782488524706e-02,8.364403973874338233e-03
1.069668045000720895e+03,5.722674241744897250e-01,5.771428951416864017e-03,-1.964643393249497147e-02,8.103005260062546081e-03
1.070250223665237627e+03,5.816434238916822208e-01,5.720139894095807760e-03,-2.731023707770914577e-02,7.901223212282523778e-03
1.070832941886104663e+03,5.902864384572278356e-01,5.355380873385765482e-03,-3.458060399616483954e-02,7.727388373675591303e-03
1.071416200413751540e+03,5.975245443834246162e-01,4.945350340072251875e-03,-4.136637922061354999e-02,7.552549812374472794e-03
1.072000000000000000e+03,6.039749155292379879e-01,4.737862128300089973e-03,-4.757590275416927889e-02,7.357502290673493227e-03
1.072584341398067409e+03,6.090290747193499721e-01,4.504471524113884580e-03,-5.312010485229608225e-02,7.141380848611146755e-03
1.073169225362569250e+03,6.138110063292774310e-01,4.643604713886017969e-03,-5.797301960870431675e-02,6.937112419902922815e-03
1.073754652649524132e+03,6.234008010503266917e-01,6.617311950188898770e-03,-6.216819757228789212e-02,6.803957667172726154e-03
1.074340624016354923e+03,6.359233981912612022e-01,8.679065766735615667e-03,-6.574168406369901296e-02,6.802752204666312127e-03
1.074927140221893296e+03,6.316664309551865975e-01,6.857754678760980341e-03,-6.872973071948061674e-02,6.975600054745192957e-03
1.075514202026383145e+03,6.363270750926854902e-01,7.005189236328174252e-03,-7.116879646009378890e-02,7.329783239744711368e-03
1.076101810191482627e+03,6.413939274299053084e-01,7.413810522193877393e-03,-7.309554846246626991e-02,7.835467388214265028e-03
1.076689965480269166e+03,6.450851909362510517e-01,7.428176414295403415e-03,-7.454686313710078005e-02,8.436961764086484822e-03
1.077278668657240814e+03,6.470894131461130128e-01,7.431620362525631802e-03,-7.555982710973972727e-02,9.067515703155538953e-03
1.077867920488321261e+03,6.476460847196897630e-01,7.735403824414556657e-03,-7.617173820763339931e-02,9.659740454030216195e-03
1.078457721740863008e+03,6.483694743595939114e-01,8.610287445616574345e-03,-7.642010645041528993e-02,1.015061858755282424e-02
1.079048073183648967e+03,6.471524085481704658e-01,1.003071518414511490e-02,-7.634265504561682514e-02,1.048339480862690680e-02
1.079638975586897914e+03,6.481170029721964321e-01,9.079535864282031049e-03,-7.597732138884392972e-02,1.060869416154261793e-02
1.080230429722266535e+03,6.471566401088714171e-01,8.997066934935279980e-03,-7.536225806863466881e-02,1.048666855005437118e-02
1.080822436362853523e+03,6.464846728687607680e-01,8.936370119472999973e-03,-7.453583387602326360e-02,1.009226257346589051e-02
1.081414996283202299e+03,6.443728835741614480e-01,8.751758012830894440e-03,-7.353663481883401798e-02,9.427807211046067629e-03
1.082008110259304885e+03,6.405480781655926714e-01,8.725482191881519037e-03,-7.240346514072665274e-02,8.553287061041062525e-03
1.082601779068605310e+03,6.352638920872577533e-01,8.833302850783731133e-03,-7.117534834501743068e-02,7.657539927796026304e-03
1.083196003490002113e+03,6.285272186970112251e-01,8.768273742923608088e-03,-6.989152822330188530e-02,7.186177248791838015e-03
1.083790784303853570e+03,6.220251558281700843e-01,8.214793010828636347e-03,-6.859146988889465446e-02,7.836172599779485382e-03
1.084386122291978609e+03,6.158823102638341096e-01,8.189833607094717041e-03,-6.731486081512508268e-02,1.003476563346600813e-02
1.084982018237662942e+03,6.076251707804283253e-01,8.704472809329280233e-03,-6.610161187849217246e-02,1.365554713666673747e-02
1.085578472925660435e+03,6.005478914815021163e-01,1.050633920259080346e-02,-6.499185840672422332e-02,1.845580247526685397e-02
1.086175487142197198e+03,5.920561981092136161e-01,1.266289145344341033e-02,-6.402596123175124943e-02,2.430439769057373550e-02
1.086773061674976134e+03,5.861744281664994505e-01,1.580171229540307254e-02,-6.324450774762005456e-02,3.115856039326631716e-02
1.087371197313177845e+03,5.787099464663186810e-01,1.928677661716074812e-02,-6.268831297338203767e-02,3.902097082704697462e-02
1.087969894847466776e+03,5.745277813132916300e-01,2.350235800471384834e-02,-6.239842062096483816e-02,4.791672428926633392e-02
1.088569155069993485e+03,5.628047886753876350e-01,2.842159640077903532e-02,-6.241610416806667866e-02,5.788248483086802509e-02
1.089168978774398056e+03,5.507458225785243355e-01,3.589741140894284893e-02,-6.278286793608921224e-02,6.896129017436518349e-02
1.089769366755813508e+03,5.370965405564431805e-01,4.663624477968798115e-02,-6.354044817313622695e-02,8.119993507564293722e-02
1.090370319810870114e+03,5.241382242062619934e-01,5.380531765706023095e-02,-6.473081414210458961e-02,9.464757974704664234e-02
1.090971838737697908e+03,5.093289442826456348e-01,5.352404996222510924e-02,-6.639616921388959148e-02,1.093549714942067264e-01
