Energy,XFEL Harm,Fund Sq,Bin 1,Bin 1 err,Bin 3,Bin 3 err,Bin 5,Bin 5 err,Bin 7,Bin 7 err,Bin 9,Bin 9 err,Bin 11,Bin 11 err,Bin 13,Bin 13 err,Bin 15,Bin 15 err
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.089406235044401838e+06,2.089406235044401838e+06,5.023485227903968096e+07,5.023485227903968096e+07,4.838061216757299304e+08,4.838061216757299304e+08,2.095807324502540112e+09,2.095807324502540112e+09,5.819697248379666328e+09,5.819697248379666328e+09,1.394310799695385170e+10,1.394310799695385170e+10,2.546242999484643555e+10,2.546242999484643555e+10,4.008855969315724945e+10,4.008855969315724945e+10
1.053583098695838999e+03,2.180038306673434789e+00,6.183452678008240222e-02,-9.234602592199275817e-01,6.905522376986192867e-01,9.700210462133315170e-01,1.085907711606741044e+00,2.393065397807873362e-01,5.995675523607422175e-01,4.877459707854612248e-01,8.885945243316631936e-01,7.741473979879097689e-01,4.704307392801198029e-01,7.989270659506182426e-01,6.378335818925987555e-01,6.797682232112803868e-01,9.458355457966169944e-01,3.047787584129995508e+00,1.421876004723461984e+00
1.054150468904166019e+03,2.710807844151730706e+00,6.183452678008240222e-02,3.284711979063434928e-01,1.849473654926595989e+00,7.413185149363643589e-01,2.820331402553941658e+00,9.224850962086422745e-01,7.969206878052026433e-01,7.222390578836908048e-01,8.665449246721581567e-01,4.646421575798084791e-01,2.677528883691430717e-01,5.024875108191606543e-01,1.609810980761960109e-01,3.913769310725054851e-01,9.839622236439771186e-01,1.792290719053332593e+00,4.208058334310014748e-01
1.054718358209241387e+03,3.299291456664007249e+00,8.281642774061884205e-02,3.341529492792385536e-01,1.186802831636332378e+00,8.457288204987500890e-01,2.854029078080709603e+00,1.569399376970507687e+00,5.346501586143489471e-01,7.262574588870354120e-01,1.048572106735071285e+00,3.313281832186351639e-01,2.033092981797067211e-01,-1.838599499016293493e-01,2.990466589395238128e-01,2.195772645362878139e-01,5.770643197365828980e-01,2.650650031756060510e-01,2.802197909085357153e-01
1.055286767323786762e+03,4.003331335476984165e+00,1.411217897749528216e-01,-1.491798952994766836e+00,2.057570486119462583e+00,1.466883920384915108e+00,2.917690354961179455e+00,1.187239624146894101e+00,2.028418627289337195e+00,1.339079365897821283e+00,6.178188967143564136e-01,3.521907198944133205e-02,3.172075089923546143e-01,-3.606665654023899492e-02,3.513741144855589416e-01,5.976178306993666922e-01,7.187712996598585313e-01,-3.771599717217076209e-01,5.368187320104756965e-01
1.055855696961829153e+03,4.770683511134212296e+00,2.347614289674164745e-01,-8.048324892250259266e-01,1.252034275754258408e+00,4.999496431970964494e+00,2.915467660385479221e+00,1.546516727159848559e+00,1.781426381701727513e+00,3.466918948374611564e-01,1.826299241929080497e-01,1.670798995258285513e-01,1.088023056949551370e-01,2.296850065112187311e-01,4.046823233691613786e-01,2.850825772117484003e-01,1.507533489271026816e+00,-8.167851271338312236e-01,1.182614276405678400e+00
1.056425147838704561e+03,5.660597165671958919e+00,3.831881228224938152e-01,8.093141425887634410e-01,1.543188619061985456e+00,4.665131998615117404e+00,4.237524236869790073e+00,2.692202336620029612e+00,8.773178802928958131e-01,5.406730706269717857e-01,1.338793603116987807e+00,-3.906139589339134299e-01,2.400699185899382304e-01,5.075446993118623018e-01,1.162675646262274487e+00,-1.629492494536570746e-01,1.508218563753495500e+00,-1.121614572178505798e+00,8.676061726215116288e-01
1.056995120671059794e+03,6.638409994780066548e+00,5.978686743068438725e-01,1.769771798487920877e+00,6.829931569454621432e-01,7.974037462815553035e+00,4.850818834573778382e+00,3.746677335932441455e+00,7.861219188271659775e-01,7.420928186049483566e-01,6.853366464747262521e-01,-3.622587884256927571e-01,9.619893373662326275e-02,7.824024040733826846e-01,1.847808899235963587e+00,-1.277045892022658391e+00,1.197218230947914908e+00,-3.986654359936158354e+00,2.911278204865841879e+00
1.057565616176855656e+03,7.670033929405009943e+00,9.074974288237322995e-01,2.048406436661123209e+00,1.085311458267201212e+00,8.271615765244318297e+00,2.758516290379975366e+00,5.321293580103600540e+00,8.039765271856471607e-01,1.219184608527873054e-01,1.201063145175065516e+00,1.381635267914287368e-01,6.434886216641924617e-02,-2.341266589618579419e-01,1.470098271233255094e+00,-1.730547595712441877e+00,1.441662783724977581e+00,-2.900442133306588399e+00,2.118765324194827215e+00
1.058136635075371260e+03,8.823750345987361854e+00,1.328424916161970781e+00,-1.081875593786469913e-01,1.825441442758529487e+00,8.408633329617698493e+00,3.510542040965425770e+00,5.520736356937804068e+00,1.758303978186436467e+00,-4.823270042325571438e-01,1.576844712555997008e+00,-3.260346213834139917e-01,7.726560096044740034e-01,-8.512151031098120768e-01,1.708871311754615041e+00,-1.746779380999955888e+00,2.555619141214357862e-02,-3.008483635386383526e+00,3.420197194817217401e+00
1.058708178087205397e+03,1.008186318988770047e+01,1.916063015462330599e+00,2.035399559646859299e-02,1.542603509519167249e+00,8.516109749354827230e+00,2.961606447577082246e+00,5.840772380526133567e+00,2.017128350527007452e+00,9.602558189870075145e-01,2.065126554150276128e+00,2.848300445890513122e-01,8.892592829913900099e-01,-1.343858220050156094e+00,1.651419066011066583e+00,-1.536465118921164219e+00,1.669597121551386065e+00,-8.786308713162895856e-01,5.515700583614138175e+00
1.059280245934280401e+03,1.129863795863883169e+01,2.698874357582919714e+00,-2.283250189109029993e+00,2.916556011904164691e+00,7.783834897280414111e+00,2.599133596823036907e+00,6.815536518198883620e+00,2.251857273266850257e+00,2.140808850820604459e+00,2.607767257539160610e+00,1.224317839758584769e+00,2.690613579418348333e+00,-6.420648018856655037e-01,2.420910413835265285e+00,-1.410447065300516556e+00,1.644261279723821634e+00,-1.145746083249624236e+00,4.132127579600954448e+00
