Energy,t0,t0 err,m,m err
1.042900754648922202e+03,6.205039546072553813e-01,2.415587686909091529e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.043458395721654369e+03,6.130248020595830960e-01,3.915516924051530567e-03,5.763213360922878059e-03,2.143266200553448422e-03
1.044016542593520398e+03,6.077744898438665055e-01,6.653364676346848472e-03,1.090599895591261477e-02,4.024566277302858014e-03
1.044575195952997774e+03,6.004316784339533974e-01,1.018006691572521070e-02,1.545025538047592809e-02,5.655423115492227461e-03
1.045134356489814081e+03,5.943181666613431835e-01,1.203022903228852941e-02,1.941800518628682137e-02,7.047433024726608430e-03
1.045694024894949507e+03,5.871909519988506299e-01,1.507172291854507427e-02,2.283139545137068127e-02,8.212268256902107225e-03
1.046254201860640478e+03,5.821112917106822104e-01,1.541156827669770517e-02,2.571269835290324046e-02,9.161680184132721394e-03
1.046814888080381479e+03,5.761028239296022146e-01,1.479605517059033766e-02,2.808431174261835292e-02,9.907503367175007208e-03
1.047376084248928464e+03,5.732444040764024251e-01,1.387474295443481484e-02,2.996875972485879558e-02,1.046166083924016457e-02
1.047937791062302267e+03,5.687383937414554058e-01,1.375826658894747055e-02,3.138869323726937999e-02,1.083617106924344119e-02
1.048500009217790875e+03,5.650437266809729131e-01,1.375020434831285623e-02,3.236689063414410067e-02,1.104315727695121506e-02
1.049062739413952158e+03,5.592786281549201322e-01,1.340197600542529857e-02,3.292625827244734238e-02,1.109486008975157055e-02
1.049625982350616823e+03,5.535189821111784481e-01,1.315718315796934358e-02,3.308983110051932214e-02,1.100365502235541894e-02
1.050189738728891825e+03,5.492598390098216710e-01,1.304489030996775108e-02,3.288077324947733665e-02,1.078207703694432709e-02
1.050754009251162870e+03,5.450631441652872278e-01,1.275883016039586551e-02,3.232237862732581513e-02,1.044285569178876778e-02
1.051318794621097140e+03,5.431054604659301122e-01,1.187340585670268109e-02,3.143807151578988796e-02,9.998966444086191188e-03
1.051884095543646481e+03,5.422513788854051997e-01,1.060213386386204930e-02,3.025140716988421880e-02,9.463707133790445758e-03
1.052449912725050808e+03,5.411537722965384933e-01,9.704752616851801059e-03,2.878607242022887883e-02,8.850814625440574582e-03
1.053016246872840611e+03,5.405473652409239493e-01,8.867262280261854410e-03,2.706588627812907960e-02,8.174647025047476409e-03
1.053583098695838999e+03,5.410760039298466717e-01,8.043298402545456111e-03,2.511480054343302043e-02,7.450475494036008957e-03
1.054150468904166019e+03,5.427369795059191482e-01,7.207915327440973276e-03,2.295690041517134752e-02,6.694962958752066935e-03
1.054718358209241387e+03,5.453021469626743167e-01,6.407171292824505662e-03,2.061640510500228202e-02,5.926965022517344944e-03
1.055286767323786762e+03,5.495093900702617828e-01,5.048542677679868432e-03,1.811766845347523650e-02,5.168879160065860227e-03
1.055855696961829153e+03,5.596388181349437607e-01,3.668358680558403938e-03,1.548517954911904360e-02,4.448857073178198382e-03
1.056425147838704561e+03,5.597642822218806824e-01,3.480170709120517392e-03,1.274356335037124879e-02,3.804015771359610734e-03
1.056995120671059794e+03,5.617355954520583117e-01,3.268801703180089675e-03,9.917581310372378806e-03,3.283241872761587937e-03
1.057565616176855656e+03,5.644761991797762057e-01,3.020967439607771463e-03,7.032132004624509942e-03,2.942999231275977932e-03
1.058136635075371260e+03,5.679162057034915501e-01,3.165225374183047204e-03,4.112251761527675915e-03,2.824263829639668197e-03
1.058708178087205397e+03,5.715381241647825572e-01,3.582226157978673966e-03,1.183115295829203790e-03,2.918181540429642604e-03
1.059280245934280401e+03,5.758348468917546814e-01,3.926675133715615967e-03,-1.729963655027571623e-03,3.164155298974539662e-03
1.059852839339845104e+03,5.808711902131342697e-01,4.657340753515175867e-03,-4.601531691624026130e-03,3.486591906567892626e-03
1.060425959028478019e+03,5.863994024795944338e-01,4.939502725125570828e-03,-7.405995110347918589e-03,3.823599362822133023e-03
1.060999605726090067e+03,5.927126608763498838e-01,4.992742664871507342e-03,-1.011761925821841671e-02,4.132403365166332707e-03
1.061573780159927765e+03,6.007315146146445795e-01,6.042849753329177995e-03,-1.271052790437401762e-02,4.385454001033692664e-03
1.062148483058576630e+03,6.138294936832910942e-01,8.103053547760617065e-03,-1.516578412112420601e-02,4.569571482820127331e-03
1.062723715151963233e+03,6.158125666970131196e-01,6.711577502017639953e-03,-1.749152546429346908e-02,4.691290873564015265e-03
1.063299477171360195e+03,6.182975206094474263e-01,6.086566204818207385e-03,-1.970245465256986739e-02,4.764220889710966793e-03
1.063875769849386643e+03,6.255557264884437085e-01,6.235550521912826619e-03,-2.181335674421866141e-02,4.803189822352091180e-03
1.064452593920014124e+03,6.336707291983437740e-01,6.049175776320364281e-03,-2.383909951842635294e-02,4.822036086662978040e-03
1.065029950118567513e+03,6.403078013376547473e-01,5.399087884008182091e-03,-2.579463385838882267e-02,4.831824849656446950e-03
1.065607839181729332e+03,6.456822977660841012e-01,5.107112603254777318e-03,-2.769499413618399866e-02,4.839425417241141440e-03
1.066186261847542937e+03,6.524287877484200582e-01,5.050250411858703443e-03,-2.955529859942066656e-02,4.846603842796082598e-03
1.066765218855414332e+03,6.582945580749665071e-01,5.194490306344490965e-03,-3.139074975967200837e-02,4.849813375213755592e-03
1.067344710946117175e+03,6.614773582366159088e-01,5.313218878803201844e-03,-3.321663478271723313e-02,4.840746344367205696e-03
1.067924738861794594e+03,6.621026762228932050e-01,5.592326100792088112e-03,-3.504832588057943399e-02,4.807554134107844962e-03
1.068505303345962830e+03,6.633758849649358247e-01,6.098059646022047781e-03,-3.690128070538451627e-02,4.736582708709678215e-03
1.069086405143514185e+03,6.647554240771225142e-01,6.738607259232915273e-03,-3.879104274504208832e-02,4.614596656993492051e-03
1.069668045000720895e+03,6.647138618480158412e-01,5.930824901339813889e-03,-4.073324172076231431e-02,4.431815857170721962e-03
1.070250223665237627e+03,6.643516094316864740e-01,5.276672000574231247e-03,-4.274359398641009583e-02,4.186763602514657553e-03
1.070832941886104663e+03,6.646874098365993522e-01,4.630505946087216419e-03,-4.483790292971252117e-02,3.895165796548438232e-03
1.071416200413751540e+03,6.638635918018261917e-01,3.427248261800140087e-03,-4.703205937532754788e-02,3.606806557714967252e-03
1.072000000000000000e+03,6.631944559636863135e-01,3.136386725913746770e-03,-4.934204198977936578e-02,3.431534282250775676e-03
1.072584341398067409e+03,6.645624245510208805e-01,4.168751044095427016e-03,-5.178391768827358271e-02,3.548100108849678615e-03
1.073169225362569250e+03,6.651608693357846658e-01,4.765672833865583664e-03,-5.437384204339550109e-02,4.128126279602780356e-03
1.073754652649524132e+03,6.653929170840218177e-01,6.380676445709934294e-03,-5.712805969571580628e-02,5.225003480432931918e-03
1.074340624016354923e+03,6.646224007681476031e-01,8.409715911587300335e-03,-6.006290476628495245e-02,6.798770869806945207e-03
1.074927140221893296e+03,6.617772636139936937e-01,1.075501708139738229e-02,-6.319480127105737977e-02,8.802081228791376263e-03
1.075514202026383145e+03,6.581058063441391770e-01,1.305991387135713513e-02,-6.654026353723571652e-02,1.121031698391737087e-02
1.076101810191482627e+03,6.547807839834323129e-01,1.604912620095144335e-02,-7.011589662154056601e-02,1.401796854400624154e-02
1.076689965480269166e+03,6.519788988913922667e-01,1.964021158725671665e-02,-7.393839673044021177e-02,1.723104913721863404e-02
1.077278668657240814e+03,6.462572048447013939e-01,2.380294559608161706e-02,-7.802455164231106299e-02,2.086209782373115926e-02
1.077867920488321261e+03,6.409592761816091944e-01,2.842015441934177267e-02,-8.239124113158299845e-02,2.492739732620276663e-02
1.078457721740863008e+03,6.335695653828088414e-01,3.359060947532202523e-02,-8.705543739484614130e-02,2.944546040542559556e-02
1.079048073183648967e+03,6.279647386902182937e-01,3.841772067199111795e-02,-9.203420547892514347e-02,3.443619086017948167e-02
1.079638975586897914e+03,6.215351978301340008e-01,4.347554213379021398e-02,-9.734470371097438124e-02,3.992040386311718203e-02
1.080230429722266535e+03,6.134104275005058948e-01,5.045238520660726145e-02,-1.030041841305475436e-01,4.591954254094711418e-02
