filename,energy,fermi
atomGS/scf.out,-386.39305531,-4.5275
atomXCH/scf.out,-434.8960159,-3.5038
bulkXCH/scf.out,-25377.08310011,6.9755
bulkGS/scf.out,-25328.60997499,6.9683
