-2.00000000e+01 2.86898477e-08 3.00035837e-08 2.94764713e-08 2.95312000e-08 2.91813263e-08 3.01663613e-08 2.56157610e-08 2.59759967e-08 2.58311927e-08 2.66758977e-08 2.65583883e-08 2.57757720e-08
-1.99500000e+01 2.88282867e-08 3.01497527e-08 2.96200953e-08 2.96741387e-08 2.93229923e-08 3.03129687e-08 2.57354220e-08 2.60984633e-08 2.59530880e-08 2.68024070e-08 2.66836803e-08 2.58967360e-08
-1.99000000e+01 2.89678550e-08 3.02971213e-08 2.97649013e-08 2.98182453e-08 2.94658210e-08 3.04607787e-08 2.58560333e-08 2.62219200e-08 2.60759663e-08 2.69299383e-08 2.68099823e-08 2.60186710e-08
-1.98500000e+01 2.91085690e-08 3.04457113e-08 2.99109037e-08 2.99635347e-08 2.96098287e-08 3.06098107e-08 2.59776130e-08 2.63463717e-08 2.61998387e-08 2.70585007e-08 2.69373017e-08 2.61415890e-08
-1.98000000e+01 2.92504410e-08 3.05955303e-08 3.00581153e-08 3.01100160e-08 2.97550273e-08 3.07600720e-08 2.61001683e-08 2.64718380e-08 2.63247143e-08 2.71881157e-08 2.70656547e-08 2.62654987e-08
-1.97500000e+01 2.93934870e-08 3.07465980e-08 3.02065590e-08 3.02577103e-08 2.99014363e-08 3.09115843e-08 2.62237103e-08 2.65983250e-08 2.64506033e-08 2.73187907e-08 2.71950483e-08 2.63904173e-08
-1.97000000e+01 2.95377217e-08 3.08989180e-08 3.03562430e-08 3.04066323e-08 3.00490673e-08 3.10643580e-08 2.63482520e-08 2.67258467e-08 2.65775230e-08 2.74505350e-08 2.73254977e-08 2.65163570e-08
-1.96500000e+01 2.96831540e-08 3.10525217e-08 3.05071820e-08 3.05567927e-08 3.01979310e-08 3.12184083e-08 2.64738043e-08 2.68544150e-08 2.67054860e-08 2.75833650e-08 2.74570140e-08 2.66433267e-08
-1.96000000e+01 2.98298023e-08 3.12074167e-08 3.06593920e-08 3.07082040e-08 3.03480493e-08 3.13737553e-08 2.66003803e-08 2.69840460e-08 2.68345027e-08 2.77172913e-08 2.75896130e-08 2.67713350e-08
-1.95500000e+01 2.99776797e-08 3.13636170e-08 3.08128847e-08 3.08608870e-08 3.04994313e-08 3.15304080e-08 2.67279910e-08 2.71147497e-08 2.69645820e-08 2.78523323e-08 2.77233070e-08 2.69004037e-08
-1.95000000e+01 3.01268040e-08 3.15211393e-08 3.09676857e-08 3.10148580e-08 3.06520977e-08 3.16883887e-08 2.68566517e-08 2.72465350e-08 2.70957407e-08 2.79884990e-08 2.78581047e-08 2.70305400e-08
-1.94500000e+01 3.02771887e-08 3.16799983e-08 3.11238053e-08 3.11701300e-08 3.08060607e-08 3.18477093e-08 2.69863690e-08 2.73794233e-08 2.72279920e-08 2.81258007e-08 2.79940233e-08 2.71617590e-08
-1.94000000e+01 3.04288457e-08 3.18402180e-08 3.12812563e-08 3.13267173e-08 3.09613377e-08 3.20083860e-08 2.71171627e-08 2.75134207e-08 2.73613510e-08 2.82642560e-08 2.81310743e-08 2.72940713e-08
