-2.00000000e+01 2.82379777e-08 2.99879313e-08 2.83897920e-08 2.85485870e-08 2.51058140e-08 2.81628137e-08 2.30446160e-08 2.24458810e-08 2.23449883e-08 2.15738747e-08 2.79553660e-08 2.32233910e-08
-1.99500000e+01 2.84015767e-08 3.01629163e-08 2.85556673e-08 2.87135597e-08 2.52490777e-08 2.83233400e-08 2.31730473e-08 2.25701183e-08 2.24702657e-08 2.16871063e-08 2.81123913e-08 2.33526947e-08
-1.99000000e+01 2.85667247e-08 3.03395523e-08 2.87231120e-08 2.88800803e-08 2.53936707e-08 2.84853503e-08 2.33026477e-08 2.26954777e-08 2.25966843e-08 2.18013050e-08 2.82708470e-08 2.34831720e-08
-1.98500000e+01 2.87334340e-08 3.05178663e-08 2.88921410e-08 2.90481690e-08 2.55396047e-08 2.86488640e-08 2.34334317e-08 2.28219743e-08 2.27242583e-08 2.19164893e-08 2.84307533e-08 2.36148427e-08
-1.98000000e+01 2.89017263e-08 3.06978737e-08 2.90627840e-08 2.92178470e-08 2.56869023e-08 2.88138980e-08 2.35654133e-08 2.29496283e-08 2.28530057e-08 2.20326680e-08 2.85921317e-08 2.37477210e-08
-1.97500000e+01 2.90716240e-08 3.08796077e-08 2.92350540e-08 2.93891320e-08 2.58355747e-08 2.89804737e-08 2.36986097e-08 2.30784510e-08 2.29829413e-08 2.21498497e-08 2.87549963e-08 2.38818220e-08
-1.97000000e+01 2.92431460e-08 3.10630837e-08 2.94089800e-08 2.95620530e-08 2.59856480e-08 2.91486110e-08 2.38330307e-08 2.32084543e-08 2.31140780e-08 2.22680530e-08 2.89193713e-08 2.40171623e-08
-1.96500000e+01 2.94163207e-08 3.12483273e-08 2.95845807e-08 2.97366250e-08 2.61371363e-08 2.93183310e-08 2.39687003e-08 2.33396577e-08 2.32464303e-08 2.23872840e-08 2.90852717e-08 2.41537550e-08
-1.96000000e+01 2.95911617e-08 3.14353627e-08 2.97618777e-08 2.99128727e-08 2.62900600e-08 2.94896543e-08 2.41056307e-08 2.34720770e-08 2.33800200e-08 2.25075623e-08 2.92527240e-08 2.42916230e-08
-1.95500000e+01 2.97677007e-08 3.16242077e-08 2.99408970e-08 3.00908157e-08 2.64444387e-08 2.96626013e-08 2.42438413e-08 2.36057280e-08 2.35148583e-08 2.26288980e-08 2.94217413e-08 2.44307757e-08
-1.95000000e+01 2.99459513e-08 3.18149000e-08 3.01216573e-08 3.02704823e-08 2.66002843e-08 2.98371930e-08 2.43833450e-08 2.37406243e-08 2.36509640e-08 2.27513003e-08 2.95923493e-08 2.45712353e-08
-1.94500000e+01 3.01259447e-08 3.20074537e-08 3.03041897e-08 3.04518957e-08 2.67576280e-08 3.00134547e-08 2.45241603e-08 2.38767830e-08 2.37883527e-08 2.28747877e-08 2.97645663e-08 2.47130187e-08
-1.94000000e+01 3.03077020e-08 3.22019010e-08 3.04885090e-08 3.06350723e-08 2.69164830e-08 3.01914087e-08 2.46663067e-08 2.40142233e-08 2.39270423e-08 2.29993723e-08 2.99384143e-08 2.48561423e-08
-1.93500000e+01 3.04912473e-08 3.23982627e-08 3.06746507e-08 3.08200447e-08 2.70768740e-08 3.03710733e-08 2.48097993e-08 2.41529597e-08 2.40670507e-08 2.31250697e-08 3.01139190e-08 2.50006217e-08
-1.93000000e+01 3.06766083e-08 3.25965680e-08 3.08626307e-08 3.10068320e-08 2.72388147e-08 3.05524747e-08 2.49546580e-08 2.42930113e-08 2.42083930e-08 2.32518907e-08 3.02910940e-08 2.51464790e-08
-1.92500000e+01 3.08637997e-08 3.27968470e-08 3.10524787e-08 3.11954637e-08 2.74023327e-08 3.07356360e-08 2.51008993e-08 2.44343943e-08 2.43510903e-08 2.33798507e-08 3.04699710e-08 2.52937320e-08
-1.92000000e+01 3.10528623e-08 3.29991203e-08 3.12442227e-08 3.13859630e-08 2.75674503e-08 3.09205810e-08 2.52485440e-08 2.45771297e-08 2.44951573e-08 2.35089657e-08 3.06505643e-08 2.54423980e-08
-1.91500000e+01 3.12438110e-08 3.32034220e-08 3.14378803e-08 3.15783550e-08 2.77341837e-08 3.11073360e-08 2.53976110e-08 2.47212323e-08 2.46406170e-08 2.36392493e-08 3.08329070e-08 2.55924977e-08
-1.91000000e+01 3.14366803e-08 3.34097717e-08 3.16334910e-08 3.17726657e-08 2.79025617e-08 3.12959230e-08 2.55481193e-08 2.48667207e-08 2.47874840e-08 2.37707180e-08 3.10170157e-08 2.57440500e-08
-1.90500000e+01 3.16314907e-08 3.36182123e-08 3.18310697e-08 3.19689260e-08 2.80725973e-08 3.14863717e-08 2.57000863e-08 2.50136157e-08 2.49357813e-08 2.39033847e-08 3.12029153e-08 2.58970760e-08
-1.90000000e+01 3.18282700e-08 3.38287610e-08 3.20306560e-08 3.21671630e-08 2.82443257e-08 3.16787010e-08 2.58535350e-08 2.51619350e-08 2.50855267e-08 2.40372660e-08 3.13906333e-08 2.60515933e-08
-1.89500000e+01 3.20270540e-08 3.40414563e-08 3.22322707e-08 3.23674007e-08 2.84177630e-08 3.18729427e-08 2.60084853e-08 2.53117003e-08 2.52367393e-08 2.41723807e-08 3.15801903e-08 2.62076260e-08
-1.89000000e+01 3.22278613e-08 3.42563257e-08 3.24359437e-08 3.25696687e-08 2.85929360e-08 3.20691213e-08 2.61649560e-08 2.54629300e-08 2.53894407e-08 2.43087380e-08 3.17716187e-08 2.63651923e-08
