524.025,0.1279,0.11912,0.11138,0.10351,0.10748,0.09538,0.16875
524.212,0.13703,0.124,0.11654,0.10801,0.11363,0.09926,0.17393
524.398,0.14692,0.12803,0.12144,0.11203,0.12041,0.10456,0.18713
524.585,0.15297,0.13108,0.12511,0.11513,0.12669,0.1067,0.17935
524.771,0.15078,0.1345,0.12787,0.11914,0.13114,0.11047,0.14155
524.958,0.15021,0.13792,0.13011,0.1235,0.134,0.11253,0.14222
525.145,0.15738,0.13953,0.1311,0.12606,0.13457,0.11356,0.15642
525.332,0.16287,0.13941,0.13041,0.12673,0.13422,0.11635,0.13754
525.519,0.16158,0.13963,0.12989,0.12805,0.13449,0.11632,0.10056
525.706,0.15826,0.13889,0.13007,0.13036,0.13464,0.11273,0.08764
525.894,0.1633,0.13676,0.1314,0.13379,0.13666,0.11575,0.11009
526.081,0.16848,0.13466,0.13361,0.13898,0.14217,0.12296,0.12631
526.268,0.16613,0.13602,0.13752,0.14628,0.15048,0.13128,0.13239
526.456,0.16403,0.13935,0.14481,0.15609,0.16191,0.13919,0.15461
526.644,0.16684,0.14155,0.15398,0.16571,0.17365,0.14296,0.178
526.831,0.16883,0.14239,0.16045,0.16987,0.18396,0.14161,0.15876
527.019,0.16384,0.14039,0.15984,0.16562,0.18383,0.13517,0.12651
527.207,0.15337,0.1345,0.1516,0.15336,0.17164,0.12672,0.12803
527.395,0.14335,0.12485,0.13822,0.13819,0.15503,0.10832,0.11894
527.584,0.13389,0.11387,0.12411,0.12414,0.13821,0.09862,0.12425
527.772,0.12729,0.1056,0.11335,0.11423,0.12065,0.09143,0.12621
527.96,0.1244,0.10073,0.10614,0.10672,0.10683,0.08226,0.08774
528.149,0.12208,0.09694,0.10043,0.10158,0.09586,0.06952,0.0429
528.337,0.12143,0.09514,0.09584,0.09737,0.08951,0.05466,0.04653
528.526,0.12135,0.09384,0.09267,0.09286,0.08709,0.04899,0.01826
528.715,0.12231,0.09379,0.09066,0.089,0.08582,0.0534,0.06935
528.903,0.12112,0.09465,0.09012,0.08754,0.08735,0.04681,0.12019
529.092,0.1209,0.0941,0.09012,0.08643,0.08679,0.03617,0.10896
529.281,0.1197,0.0937,0.09006,0.08664,0.08807,0.03942,0.16663
529.471,0.11846,0.0933,0.08793,0.08738,0.09153,0.05569,0.13033
529.66,0.11898,0.09271,0.08639,0.08362,0.09228,0.06274,0.04069
529.849,0.12085,0.09117,0.08555,0.07968,0.09117,0.06058,0.00682
530.039,0.12147,0.09111,0.0838,0.07858,0.08615,0.04709,0.01653
530.228,0.12047,0.09148,0.0836,0.0782,0.08424,0.03231,0.10853
530.418,0.12036,0.09221,0.08417,0.07775,0.08111,0.03077,0.24533
530.608,0.11963,0.09233,0.08459,0.07798,0.07987,0.04558,0.26267
530.798,0.11932,0.09281,0.08392,0.07949,0.08626,0.04746,0.17604
530.987,0.1183,0.09367,0.08377,0.08228,0.08786,0.03186,0.04527
531.178,0.119,0.09428,0.08551,0.08595,0.08547,0.02779,-0.07609
531.368,0.12278,0.09394,0.08778,0.08953,0.08386,0.04852,0.00487
531.558,0.12323,0.0938,0.08937,0.09317,0.08441,0.0796,0.07537
531.748,0.12497,0.09519,0.09024,0.09503,0.08921,0.0962,0.09993
531.939,0.12733,0.09657,0.09224,0.09671,0.0923,0.08406,0.15385
532.129,0.12902,0.09523,0.09362,0.09929,0.09095,0.07607,0.26566
532.32,0.13224,0.09504,0.09482,0.10566,0.09832,0.07689,0.38564
532.511,0.13472,0.09518,0.09778,0.11005,0.11651,0.07613,0.3088
532.702,0.1337,0.09572,0.10022,0.11109,0.12435,0.07987,0.16021
532.893,0.13388,0.09777,0.10248,0.11274,0.12056,0.08095,0.0914
533.084,0.13698,0.10173,0.10635,0.11485,0.12858,0.1093,0.10733
533.275,0.14193,0.10721,0.11156,0.11934,0.1287,0.1424,0.1374
533.466,0.14882,0.111,0.11402,0.12537,0.12103,0.16857,0.12799
533.658,0.15809,0.11608,0.1144,0.13278,0.12049,0.16588,0.08526
533.849,0.17019,0.12797,0.12314,0.14014,0.13246,0.16909,0.08901
