534.232,0.60705,0.68892,0.69857,0.68755,0.65398,0.61479,0.57931
534.424,0.8425,0.8867,0.86469,0.84706,0.80228,0.75247,0.71471
534.616,1.00092,1.02673,0.99194,0.97019,0.92503,0.87512,0.84009
534.808,1.02217,1.06733,1.04831,1.03046,0.99755,0.96284,0.93512
535,0.96132,1.04216,1.05473,1.04591,1.02649,1.0138,0.99871
535.192,0.90716,1.01832,1.05815,1.05617,1.04954,1.04897,1.04087
535.384,0.90606,1.05859,1.10239,1.10207,1.10441,1.10308,1.08595
535.577,1.03366,1.19098,1.21831,1.21286,1.21503,1.20921,1.17617
535.769,1.26379,1.40661,1.4082,1.38892,1.38371,1.37142,1.32166
535.962,1.57133,1.66893,1.63017,1.58958,1.57073,1.55395,1.49962
536.155,1.80781,1.91818,1.81555,1.74775,1.72103,1.70971,1.67129
536.347,1.93298,2.05786,1.92414,1.83133,1.80663,1.80819,1.79087
536.54,2.04447,2.11644,1.96046,1.85335,1.8336,1.84883,1.81571
536.733,2.07058,2.1203,1.95498,1.8397,1.82398,1.84148,1.77602
536.927,2.03353,2.1135,1.92706,1.8067,1.7915,1.80952,1.71933
537.12,1.95171,2.08757,1.89486,1.76211,1.75201,1.76904,1.67725
537.313,1.94481,2.05341,1.86105,1.71127,1.70108,1.72316,1.618
537.506,1.94463,2.01807,1.81566,1.65369,1.64087,1.66764,1.58196
537.7,1.85561,1.98029,1.75852,1.58292,1.56536,1.59772,1.52251
537.894,1.81121,1.94181,1.69292,1.49896,1.48231,1.51474,1.4305
538.087,1.79865,1.88255,1.61882,1.4076,1.38769,1.42268,1.34679
538.281,1.75144,1.82887,1.53586,1.30511,1.27771,1.30941,1.24954
538.475,1.73269,1.76671,1.44451,1.1933,1.16374,1.18501,1.09717
538.669,1.76047,1.70023,1.34924,1.0793,1.04102,1.06069,0.95656
538.863,1.69094,1.6289,1.24649,0.96676,0.9193,0.92578,0.84547
