Energy,XFEL Harm,Fund Sq,Bin 1,Bin 1 err,Bin 3,Bin 3 err,Bin 5,Bin 5 err,Bin 7,Bin 7 err,Bin 9,Bin 9 err,Bin 11,Bin 11 err,Bin 13,Bin 13 err,Bin 15,Bin 15 err
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.301400631212567445e+06,3.301400631212567445e+06,1.850842756830711365e+08,1.850842756830711365e+08,1.666264470275793076e+09,1.666264470275793076e+09,3.445000955368939400e+09,3.445000955368939400e+09,5.703737063325098038e+09,5.703737063325098038e+09,1.014235874444585800e+10,1.014235874444585800e+10,1.575460364551949310e+10,1.575460364551949310e+10,2.420788556553475571e+10,2.420788556553475571e+10
1.032948929535187062e+03,2.088095346745454606e+00,4.586170517713825112e-02,-3.020969667943955272e+00,1.048129472364672354e+00,1.742542967642383589e+00,1.912392955074196932e+00,9.252923535373694733e-03,6.887435906657954909e-01,-4.286698157106720863e-01,2.562633621003869155e+00,-1.254057914622631831e+00,1.180908512096429996e+00,-3.683695572907599858e-01,7.745099904991723516e-01,-3.804875590290102139e-01,1.548939419821563579e+00,9.779464824710899506e-01,1.783885014150778048e+00
1.033497582544836860e+03,2.630744243494814061e+00,4.586170517713825112e-02,-2.863035120036880432e+00,1.601868769656645153e+00,1.289328865639600252e+00,2.659729792016102046e+00,7.779965636139639651e-01,1.531817160500184460e+00,-1.791309792685049196e+00,2.141717497863357522e+00,-9.010367015718330208e-01,4.334030189775969211e-01,6.924669173037791836e-01,9.814848892162539862e-01,-1.498703629303967944e-01,8.866509808890130628e-01,1.116122154171821590e+00,1.524825257984046223e+00
1.034046729171601100e+03,3.327680875724531973e+00,4.586170517713825112e-02,-3.833188282614131470e+00,1.159856518159251282e+00,2.499801255256615118e+00,8.957160195617441811e-01,3.774334755188967772e-01,1.919572988699026039e+00,-1.436387262985034496e+00,1.221965137877724761e+00,-3.560300879489617931e-01,8.171446614194880498e-01,-7.347066694454203184e-02,1.653764874725849987e+00,-1.440560464951066821e+00,7.259278746412592964e-01,2.037038497332434250e+00,2.396991584956999599e+00
1.034596370081932491e+03,4.084576600533286417e+00,4.586170517713825112e-02,-1.439325029299451053e+00,2.363965978047992245e+00,2.132624862104732344e+00,1.263910544750277198e+00,6.881393604921312024e-01,2.123413562641049523e+00,-7.033967290004898842e-01,2.441086543479130899e+00,-1.312107781274716389e+00,9.717481231572500100e-01,4.012799889497428718e-01,1.930757836852846188e+00,-1.338429008209544691e+00,1.095257211120558294e+00,3.580998435743966812e+00,2.009016438362892565e+00
1.035146505943483817e+03,5.006415643086965517e+00,4.586170517713825112e-02,-5.427835351070497971e-01,5.268366817076047814e-01,1.274181836099874232e+00,1.743310802046878383e+00,5.439825845307879604e-01,7.693328472737370749e-01,-8.028542600156344244e-01,1.999177257529485052e+00,-6.448253425402802330e-01,7.797103538918055410e-01,7.819991573693721998e-01,1.616544678553638370e+00,2.711739612278047384e-01,1.146005740096602610e+00,1.074033988680421770e+00,2.754304446888442115e+00
1.035697137425110895e+03,5.988878490796950338e+00,4.586170517713825112e-02,-3.803056012889074466e+00,1.196501681162147168e+00,2.544272745053226092e+00,3.282986921878796149e+00,-4.050196703311836899e-01,1.525540626562634783e+00,-9.015599110668676142e-01,2.676108192983547962e+00,-1.034762635702570321e+00,2.404502067591167691e+00,3.185562361378799778e-01,2.131361104611620316e+00,-6.416460393776498572e-01,1.664695011518603218e+00,3.687584414293496593e-01,3.883264778869410350e+00
1.036248265196875309e+03,7.070252335855220949e+00,6.158915755517017226e-02,-1.499165012657588392e-01,1.890771505046582535e+00,3.393744165827802473e+00,2.997290089566842841e+00,8.765246077663810809e-01,8.357851730903885779e-01,-1.557765209320833011e-01,1.899259643710609513e+00,-1.014149874971067122e+00,2.260792753029742919e+00,5.569464007557319712e-02,3.559056071409865130e+00,-2.959595800555613887e-01,2.637691694134823628e+00,2.360289089434056964e-01,4.483835172168278760e+00
1.036799889930047357e+03,8.237847096211304176e+00,9.213429421244537232e-02,2.550011476277624922e-01,1.469533962444233621e+00,1.601276365735915475e+00,2.234984975086779180e+00,1.894530066177265437e-01,1.953670091514119855e+00,-1.465064809115296240e+00,2.883259407653584905e+00,-8.329056672805196238e-01,1.053768854053058535e+00,-3.435952878550334044e-01,4.174462115848069921e+00,1.534634327010304444e+00,3.472785481296658983e+00,1.687810758334080674e+00,4.935583383295087501e+00
1.037352012297108558e+03,9.536642497141400554e+00,1.351138937169365783e-01,-1.226198557391061650e+00,2.077852347849046932e+00,3.093105264086214223e+00,2.632010586992263423e+00,1.730631435843600796e+00,1.541219201007580697e+00,-1.044826733265551200e+00,2.221057392501182726e+00,-1.689777357958615056e+00,2.210299444566577343e+00,-1.220915755156658095e-01,4.143768657645326314e+00,1.251448219550046703e+00,2.189098101339752134e+00,-4.323401636459796993e-05,4.176212139135507151e+00
