Energy,t0,t0 err,m,m err
5.179285930131869691e+02,7.709918572394390823e-01,1.282762242819793057e-02,4.304390675662056855e-04,3.285917414312401866e-05
5.181118043366957409e+02,7.665739962746921377e-01,1.297389530433266588e-02,4.154497151041627607e-04,3.270720189115983363e-05
5.182951108846269790e+02,7.526810662384300077e-01,1.197030370714449038e-02,4.128795906590472823e-04,3.268471386456938668e-05
5.184785127312399027e+02,7.375902922932631167e-01,1.208641152838001859e-02,4.287381366768182604e-04,3.284014975491524610e-05
5.186620099508702424e+02,7.020968055666133578e-01,1.391322318131826656e-02,4.602127881607350184e-04,3.326477558331586496e-05
5.188456026179316041e+02,6.864075215329484836e-01,1.379857675114946197e-02,4.834440698815499569e-04,3.367439599336663399e-05
5.190292908069150144e+02,6.952333931402422396e-01,1.292052292917690234e-02,4.772996502729988442e-04,3.355829464167293691e-05
5.192130745923889208e+02,6.997229077092623761e-01,1.317382984569302230e-02,4.606149974815140855e-04,3.327118274132906129e-05
5.193969540489991914e+02,6.976725710718707507e-01,1.358493925130610340e-02,4.498454941613871981e-04,3.310808985753555840e-05
5.195809292514695699e+02,6.869043126745046912e-01,1.288332586603987105e-02,4.508007542031704641e-04,3.312184247227233395e-05
5.197650002746020164e+02,6.768648673450569087e-01,1.270151423885579681e-02,4.565833052845912152e-04,3.320806412449936874e-05
5.199491671932760255e+02,6.697265777458303315e-01,1.286835734259602661e-02,4.542356080888239138e-04,3.317244452066578733e-05
5.201334300824489674e+02,6.617974266003984196e-01,1.327546475932800570e-02,4.475002397562740600e-04,3.307491865514811591e-05
5.203177890171568833e+02,6.556886039565797963e-01,1.322477680334371158e-02,4.417075692980965704e-04,3.299661124008518553e-05
5.205022440725136903e+02,6.494707172405977946e-01,1.331031155793520500e-02,4.393746515644961215e-04,3.296653754585065522e-05
5.206867953237118627e+02,6.426108306955817806e-01,1.386769275783654963e-02,4.355361332641100730e-04,3.291889267312833400e-05
5.208714428460218642e+02,6.412959177453535498e-01,1.387894316663413827e-02,4.278570038883819870e-04,3.283047293135727291e-05
5.210561867147933981e+02,6.447851912694618770e-01,1.405313448137971398e-02,4.126637290568553758e-04,3.268287293209838092e-05
5.212410270054542707e+02,6.544889277807922623e-01,1.405550610188750771e-02,3.842924859877279789e-04,3.250585544264587265e-05
5.214259637935113005e+02,6.644462994634464659e-01,1.379541565839519437e-02,3.535831662410367031e-04,3.246085479366265521e-05
5.216109971545502049e+02,6.765138325438329048e-01,1.320369056718406590e-02,3.227046148150359509e-04,3.256985392124623301e-05
5.217961271642354859e+02,6.878193363373612534e-01,1.311595133379431406e-02,2.925178065838217648e-04,3.282445750348369503e-05
5.219813538983107719e+02,6.956229090156080819e-01,1.327329995769830837e-02,2.668111398197632882e-04,3.315418627711328326e-05
5.221666774325988172e+02,7.030026001903664223e-01,1.323250924194472808e-02,2.409760496334984066e-04,3.358698101429424696e-05
5.223520978430018431e+02,7.134398734500609907e-01,1.362444575826210133e-02,2.115086299524367673e-04,3.419977672081273083e-05
5.225376152055013108e+02,7.258082768945276486e-01,1.414896979347896738e-02,1.797657925226193055e-04,3.499453069245916562e-05
5.227232295961580348e+02,7.370338653754726632e-01,1.460257980556396371e-02,1.508983588372369742e-04,3.583091112156694061e-05
5.229089410911125242e+02,7.477251870348423646e-01,1.502574622498199265e-02,1.265203757944073127e-04,3.661588673484721243e-05
5.230947497665852097e+02,7.600337295408883254e-01,1.548940651169897036e-02,1.056900902829518226e-04,3.734008134118088656e-05
5.232806556988759894e+02,7.684859007691915433e-01,1.673570315401353564e-02,8.865219189180014293e-05,3.796697756491426658e-05
5.234666589643644556e+02,7.687791884766890238e-01,1.757474850401256547e-02,7.373841589774157040e-05,3.853995515272740335e-05
5.236527596395110322e+02,7.675892663011120165e-01,1.651072398487454101e-02,5.987945253221490757e-05,3.909177809114419136e-05
5.238389578008553826e+02,7.650415637087693010e-01,1.726740127170199243e-02,4.786627079944668782e-05,3.958458720976269990e-05
5.240252535250177743e+02,7.617915186498611657e-01,1.698133348916935556e-02,3.794755241525749349e-05,4.000123984111974163e-05
5.242116468886986240e+02,7.552040545549444372e-01,1.723103629017076407e-02,3.022275601317007927e-05,4.033166154866213443e-05
5.243981379686790660e+02,7.492236671418257554e-01,1.827705286609882657e-02,2.378188257094059386e-05,4.061103278397752649e-05
5.245847268418206113e+02,7.421909315742640789e-01,1.853115538132701912e-02,2.306648714606055682e-05,4.064227649523697233e-05
5.247714135850651473e+02,7.330495499970045570e-01,1.732059359610076815e-02,3.176735747271783843e-05,4.026518434015628674e-05
5.249581982754356204e+02,7.225763341383288907e-01,1.618571368636062199e-02,4.728366947205276711e-05,3.960881947217425209e-05
